skid,root,nodes,segments,branchpoints,endpoints,cable.length,nTrees,neuron_type,presyn_sites,postsyn_sites,connectors,nsoma,neuron_names
1319419,20,20,1,0,2,1465.4248243269826,1,fragment,0,0,0,0,neuron 1319420
1319446,1,17,1,0,2,879.0168339660971,1,fragment,0,0,0,0,neuron 1319447
1319450,21,29,2,0,2,4416.811455972185,1,fragment,0,0,0,0,neuron 1319451
1319454,10,10,1,0,2,1351.5295943428314,1,fragment,0,0,0,0,neuron 1319455
1319458,24,29,2,0,2,6593.7607520219735,1,fragment,0,0,0,0,neuron 1319459
1319467,1,3,1,0,2,592.8892391228694,1,fragment,0,0,0,0,neuron 1319468
1319483,12,12,1,0,2,766.7535256071784,1,fragment,0,0,0,0,neuron 1319484
1319554,51,81,6,2,4,6219.071456115903,1,fragment,0,0,0,0,neuron 1319555
1319713,2,12,2,0,2,1667.1820355562552,1,fragment,0,0,0,0,neuron 1319714
1319717,1,7,1,0,2,1480.4914811555952,1,fragment,0,0,0,0,neuron 1319718
1319721,2,2,1,0,2,2.1207673484745957,1,fragment,0,0,0,0,neuron 1319722
1319838,7,7,2,0,2,1946.356192725563,1,fragment,0,0,0,0,neuron 1319839
1319900,22,38,11,5,7,8479.365341455208,1,fragment,0,2,2,0,neuron 1319901
1319956,10,19,2,0,2,938.1212241593812,1,fragment,0,1,1,0,neuron 1319957
1320002,9,9,1,0,2,680.6300950147223,1,fragment,0,1,1,0,neuron 1320003
1320029,6,6,1,0,2,274.0776060693857,1,fragment,0,1,1,0,neuron 1320030
1320039,1,25,1,0,2,1875.7097925994633,1,fragment,0,1,1,0,neuron 1320040
1320132,9,19,3,1,3,2446.4609836161217,1,fragment,0,1,1,0,neuron 1320133
1320218,2,4,1,0,2,322.288562645644,1,fragment,0,0,0,0,neuron 1320219
1320342,1,2,1,0,2,76.1629767066765,1,fragment,0,0,0,0,neuron 1320343
1320346,7,10,2,0,2,2455.8539562604897,1,fragment,0,0,0,0,neuron 1320347
1320350,42,46,4,1,3,5070.467286834077,1,fragment,0,0,0,0,neuron 1320351
1320432,10,15,2,0,2,1135.9760655825091,1,fragment,0,0,0,0,neuron 1320433
1320507,15,46,2,0,2,2556.599918283256,1,fragment,0,1,1,0,fragment 1320508
1320534,4,19,2,0,2,1539.3645818481175,1,fragment,0,1,1,0,neuron 1320535
1320548,17,17,1,0,2,1862.6141422319797,1,fragment,0,1,1,0,neuron 1320549
1320607,14,14,2,0,2,1640.7239899230065,1,fragment,0,0,0,0,neuron 1320608
1320614,18,20,2,0,2,2568.8669587434547,1,fragment,0,1,1,0,neuron 1320615
1320663,58,96,6,2,4,9963.418447917706,1,fragment,0,1,1,0,neuron 1320664
1320688,5,36,3,1,3,4263.9802811060235,1,fragment,0,2,2,0,SHORTneuron 1320689
1320697,21,48,6,2,5,6260.386245281401,1,fragment,0,0,0,0,neuron 1320698
1320703,1,16,5,2,4,3026.4169380116005,1,fragment,0,1,1,0,neuron 1320704
1320728,4,18,2,0,2,2378.243452827982,1,fragment,0,2,2,0,neuron 1320729
1320828,4,56,11,5,7,8977.738926921613,1,fragment,0,1,1,0,neuron 1320829
1320915,10,20,2,0,2,2758.5086405561137,1,fragment,0,1,1,0,neuron 1320916
1320926,1,4,1,0,2,1789.683622720759,1,fragment,0,0,0,0,neuron 1320927
1320977,12,33,3,1,3,4139.569298178264,1,fragment,0,2,2,0,neuron 1320978
1321315,1,11,1,0,2,506.8942864172921,1,fragment,0,1,1,0,neuron 1321316
1321320,91,145,12,5,7,12425.033164767548,1,fragment,2,0,2,0,neuron 1321321
1321362,35,35,2,0,2,3031.481047576997,1,fragment,0,1,1,0,neuron 1321363
1321488,1,4,1,0,2,4696.754325713918,1,fragment,0,0,0,0,neuron 1321489
1321492,1,4,1,0,2,4753.139232000055,1,fragment,0,0,0,0,neuron 1321493
1321915,1,13,3,1,3,2425.199929063681,1,fragment,0,1,1,0,neuron 1321916
1321945,7,11,1,0,2,2376.654123151995,1,fragment,0,0,0,0,Neuron 1321946
1321966,1,13,1,0,2,591.6587752889238,1,fragment,0,0,0,0,Neuron 1321967
1322011,21,28,2,0,2,2338.6934584234295,1,fragment,0,1,1,0,SHORT 1322012
1322099,2,2,1,0,2,1.159696281564663,1,fragment,0,0,0,0,Neuron 1322100
1322391,368,782,41,19,22,68152.3742895441,1,fragment,1,0,1,1,SNant 1322392
1322473,1,16,1,0,2,1628.8025981361725,1,fragment,0,0,0,0,neuron 1322474
1322697,479,667,18,8,10,50421.32109615664,1,fragment,0,2,2,1,SNant 1322698
1322922,35,1146,44,21,23,75586.29355984338,1,fragment,0,12,12,0,NOSOMA_2
1323101,1,151,5,2,4,11476.736262542929,1,fragment,0,0,0,0,Neuron 1323102
1323151,24,28,4,1,3,3181.7943654694295,1,fragment,0,0,0,0,neuron 1323152
1323516,1,42,3,1,3,4605.555957990212,1,fragment,0,0,0,0,neuron 1323517
1323522,1,16,1,0,2,1607.1616299277782,1,fragment,0,0,0,0,neuron 1323523
1323616,1,27,3,1,3,1592.9704220083372,1,fragment,0,0,0,0,neuron 1323617
1323626,1,37,7,3,5,4688.043632663514,1,fragment,0,0,0,0,neuron 1323627
1323630,100,237,17,8,10,19859.030287607755,1,fragment,0,1,1,0,neuron 1323631
1323673,882,1139,34,16,18,57210.62402937866,1,fragment,5,1,6,0,neuron 1323674
1323724,1,42,1,0,2,2020.6851958144844,1,fragment,0,0,0,0,neuron 1323725
1323737,1,17,1,0,2,843.2787779858463,1,fragment,0,0,0,0,neuron 1323738
1323790,1,2,1,0,2,0.00655881521689876,1,fragment,0,0,0,0,neuron 1323791
1323803,54,542,13,6,8,25937.753464897018,1,fragment,2,2,4,0,fragment 1323804
1323927,35,38,2,0,2,1872.643482746364,1,fragment,0,0,0,0,neuron 1323928
1323944,2,6,2,0,2,234.99664918668867,1,fragment,0,0,0,0,neuron 1323945
1323992,1,2,1,0,2,0.13491061376478491,1,fragment,0,0,0,0,neuron 1323993
1323997,2,320,8,3,5,15822.362828075102,1,fragment,5,0,5,0,fragment 1323998
1324056,1,32,1,0,2,1735.8528608990125,1,fragment,0,0,0,0,neuron 1324057
1324073,16,16,3,1,3,1299.6978959753044,1,fragment,0,0,0,0,neuron 1324074
1324085,1,2,1,0,2,4.925647747391315,1,fragment,0,0,0,0,neuron 1324086
1324121,1,7,1,0,2,790.3225119293843,1,fragment,0,0,0,0,neuron 1324122
1324161,25,35,2,0,2,1579.6458556451764,1,fragment,2,1,3,0,fragment 1324162
1324185,7,17,2,0,2,896.0558867093988,1,fragment,0,0,0,0,neuron 1324186
1324254,293,852,45,21,24,71154.32670692532,1,fragment,1,3,4,1,SNant 1324255
1324347,6,86,2,0,2,18224.214622016603,1,fragment,0,0,0,0,neuron 1324348
1324351,1,51,5,2,4,11115.151519621848,1,fragment,0,0,0,0,neuron 1324352
1324662,2,35,2,0,2,2226.212071621638,1,fragment,2,0,2,0,neuron 1324663
1325025,21,21,1,0,2,1180.967850041507,1,fragment,0,1,1,0,neuron 1325026
1325029,1,3,1,0,2,129.49382924879862,1,fragment,0,0,0,0,neuron 1325030
1325079,1,2,1,0,2,5.458004082885266e-4,1,fragment,0,0,0,0,neuron 1325080
1325087,7,9,2,0,2,1048.13642881952,1,fragment,0,0,0,0,neuron 1325088
1325108,32,32,2,0,2,2423.6203741603854,1,fragment,0,1,1,0,neuron 1325109
1325150,7,9,2,0,2,596.4129616290144,1,fragment,0,1,1,0,neuron 1325151
1325185,249,359,58,27,31,42682.596662977194,1,fragment,1,1,2,0,neuron 1325186
1325201,4,8,3,1,3,1119.8643793498827,1,fragment,0,1,1,0,neuron 1325202
1325378,1,3,1,0,2,491.97828038495066,1,fragment,0,0,0,0,neuron 1325379
1325386,1,3,1,0,2,487.0489047203463,1,fragment,0,0,0,0,neuron 1325387
1325663,269,363,6,2,4,32783.967291750756,1,fragment,0,0,0,1,SNpalp 1325664
1326028,467,673,44,21,23,85653.83535705121,1,fragment,0,0,0,1,SNpalp 1326029
1326297,2,2,1,0,2,0.1217856783123078,1,fragment,0,0,0,0,neuron 1326298
1326367,2,38,6,2,4,6285.795304408854,1,fragment,0,1,1,0,neuron 1326368
1326513,3,14,4,1,3,3944.0046448086023,1,fragment,0,0,0,0,fragment 1326514
1326655,1,3,1,0,2,601.7375592941075,1,fragment,0,0,0,0,neuron 1326656
1326659,473,478,54,25,29,55608.466909707175,1,fragment,0,2,2,0,neuron 1326660
1326872,15,23,2,0,2,1271.2431025432843,1,fragment,0,1,1,0,neuron 1326873
1327723,19,33,4,1,3,2083.473548883629,1,fragment,1,1,2,0,fragment 1327724
1327940,1,21,1,0,2,949.1817546654436,1,fragment,0,0,0,0,Neuron 1327941
1327962,1,33,1,0,2,1352.1028236902905,1,fragment,0,0,0,0,Neuron 1327963
1328065,1,15,1,0,2,623.5472620145645,1,fragment,0,0,0,0,Neuron 1328066
1328224,15,15,6,2,4,1998.436617669666,1,fragment,0,1,1,0,neuron 1328225
1328285,17,24,2,0,2,9347.730828622112,1,fragment,0,0,0,0,Neuron 1328286
1328606,12,15,4,1,3,2577.431079902698,1,fragment,0,1,1,0,neuron 1328607
1328735,3,3,1,0,2,531.9482109699775,1,fragment,0,0,0,0,neuron 1328736
1328779,10,29,2,0,2,3251.3002343849876,1,fragment,0,1,1,0,neuron 1328780
1328788,8,8,1,0,2,1111.748446388836,1,fragment,0,1,1,0,neuron 1328789
1328816,4,10,2,0,2,1295.8665858893955,1,fragment,0,0,0,0,neuron 1328817
1328850,4,222,10,4,6,15529.933755078226,1,fragment,0,0,0,0,neuron 1328851
1328870,1,9,1,0,2,1540.5211368362727,1,fragment,0,0,0,0,neuron 1328871
1328874,1,8,1,0,2,732.458188426617,1,fragment,0,0,0,0,Neuron 1328875
1328924,1,8,1,0,2,3223.0285558972973,1,fragment,0,0,0,0,neuron 1328925
1328928,1,7,1,0,2,3247.3748075057456,1,fragment,0,0,0,0,neuron 1328929
1328963,1,3,1,0,2,1641.5452109239532,1,fragment,0,0,0,0,neuron 1328964
1329013,9,28,8,3,5,4196.812068923846,1,fragment,0,1,1,0,neuron 1329014
1329028,21,78,4,1,3,7796.871252124878,1,fragment,0,0,0,0,neuron 1329029
1329239,119,251,2,0,2,11679.133304267623,1,fragment,0,0,0,0,neuron 1329240
1329275,2,28,1,0,2,556.766226828534,1,fragment,0,0,0,0,neuron 1329276
1329369,13,33,6,2,4,4093.855151807224,1,fragment,0,1,1,0,neuron 1329370
1329618,1791,4359,120,59,61,288568.31770979776,1,fragment,20,37,57,0,fragment 1329618
1329681,32,44,2,0,2,2490.407721857632,1,fragment,0,0,0,0,dead_cell 1329682
1329727,1,18,1,0,2,893.9691116843592,1,fragment,0,0,0,0,neuron 1329728
1329731,553,918,60,29,31,84464.12838540415,1,fragment,1,0,1,1,SNant 1329732
1329757,41,48,5,2,4,8550.748075693771,1,fragment,1,0,1,0,fragment 1329758
1329920,44,48,2,0,2,4807.9075208589475,1,fragment,0,0,0,0,neuron 1329921
1329974,1,2,1,0,2,0.03404523618810531,1,fragment,0,0,0,0,neuron 1329975
1329995,8,8,2,0,2,451.885782498574,1,fragment,0,1,1,0,neuron 1329996
1330232,1,30,1,0,2,1286.0632023556104,1,fragment,0,0,0,0,neuron 1330233
1330328,91,91,1,0,2,6536.712093855245,1,fragment,0,0,0,0,Neuron 1330329
1330804,387,437,45,21,24,62688.59356273492,1,fragment,0,2,2,1,immature neuron 1330805
1330854,14,14,1,0,2,733.7046934601791,1,fragment,0,0,0,0,neuron 1330855
1331168,8,8,2,0,2,1921.0752112966952,1,fragment,0,1,1,0,neuron 1331169
1331240,14,29,2,0,2,1414.048439485467,1,fragment,0,0,0,0,neuron 1331241
1331628,9,39,2,0,2,2312.3468309567265,1,fragment,0,0,0,0,neuron 1331629
1331633,21,30,2,0,2,1651.052714675748,1,fragment,0,0,0,0,Neuron 1331634
1331699,4,12,2,0,2,1347.5459806686083,1,fragment,0,0,0,0,neuron 1331700
1331911,14,16,2,0,2,962.7238435650128,1,fragment,0,1,1,0,neuron 1331912
1332456,5,33,2,0,2,1436.8470137349912,1,fragment,0,0,0,0,neuron 1332457
1332472,21,21,1,0,2,1241.3173323295998,1,fragment,0,0,0,0,Neuron 1332473
1332504,1,32,3,1,3,5148.794860217723,1,fragment,0,0,0,0,neuron 1332505
1332550,25,25,1,0,2,1829.1908896041668,1,fragment,0,0,0,0,neuron 1332551
1332556,1,49,1,0,2,2852.500132115726,1,fragment,0,0,0,0,neuron 1332557
1332774,16,16,3,1,3,2151.665955003047,1,fragment,0,0,0,0,neuron 1332775
1332778,18,18,1,0,2,1724.900552438649,1,fragment,0,0,0,0,neuron 1332779
1332782,17,25,2,0,2,1749.390305667462,1,fragment,0,0,0,0,neuron 1332783
1332786,70,81,3,1,3,4731.620983691373,1,fragment,0,0,0,0,neuron 1332787
1332795,4,52,8,3,5,3985.51426285125,1,fragment,0,2,2,0,SHORTfrg 1332796
1333074,11,41,4,1,3,2421.4720101903044,1,fragment,0,0,0,0,neuron 1333075
1333080,19,26,3,1,3,1478.3675127909949,1,fragment,0,0,0,0,neuron 1333081
1333271,11,11,1,0,2,584.198400630203,1,fragment,0,0,0,0,neuron 1333272
1333449,79,802,71,32,39,77345.75732075231,1,fragment,4,1,5,1,IN 1333450
1333591,11,11,1,0,2,706.5352233236787,1,fragment,0,0,0,0,Neuron 1333592
1333852,1,4,1,0,2,208.4659718097523,1,fragment,0,1,1,0,neuron 1333853
1333966,29,85,18,7,11,9121.207661898969,1,fragment,0,2,2,0,neuron 1333967
1334143,15,41,2,0,2,2899.182116068463,1,fragment,0,0,0,0,neuron 1334144
1334278,8,56,4,1,3,11152.654028215631,1,fragment,0,0,0,0,Neuron 1334279
1334487,1,33,1,0,2,1795.5908160762249,1,fragment,0,0,0,0,Neuron 1334488
1334507,6,16,2,0,2,2357.704836065002,1,fragment,0,1,1,0,neuron 1334508
1334618,5,5,2,0,2,526.769555804249,1,fragment,0,1,1,0,neuron 1334619
1334712,7,14,1,0,2,1422.341662934124,1,fragment,0,0,0,0,neuron 1334713
1334840,3,3,1,0,2,306.1286592774562,1,fragment,0,0,0,0,Neuron 1334841
1335026,47,73,2,0,2,3785.4005704238216,1,fragment,0,0,0,0,neuron 1335027
1335367,10,18,1,0,2,2217.7099861352476,1,fragment,0,1,1,0,neuron 1335368
1335543,7,7,1,0,2,336.05518056107263,1,fragment,0,1,1,0,neuron 1335544
1335562,2,11,3,1,3,1415.099659938529,1,fragment,0,1,1,0,neuron 1335563
1335674,132,177,17,7,10,24080.24161678542,1,fragment,1,1,2,0,fragment 1335675
1335687,30,30,7,3,5,5140.291151561837,1,fragment,0,1,1,0,neuron 1335688
1335694,1,3,1,0,2,1519.0573980515494,1,fragment,0,1,1,0,neuron 1335695
1335708,25,29,2,0,2,3414.2400507400343,1,fragment,0,2,2,0,neuron 1335709
1335893,2,2,1,0,2,8578.175502823586,1,fragment,0,0,0,0,Neuron 1335894
1336095,4,4,1,0,2,329.80075252430044,1,fragment,0,0,0,0,neuron 1336096
1336373,101,692,47,22,25,50791.45629135028,1,fragment,0,2,2,1,pnb 1336374
1336469,1491,3809,109,53,56,301101.6749496304,1,fragment,71,4,75,0,fragment ciliomotor loop 1336470
1336481,6,10,2,0,2,4845.019858559209,1,fragment,0,0,0,0,neuron 1336482
1336648,6,6,2,0,2,346.3019883057809,1,fragment,0,1,1,0,neuron 1336649
1336671,1,19,1,0,2,1128.9976925290298,1,fragment,0,0,0,0,neuron 1336672
1336835,3,7,2,0,2,667.4623394011173,1,fragment,0,0,0,0,neuron 1336836
1336851,1,8,1,0,2,1004.2816222899678,1,fragment,0,0,0,0,Neuron 1336852
1336872,20,20,6,2,4,3153.9793581647255,1,fragment,0,0,0,0,neuron 1336873
1337232,6,6,1,0,2,289.73846972523984,1,fragment,0,1,1,0,neuron 1337233
1337354,131,702,33,15,18,65279.86804167547,1,fragment,7,2,9,1,INhead_l 1337355
1337689,1,54,1,0,2,8700.433676382421,1,fragment,0,1,1,0,neuron 1337690
1337866,50,52,6,2,4,7190.393579390221,1,fragment,0,2,2,0,neuron 1337867
1338177,15,21,4,1,3,1272.6459327277792,1,fragment,0,1,1,0,neuron 1338178
1338236,85,85,1,0,2,4368.834366239795,1,fragment,0,1,1,0,Neuron 1338237
1338352,7,32,2,0,2,2198.7651947925037,1,fragment,0,1,1,0,neuron 1338353
1338401,32,70,7,3,5,8520.484204289965,1,fragment,0,1,1,0,neuron 1338402
1338429,8,18,2,0,2,1620.646901833852,1,fragment,0,1,1,0,neuron 1338430
1338519,4,8,2,0,2,626.7787315870779,1,fragment,0,1,1,0,neuron 1338520
1338625,17,17,1,0,2,942.441073947288,1,fragment,0,0,0,0,neuron 1338626
1338783,6,13,2,0,2,619.0680669552879,1,fragment,0,2,2,0,neuron 1338784
1338813,24,29,2,0,2,1461.3673657861862,1,fragment,0,1,1,0,neuron 1338814
1338824,40,40,2,0,2,2395.418845002045,1,fragment,0,1,1,0,neuron 1338825
1338837,3,3,2,0,2,225.44308529152187,1,fragment,0,1,1,0,neuron 1338838
1338847,265,377,4,1,3,17347.03622981114,1,fragment,7,0,7,0,neuron 1338848
1338861,10,19,2,0,2,1645.3289345609066,1,fragment,0,0,0,0,neuron 1338862
1338889,4,4,2,0,2,205.9015970470591,1,fragment,0,1,1,0,neuron 1338890
1338976,6,8,2,0,2,1144.4757858602004,1,fragment,0,0,0,0,neuron 1338977
1338980,2,4,2,0,2,511.5931225884878,1,fragment,0,0,0,0,neuron 1338981
1338988,2,4,2,0,2,512.2228709532232,1,fragment,0,0,0,0,neuron 1338989
1338996,7,11,2,0,2,799.9599346648621,1,fragment,0,0,0,0,neuron 1338997
1339282,7,12,2,0,2,1024.5999859143096,1,fragment,0,1,1,0,neuron 1339283
1339394,62,75,10,4,6,15846.127753167504,1,fragment,0,2,2,0,neuron 1339395
1339416,1,4,1,0,2,1523.7274562570235,1,fragment,0,0,0,0,neuron 1339417
1339457,368,556,30,14,16,37525.71567639105,1,fragment,0,2,2,0,neuron 1339458
1339461,1,2,1,0,2,0.01270116682566769,1,fragment,0,0,0,0,neuron 1339462
1339465,1,2,1,0,2,0.00628190803281749,1,fragment,0,0,0,0,neuron 1339466
1339503,1,2,1,0,2,0.00514307067845135,1,fragment,0,0,0,0,neuron 1339504
1339507,1,2,1,0,2,0.00409412470563723,1,fragment,0,0,0,0,neuron 1339508
1339551,337,337,1,0,2,23530.41701125434,1,fragment,0,0,0,0,Neuron 1339552
1339581,8,14,2,0,2,723.3133258377142,1,fragment,1,1,2,0,neuron 1339582
1339643,31,46,3,1,3,6031.96497680178,1,fragment,0,1,1,0,neuron 1339644
1339658,11,17,2,0,2,805.3747424294032,1,fragment,0,0,0,0,neuron 1339659
1339732,3,12,3,1,3,532.3136656995249,1,fragment,0,1,1,0,neuron 1339733
1340149,744,872,28,13,15,46230.756447537344,1,fragment,8,5,13,0,fragment 1340150
1340166,952,1034,78,38,40,72102.53393781498,1,fragment,-2,8,6,0,ecto fragment 1340167
1340258,6,6,1,0,2,566.7298952397534,1,fragment,0,0,0,0,Neuron 1340259
1340339,52,52,1,0,2,2088.665731839702,1,fragment,0,0,0,0,Neuron 1340340
1340454,1,3,1,0,2,1567.4635102174584,1,fragment,0,0,0,0,neuron 1340455
1340458,1,2,1,0,2,17.869792033913146,1,fragment,0,0,0,0,neuron 1340459
1340536,15,24,4,1,3,2861.4488430155243,1,fragment,0,2,2,0,neuron 1340537
1340659,7,11,2,0,2,685.1185318236056,1,fragment,0,1,1,0,neuron 1340660
1340688,17,17,1,0,2,1327.2740982932935,1,fragment,0,0,0,0,neuron 1340689
1340726,2,32,6,2,4,3892.881427179165,1,fragment,0,1,1,0,neuron 1340727
1340767,47,47,5,2,4,3689.1188002882377,1,fragment,0,0,0,0,neuron 1340768
1341021,2,22,3,1,3,1491.59476210949,1,fragment,0,0,0,0,Neuron 1341022
1341326,1,2,1,0,2,110.17525189656764,1,fragment,0,0,0,0,neuron 1341327
1341411,2,2,1,0,2,6.91681519025105e-4,1,fragment,0,0,0,0,neuron 1341412
1341487,26,26,1,0,2,3112.8619238483784,1,fragment,0,1,1,0,neuron 1341488
1341628,27,41,8,3,5,6173.399143127151,1,fragment,0,1,1,0,neuron 1341629
1341722,14,21,2,0,2,1083.9508891588755,1,fragment,0,1,1,0,neuron 1341723
1341749,7,7,1,0,2,261.5215317179199,1,fragment,0,1,1,0,neuron 1341750
1341876,5,5,1,0,2,269.2246971993055,1,fragment,0,1,1,0,neuron 1341877
1342010,273,745,21,10,12,101981.94336288,1,fragment,0,2,2,0,fragment 1342011
1342014,1,4,1,0,2,1157.5531099320428,1,fragment,0,0,0,0,neuron 1342015
1342018,26,28,4,1,3,1774.2213993757289,1,fragment,0,1,1,0,neuron 1342019
1342171,21,21,1,0,2,1346.7069760400311,1,fragment,0,0,0,0,neuron 1342172
1342176,12,13,1,0,2,1222.9037621197306,1,fragment,0,0,0,0,neuron 1342177
1342194,4,10,2,0,2,302.330556861169,1,fragment,0,0,0,0,neuron 1342195
1342386,14,21,2,0,2,7721.646829822701,1,fragment,0,1,1,0,neuron 1342387
1342411,28,65,12,5,7,8315.836340073995,1,fragment,0,1,1,0,neuron 1342412
1342661,29,64,8,3,5,5156.501666173731,1,fragment,0,0,0,0,neuron 1342662
1342682,4,90,26,11,16,14610.01778333083,1,fragment,0,0,0,0,neuron 1342683
1342687,22,22,5,2,4,2833.9909145260267,1,fragment,0,1,1,0,neuron 1342688
1342703,325,467,16,7,9,51540.92643770243,1,fragment,3,0,3,0,neuron 1342704
1342729,7,7,1,0,2,255.43948710585377,1,fragment,0,0,0,0,neuron 1342730
1342733,1,16,1,0,2,638.9902871859268,1,fragment,0,0,0,0,neuron 1342734
1342753,17,25,2,0,2,2228.5490589007627,1,fragment,0,1,1,0,neuron 1342754
1342786,10,10,1,0,2,866.9130710963963,1,fragment,0,1,1,0,neuron 1342787
1342882,3,17,2,0,2,1643.1397395170652,1,fragment,0,0,0,0,neuron 1342883
1343086,1,6,1,0,2,350.48019007252935,1,fragment,0,0,0,0,neuron 1343087
1343102,1,112,3,1,3,5686.146703167382,1,fragment,0,0,0,0,neuron 1343103
1343106,109,109,1,0,2,4491.941806030875,1,fragment,0,0,0,0,neuron 1343107
1343111,1,11,1,0,2,455.2816075722913,1,fragment,0,0,0,0,neuron 1343112
1343122,1,21,1,0,2,854.3346780369158,1,fragment,0,0,0,0,neuron 1343123
1343140,60,60,1,0,2,3059.16524453961,1,fragment,0,0,0,0,neuron 1343141
1343148,1,11,1,0,2,637.0911010078795,1,fragment,0,0,0,0,neuron 1343149
1343155,67,83,2,0,2,3382.0051886943224,1,fragment,0,0,0,0,neuron 1343156
1343168,1,2,1,0,2,5.994971343166498e-4,1,fragment,0,1,1,0,neuron 1343169
1343342,3,3,1,0,2,800.547322144459,1,fragment,0,0,0,0,neuron 1343343
1343449,1,10,1,0,2,380.05100858931087,1,fragment,0,0,0,0,neuron 1343450
1343604,6,60,6,2,4,6326.017612188387,1,fragment,0,1,1,0,neuron 1343605
1343742,7,575,6,2,4,47242.11013167693,1,fragment,0,0,0,0,Neuron 1343743
1343771,1,13,1,0,2,524.2214163013616,1,fragment,0,0,0,0,Neuron 1343772
1343857,6,12,2,0,2,508.27559576667784,1,fragment,0,1,1,0,neuron 1343858
1343876,1,36,1,0,2,2876.431138646265,1,fragment,0,0,0,0,Neuron 1343877
1343920,17,33,5,2,4,3727.960898489628,1,fragment,0,1,1,0,neuron 1343921
1343925,6,6,1,0,2,986.148395551742,1,fragment,0,0,0,0,neuron 1343926
1343972,2,2,1,0,2,0.00398561391160342,1,fragment,0,0,0,0,neuron 1343973
1343976,2,2,1,0,2,0.00131968360858016,1,fragment,0,0,0,0,neuron 1343977
1343992,2,2,1,0,2,0.24900288344485064,1,fragment,0,0,0,0,neuron 1343993
1343996,2,2,1,0,2,0.00511647559788725,1,fragment,0,0,0,0,neuron 1343997
1344000,2,2,1,0,2,0.003404732038856,1,fragment,0,0,0,0,neuron 1344001
1344004,1,2,1,0,2,5.001347555412028e-4,1,fragment,0,0,0,0,neuron 1344005
1344008,2,2,1,0,2,0.00885341280277604,1,fragment,0,0,0,0,neuron 1344009
1344012,1,2,1,0,2,0.00131933094761222,1,fragment,0,0,0,0,neuron 1344013
1344020,2,2,1,0,2,0.04389364054251087,1,fragment,0,0,0,0,neuron 1344021
1344033,6,9,2,0,2,1029.0980285116937,1,fragment,0,0,0,0,neuron 1344034
1344037,1,2,1,0,2,0.05605936079265247,1,fragment,0,0,0,0,neuron 1344038
1344254,1,20,1,0,2,1734.7653503858744,1,fragment,0,0,0,0,Neuron 1344255
1344491,12,124,8,3,5,8667.705115327244,1,fragment,0,1,1,0,neuron 1344492
1344558,1,2,1,0,2,0.00747578633873558,1,fragment,0,0,0,0,Neuron 1344559
1344889,28,59,2,0,2,4045.34968262491,1,fragment,0,0,0,0,neuron 1344890
1344903,30,47,2,0,2,2984.290445202804,1,fragment,0,0,0,0,neuron 1344904
1344962,15,15,1,0,2,831.6458096919853,1,fragment,0,0,0,0,neuron 1344963
1344978,7,32,2,0,2,1447.493487329906,1,fragment,0,0,0,0,neuron 1344979
1345192,13,20,4,1,3,2059.283010747175,1,fragment,0,1,1,0,fragment 1345193
1345229,19,19,1,0,2,2097.4323620894957,1,fragment,0,1,1,0,neuron 1345230
1345331,6,8,2,0,2,318.0633959013548,1,fragment,0,2,2,0,neuron 1345332
1345343,10,10,1,0,2,1722.8367654775489,1,fragment,0,0,0,0,neuron 1345344
1345347,19,21,2,0,2,1754.876146838492,1,fragment,0,0,0,0,neuron 1345348
1345466,18,18,1,0,2,715.1738300175283,1,fragment,0,0,0,0,neuron 1345467
1345558,7,13,2,0,2,668.4776226746416,1,fragment,0,0,0,0,neuron 1345559
1345590,5,9,2,0,2,432.56155358320245,1,fragment,0,0,0,0,neuron 1345591
1345638,7,22,3,1,3,1878.8655070617408,1,fragment,0,1,1,0,neuron 1345639
1345765,1,7,1,0,2,264.9399374478908,1,fragment,0,1,1,0,neuron 1345766
1345770,1,2,1,0,2,0.01476640374246638,1,fragment,0,0,0,0,neuron 1345771
1345804,420,934,28,13,15,64212.084536975985,1,fragment,1,2,3,0,fragment 1345805
1345830,74,903,8,3,5,52531.429672307975,1,fragment,1,1,2,0,fragment 1345831
1345938,11,11,1,0,2,623.6180498395324,1,fragment,0,0,0,0,neuron 1345939
1345942,25,38,1,0,2,4415.179182647639,1,fragment,0,0,0,0,neuron 1345943
1345946,1,37,1,0,2,2155.8605970517483,1,fragment,0,0,0,0,neuron 1345947
1345950,23,44,6,2,4,4586.788236978693,1,fragment,0,0,0,0,neuron 1345951
1345954,14,14,1,0,2,726.2809295971621,1,fragment,0,0,0,0,neuron 1345955
1345998,14,29,5,1,4,2961.594012269644,1,fragment,0,0,0,0,neuron 1345999
1346024,24,29,3,1,3,4171.300126250772,1,fragment,0,0,0,0,neuron 1346025
1346083,1,30,3,1,3,3526.311174988441,1,fragment,0,0,0,0,neuron 1346084
1346093,17,17,1,0,2,881.1820082911265,1,fragment,0,0,0,0,neuron 1346094
1346326,9,16,2,0,2,1335.3883619904634,1,fragment,0,1,1,0,neuron 1346327
1346569,1,28,1,0,2,1685.144168298424,1,fragment,0,0,0,0,neuron 1346570
1346581,6,6,1,0,2,264.41410589276364,1,fragment,0,0,0,0,neuron 1346582
1346585,30,41,7,3,5,6730.656560242314,1,fragment,0,0,0,0,neuron 1346586
1346618,1,74,3,1,3,3731.567996597944,1,fragment,0,0,0,0,neuron 1346619
1346653,95,130,10,4,6,12501.209354049215,1,fragment,0,0,0,0,neuron 1346654
