skid,root,nodes,segments,branchpoints,endpoints,cable.length,nTrees,neuron_type,presyn_sites,postsyn_sites,connectors,nsoma,neuron_names
1319384,401,628,2,0,2,49687.624206274704,1,sensory neuron,7,1,NA,NA,SNnuch_r18
1319649,791,893,18,8,10,107678.63669277773,1,sensory neuron,4,5,NA,NA,SN-DLSO1.2-3_r1
1319657,427,637,19,9,11,100447.04479223442,1,sensory neuron,11,2,NA,NA,SN-DLSO1.0_1r
1319751,578,864,12,5,7,91855.90233508062,1,sensory neuron,0,4,NA,NA,SNr 1319752
1320798,177,760,24,11,13,85478.70673533267,1,sensory neuron,5,4,NA,NA,SN-DSO20
1322645,363,800,10,4,6,63039.36749364259,1,sensory neuron,16,2,NA,NA,SNantimp 1322646
1323363,332,796,10,4,6,55974.38397959823,1,sensory neuron,4,0,NA,NA,SN1323364
1323536,322,871,12,5,7,76677.132321348,1,sensory neuron,5,0,NA,NA,SN 1323537
1324518,921,1164,2,0,2,58048.89380195481,1,sensory neuron,39,7,NA,NA,PB_pygCirrusPBc12
1324546,124,714,10,4,6,59285.49275363509,1,sensory neuron,4,1,NA,NA,antPUc_6l; SN
1324600,2236,2551,4,1,3,127267.20957534286,1,sensory neuron,59,15,NA,NA,pygCirrusCR3r
1325625,325,745,11,4,7,77564.58148445471,1,sensory neuron,13,1,NA,NA,SNpalp 1325626
1325633,319,639,16,7,9,68505.2106713647,1,sensory neuron,4,1,NA,NA,SNpalp 1325634
1325682,435,720,14,6,8,95344.5398035036,1,sensory neuron,10,0,NA,NA,SN HC 1325683
1325700,333,1041,44,21,23,125718.79072271794,1,sensory neuron,7,2,NA,NA,SN HC 1325701
1325843,682,721,8,3,5,103229.26153237058,1,sensory neuron,17,2,NA,NA,SNMB3_r
1325883,722,838,20,9,11,94837.83775452204,1,sensory neuron,2,3,NA,NA,SNMB 1325884
1326324,473,473,6,2,4,56622.91027580036,1,sensory neuron,3,1,NA,NA,SNbicilDhead_r
1326518,491,566,14,6,8,83495.43801815822,1,sensory neuron,7,2,NA,NA,SNr 1326535
1326689,304,626,18,8,10,91540.86881604562,1,sensory neuron,3,1,NA,NA,SNMB2_r 1326587
1326921,638,716,8,3,5,84130.05582983478,1,sensory neuron,6,0,NA,NA,SNMB 1326922
1327607,499,779,25,11,14,118491.71324291796,1,sensory neuron,0,11,NA,NA,SN-DLSO1.2-1_r
1327767,557,756,12,5,7,100199.27104360893,1,sensory neuron,1,3,NA,NA,SN-DLSO1.3_3r
1328429,7,907,20,9,11,79798.91869723849,1,sensory neuron,16,0,NA,NA,SNant 1328430
1329204,42,857,22,10,12,87678.60681308644,1,sensory neuron,9,5,NA,NA,SNimmature 1329205
1329666,342,886,12,5,7,72464.84479919162,1,sensory neuron,9,0,NA,NA,SNant 1329667
1330509,558,767,18,8,10,91799.85401631908,1,sensory neuron,6,2,NA,NA,SNmus_r
1332367,219,813,31,14,17,117020.78542626876,1,sensory neuron,9,2,NA,NA,SNMB2_3r
1332516,122,1056,17,8,10,113950.14036608508,1,sensory neuron,6,2,NA,NA,SN-DSO_1
1333158,457,741,20,9,11,122506.74186052672,1,sensory neuron,30,6,NA,NA,SNhorn_r
1335597,58,876,13,5,8,81631.95443354764,1,sensory neuron,6,3,NA,NA,SNMB1_r 1335598
1335777,613,929,4,1,3,47958.17814841105,1,sensory neuron,19,8,NA,NA,PB_pygCirrusPBc13
1335790,647,694,4,1,3,38601.47496429658,1,sensory neuron,0,8,NA,NA,UnicilNonP_SNpost 1335791
1335807,363,723,10,4,6,41399.48463977942,1,sensory neuron,8,1,NA,NA,pygCirrusPUSM_l
1335832,844,1096,2,0,2,60744.97773045138,1,sensory neuron,8,4,NA,NA,pygCirrusPU_SNpyg_l 1335833
1335845,724,1043,4,1,3,56486.144738367635,1,sensory neuron,12,9,NA,NA,pygCirrusPU_SNpyg 1335846_putPU
1336723,150,1994,68,33,35,220423.4529790308,1,sensory neuron,32,11,NA,NA,SNMIP-vc_l
1337798,432,866,6,2,4,92593.98299710116,1,sensory neuron,18,2,NA,NA,PB_dorsalTeloPB1r
1337804,543,1189,16,7,9,118670.36754809896,1,sensory neuron,2,3,NA,NA,trochPU_dorsalTeloPUc_1r
1338735,701,954,10,4,6,92038.14990876328,1,sensory neuron,11,0,NA,NA,PB_ventraltrunkPB1_sg2r_PKD2-1+
1339088,634,736,10,4,6,66358.71109919462,1,sensory neuron,6,2,NA,NA,parapodPU_notopodPUc1_sg3l
1342725,1830,2232,6,2,4,117756.3927862604,1,sensory neuron,44,10,NA,NA,SNpygM_r
1342819,5,601,6,2,4,77330.22014515821,1,sensory neuron,4,1,NA,NA,SNpalp 1342820
1342970,350,1078,21,9,12,100649.67576398728,1,sensory neuron,8,2,NA,NA,SNMB 1342971
1342975,132,928,18,8,10,96459.89344826994,1,sensory neuron,6,6,NA,NA,SNtrpa_r
1344565,418,797,4,1,3,44278.2029648189,1,sensory neuron,3,0,NA,NA,pygCirrusPU_3r
1344599,1130,1604,8,3,5,92621.90525156488,1,sensory neuron,3,8,NA,NA,pygCirrusPU_5r
1345862,759,921,14,6,8,102170.74806012512,1,sensory neuron,6,2,NA,NA,SNstiff_pstl2
1348649,85,1281,20,9,11,106613.88331407882,1,sensory neuron,17,2,NA,NA,PB_ventraltrunkPB1_sg1l
1348661,97,652,12,5,7,61256.21234231459,1,sensory neuron,1,4,NA,NA,trochPU_ventraltrunkPU1_sg1l; SN
1348770,170,985,6,2,4,74645.25999192444,1,sensory neuron,18,2,NA,NA,PB_ventraltrunkPB1_sg1r
1349004,725,948,8,3,5,70892.4683590935,1,sensory neuron,18,3,NA,NA,PB_ventralTeloPB1r
1349009,334,731,6,2,4,64553.76280425291,1,sensory neuron,15,2,NA,NA,trochPU_ventralTeloPUc_2r
1349023,328,1066,6,2,4,75603.22806674098,1,sensory neuron,0,5,NA,NA,PB_spinPB1_sg3r
1349034,946,1122,4,1,3,68841.71825727451,1,sensory neuron,12,5,NA,NA,ventralpygCR_3r
1349051,266,948,4,1,3,70384.5445743104,1,sensory neuron,7,1,NA,NA,PB_spinPB1_sg3l
1349386,952,1276,6,2,4,72503.950958252,1,sensory neuron,36,24,NA,NA,PB_pygCirrusPBc1l
1349942,346,680,10,4,6,82684.75296986509,1,sensory neuron,8,1,NA,NA,interparaPM1_sg1l
1349949,788,1252,6,2,4,106233.91162552466,1,sensory neuron,24,2,NA,NA,interparapodCR1_sg1l
1350368,126,513,14,6,8,53873.25570992891,1,sensory neuron,2,4,NA,NA,metatrochNPU1r; SN
1351071,471,894,6,2,4,45913.520752499535,1,sensory neuron,2,7,NA,NA,pygCirrusPU_1351072
1354532,463,792,6,2,4,48961.26111587597,1,sensory neuron,7,1,NA,NA,SNpyg 1354533
1355427,347,589,4,1,3,49341.43993680425,1,sensory neuron,7,0,NA,NA,SNMB 1355428
1355911,638,695,19,8,11,82982.31080549856,1,sensory neuron,11,4,NA,NA,SNMB 1355912
1356982,183,899,10,4,6,77942.64305365093,1,sensory neuron,9,3,NA,NA,trochPU_ventraltrunkPU1_sg1r
1360565,701,1005,12,5,7,96659.68728671753,1,sensory neuron,14,1,NA,NA,interparaPM1_sg2r
1360843,596,841,8,3,5,59014.65278573481,1,sensory neuron,24,1,NA,NA,PB_ventraltrunkPB1_sg3l_PKD2-1+
1360893,221,706,8,3,5,56255.89697645943,1,sensory neuron,11,2,NA,NA,PB_ventralParaPB1_sg2l
1360967,526,949,4,1,3,48557.15041565776,1,sensory neuron,6,0,NA,NA,SN-immature_pyg
1361146,234,1450,12,5,7,103732.34941988294,1,sensory neuron,32,4,NA,NA,trochPU_ventralParaPU1_sg1r
1361174,308,1859,12,5,7,116711.31940938886,1,sensory neuron,21,9,NA,NA,trochPU_ventralParaPU1_sg1l
1361208,705,1086,16,7,9,75404.41770398142,1,sensory neuron,7,6,NA,NA,trochPU_ventralTeloPUc_1r
1361264,1239,1378,10,4,6,78730.66575859209,1,sensory neuron,28,17,NA,NA,trochPU_ventralpygPU1unp
1361481,52,346,8,3,5,45118.789309243344,1,sensory neuron,2,2,NA,NA,PB_ventralParaPB1_sg1l
1361489,165,584,4,1,3,62782.20590391612,1,sensory neuron,10,1,NA,NA,trochPU_ventralParaPU2_sg1r
1361497,100,598,8,3,5,46466.04325583816,1,sensory neuron,10,3,NA,NA,PB_ventralParaPB1_sg1r
1363796,656,1518,18,8,10,136147.9579774537,1,sensory neuron,37,14,NA,NA,chaeMech_sg1l1
1364769,553,834,10,4,6,96219.96250956572,1,sensory neuron,8,1,NA,NA,dsoPU_2unp
1366275,947,1193,8,3,5,68867.5740471825,1,sensory neuron,4,8,NA,NA,pygCirrusCR1_r
1367387,434,1576,20,9,11,138519.62139553958,1,sensory neuron,28,4,NA,NA,hPU2l-asymPDF
1367776,413,484,14,6,8,80240.06122640631,1,sensory neuron,4,1,NA,NA,SNMB 1367777
1370203,1017,1114,10,4,6,79311.03313343566,1,sensory neuron,26,7,NA,NA,SN-sg3r 1370204
1372056,551,739,11,5,7,69154.55856631717,1,sensory neuron,0,6,NA,NA,SN-sg0l
1372330,482,541,10,4,6,64494.08108377565,1,sensory neuron,4,0,NA,NA,SNMB 1372331
1374124,364,751,17,8,10,76748.31047651212,1,sensory neuron,4,0,NA,NA,SNpalp 1374125
1374369,482,512,15,6,9,79953.32529202005,1,sensory neuron,3,2,NA,NA,SN-DSO_7
1374514,811,868,19,8,11,110051.3002343656,1,sensory neuron,2,2,NA,NA,SNMB 1374515
1374631,882,1065,44,21,23,149807.87057713032,1,sensory neuron,12,8,NA,NA,SNMBdev1_l
1377175,414,488,6,2,4,48041.95383889341,1,sensory neuron,6,1,NA,NA,parapodPU_ventralpostParaPUc1_sg1l
1377198,806,998,11,4,7,100534.64125354568,1,sensory neuron,0,5,NA,NA,interparaPU1_sg2r
1377866,186,819,24,11,13,105608.70094068177,1,sensory neuron,18,6,NA,NA,SNgolden_r
1381127,1684,1996,16,7,9,105785.71828563102,1,sensory neuron,21,21,NA,NA,chaeMech_sg3l1
1382959,1523,1862,22,10,12,123890.72235768268,1,sensory neuron,18,4,NA,NA,chaeMech_sg3r2
1382978,1830,2170,20,9,11,133349.87431634663,1,sensory neuron,56,14,NA,NA,chaeMech_sg3r1
1383986,2706,2820,24,11,13,158807.71859531282,1,sensory neuron,141,19,NA,NA,chaeMech_sg3l2
1386177,4271,4475,36,17,19,259600.83425131103,1,sensory neuron,53,47,NA,NA,SNPDF-pyg_l
1386539,486,1070,16,7,9,71604.45173294871,1,sensory neuron,5,3,NA,NA,parapodPU_ventralpostParaPUc1_sg2l
1387465,866,1609,16,7,9,116679.09487016362,1,sensory neuron,21,10,NA,NA,chaeMech_sg3l4
1388614,450,1233,7,3,5,92972.74851394224,1,sensory neuron,8,0,NA,NA,spinPU_2_sg3l
1388649,1260,1760,4,1,3,113332.12866913324,1,sensory neuron,16,3,NA,NA,PB_spinPB2_sg3l
1388660,764,1272,4,1,3,101579.197953894,1,sensory neuron,18,3,NA,NA,spinPU_3_sg3l
1390749,1863,2443,4,1,3,151454.8230493187,1,sensory neuron,42,10,NA,NA,PB_spinPB2_sg3r
1391602,324,1118,6,2,4,74941.45633357341,1,sensory neuron,7,5,NA,NA,SN-l 1391603
1394281,412,1257,6,2,4,111080.2867778792,1,sensory neuron,10,3,NA,NA,trochPU_dorsalParaPUc1_sg2l
1394792,207,1024,4,1,3,93699.67363084327,1,sensory neuron,9,2,NA,NA,PB_spinPB3_sg2l
1397111,791,847,21,10,12,104823.10642906392,1,sensory neuron,7,3,NA,NA,SNMB6_r 1397112
1402559,228,574,10,4,6,75297.18456246004,1,sensory neuron,2,3,NA,NA,SN-DLSO1.3_3l
1406349,500,792,14,6,8,106554.56227388224,1,sensory neuron,9,2,NA,NA,SNMB 1406350
1411577,179,903,30,13,17,105249.1056540262,1,sensory neuron,1,13,NA,NA,SNMB2_1r
1411593,303,698,25,11,14,112702.96069223134,1,sensory neuron,16,2,NA,NA,SNMB2_2r
1411627,1173,1401,29,14,16,169643.73333111423,1,sensory neuron,7,9,NA,NA,SN-DLSO1.2-3_l3
1411715,455,1221,40,19,21,166452.60376580415,1,sensory neuron,5,1,NA,NA,SN-NS27_r
1412575,267,1460,10,4,6,126243.49345437509,1,sensory neuron,31,6,NA,NA,interparapodCR1_sg1r
1415508,280,896,16,7,9,96536.06457424436,1,sensory neuron,6,2,NA,NA,parapodPU_neuropodPUc1_sg1r; SN
1415528,666,2242,16,7,9,139610.89702504585,1,sensory neuron,56,13,NA,NA,chaeMech_sg1r1
1415537,904,1080,7,3,5,90476.90362090792,1,sensory neuron,14,1,NA,NA,SN 1415538
1417810,604,2411,16,7,9,177374.30556382966,1,sensory neuron,61,9,NA,NA,SNbronto_r
1418928,2568,3087,126,61,65,367566.163638924,1,sensory neuron,16,22,NA,NA,SN-YF5cil
1419056,1103,1487,30,14,16,169193.5493575231,1,sensory neuron,4,0,NA,NA,SN-NS27_l
1419152,585,1699,63,30,33,215976.46981800508,1,sensory neuron,9,6,NA,NA,SN-NS4
1419787,412,560,18,8,10,79421.44482356169,1,sensory neuron,4,2,NA,NA,SN 1419788
1425347,654,1013,8,3,5,95802.41186041864,1,sensory neuron,30,6,NA,NA,PB_spinPB3_sg3r
1434484,328,453,6,2,4,23731.84414714089,1,sensory neuron,0,4,NA,NA,SNpyg 1434485
1434961,476,928,12,5,7,93795.99814870102,1,sensory neuron,7,1,NA,NA,chaeMech_sg3r4
1439840,337,514,2,0,2,59150.20693895524,1,sensory neuron,5,1,NA,NA,SN-DLSO1.1_2r
1442492,340,416,12,5,7,79230.41451085501,1,sensory neuron,6,1,NA,NA,SNMB 1442493
1442970,873,1462,8,3,5,100731.79309337604,1,sensory neuron,10,8,NA,NA,spinPU__sg3r
1443411,512,2209,18,8,10,165208.3931817413,1,sensory neuron,116,26,NA,NA,chaeMech_sg1r2
1449610,2189,2310,8,3,5,159037.42143104307,1,sensory neuron,4,7,NA,NA,SN-sg3r 1449611
1455582,383,725,20,9,11,99569.8235978616,1,sensory neuron,3,1,NA,NA,SNMB2_4l
1464604,224,234,2,0,2,47270.9989248006,1,sensory neuron,4,0,NA,NA,trochPU_ventralParaPU1_sg2r
1466076,186,647,12,5,7,66568.21337758593,1,sensory neuron,4,0,NA,NA,SNpalp 1325687
1470406,69,552,14,5,9,102080.29690243788,1,sensory neuron,6,1,NA,NA,SNpalpPU 1470407
1471420,375,648,10,4,6,71672.10493734799,1,sensory neuron,7,0,NA,NA,SNpalp 1372849
1472553,343,444,8,3,5,69936.68924982475,1,sensory neuron,3,8,NA,NA,SN-DLSO1.3_1l
1473311,170,360,10,4,6,52714.600634850176,1,sensory neuron,6,1,NA,NA,SNMB 1660629
1473904,107,1303,43,21,23,165528.26922313854,1,sensory neuron,8,2,NA,NA,SNMB5_l 1473905
1482574,1922,2141,14,6,8,136544.00333322032,1,sensory neuron,61,17,NA,NA,SNFVa_sg2r1
1498439,479,1326,16,6,10,82850.43407467793,1,sensory neuron,5,4,NA,NA,SNtrunk_sgl1 1582321
1516536,1144,1325,10,4,6,88890.91494626472,1,sensory neuron,11,4,NA,NA,trochPU_ventralTeloPUc_1l
1541658,1489,1548,18,8,10,97571.60453433834,1,sensory neuron,8,23,NA,NA,UnicilNonP_SNpost 1175413
1547439,477,866,12,5,7,90702.99198979155,1,sensory neuron,3,2,NA,NA,SNnuch_r19
1567572,533,620,4,1,3,64019.88099826267,1,sensory neuron,0,4,NA,NA,parapodPU_notopodPUc1_sg2r
1588419,1477,2015,6,2,4,142962.3007519333,1,sensory neuron,17,0,NA,NA,parapodPU_notopodPUc1_sg1l (deprecatedMNperif) 1588420
1591471,814,906,15,7,9,72268.86344276501,1,sensory neuron,3,1,NA,NA,SN 1591472
1594313,588,1107,10,4,6,66142.21352022757,1,sensory neuron,13,0,NA,NA,pygCirrusPUSM_r
1609864,1695,2780,18,8,10,190415.93970700665,1,sensory neuron,137,28,NA,NA,chaeMech_sg2r3
1625158,606,904,8,3,5,77128.656587663,1,sensory neuron,5,3,NA,NA,PB_spinPB3_sg3l
1631145,352,724,2,0,2,39235.94811566436,1,sensory neuron,6,0,NA,NA,parapodPU_neuropodPUc1_sg3l
1639124,1080,1329,14,6,8,127650.3219426185,1,sensory neuron,5,2,NA,NA,SNimmature_sg0l 1655416
1639584,606,867,21,9,12,124012.4705655828,1,sensory neuron,8,8,NA,NA,SN-DLSO2_necklace-r
1639675,382,578,14,6,8,74719.651919014,1,sensory neuron,4,0,NA,NA,SN 1639676
1675823,26,1787,4,1,3,137078.8808278755,1,sensory neuron,20,4,NA,NA,SNdors_sg1r
1688689,157,2030,4,1,3,151118.46821724123,1,sensory neuron,45,15,NA,NA,hCR_1_r; SN
1690116,26,941,2,0,2,95569.85140678164,1,sensory neuron,6,8,NA,NA,trochPU_dorsalParaPU2_sg2r
1691763,1596,1670,18,8,10,126567.5418013072,1,sensory neuron,18,16,NA,NA,chaeMech_sg3l3
1699713,632,899,6,2,4,66123.29818064404,1,sensory neuron,9,2,NA,NA,trochPU_ventralTeloPUc_2l
1700859,1651,1962,24,11,13,196085.608737355,1,sensory neuron,16,14,NA,NA,trochPU_dorsalTeloPU2l
1700942,1,799,4,1,3,87792.04964021842,1,sensory neuron,3,3,NA,NA,trochPU_dorsalTeloPUc_1l
1721342,207,602,14,6,8,77186.08802541457,1,sensory neuron,8,4,NA,NA,SNMB2_2l
1730175,612,1011,6,2,4,52931.67130868579,1,sensory neuron,5,1,NA,NA,SNpyg 1354804
1730785,238,371,4,1,3,40708.2780173544,1,sensory neuron,4,4,NA,NA,trochPU_ventralParaPU2_sg2l
1731062,2189,2294,23,10,13,163785.03424879623,1,sensory neuron,88,21,NA,NA,chaeMech_sg3r3
1732349,474,672,6,2,4,77518.96779409451,1,sensory neuron,8,0,NA,NA,interparaPM1_sg2l
1736843,141,967,12,5,7,84817.24953234238,1,sensory neuron,3,1,NA,NA,hCR_antCR_5l; SN
1736887,425,1721,8,3,5,167502.4410601734,1,sensory neuron,19,7,NA,NA,hCR_dscoCR_1l
1737105,304,1057,78,35,43,207780.03436215332,1,sensory neuron,158,22,NA,NA,MS2
1756581,32,1467,4,1,3,96521.06087104628,1,sensory neuron,19,4,NA,NA,trochPU_ventralParaPU2_sg2r
1764464,609,1037,6,2,4,73154.58582796427,1,sensory neuron,27,0,NA,NA,PB_ventraltrunkPB1_sg2l
1769485,432,535,8,3,5,62840.77591626645,1,sensory neuron,1,4,NA,NA,SNimmature_pstr 1769486
1770014,13,923,5,2,4,87569.77098814838,1,sensory neuron,11,2,NA,NA,SNcir 1770015
1777190,936,973,25,11,14,155426.3937762485,1,sensory neuron,5,7,NA,NA,SN 1777191
1778482,468,797,12,5,7,72437.90140207305,1,sensory neuron,4,0,NA,NA,parapodPU_ventralpostParaPUc1_sg1r
1784864,125,727,17,7,10,66327.87710318775,1,sensory neuron,0,4,NA,NA,SN-HSG3_1l
1785146,966,1121,28,13,15,137591.07118702336,1,sensory neuron,2,2,NA,NA,SN-DLSO2_l 1639380
1791241,341,475,14,6,8,80611.71365020717,1,sensory neuron,5,1,NA,NA,SNMB 1374585
1815592,1654,2735,10,4,6,203975.48230723295,1,sensory neuron,7,6,NA,NA,trochPU_dorsalParaPU1_sg2r
1837982,2560,3133,40,19,21,243151.79280905344,1,sensory neuron,113,56,NA,NA,chaeMech_sg2r1
1845760,1463,2263,18,8,10,168712.87895128,1,sensory neuron,45,9,NA,NA,chaeMech_sg2r4
1847252,938,1058,20,9,11,110787.75003552716,1,sensory neuron,6,8,NA,NA,SNstiff_sg0l1
1847754,620,1014,6,2,4,79474.97253128779,1,sensory neuron,3,6,NA,NA,parapodPU_neuropodPUc1_sg2l
1847818,932,978,12,5,7,79818.25426236012,1,sensory neuron,6,0,NA,NA,parapodPU_neuropodPUc2_sg2l
1848592,869,1325,12,5,7,103588.45556353168,1,sensory neuron,12,8,NA,NA,PB_ventralParaPB2_sg2l_PKD2-1+
1849185,1262,1339,10,4,6,90662.14634194942,1,sensory neuron,10,3,NA,NA,trochPU_ventralParaPU4_sg2l
1849294,661,1610,6,2,4,137469.07345103522,1,sensory neuron,9,4,NA,NA,SNdors_sg1l
1849623,288,848,4,1,3,60442.17966129346,1,sensory neuron,6,0,NA,NA,chaeMech_sg2l2
1849863,748,1578,10,4,6,133122.90715834196,1,sensory neuron,19,4,NA,NA,interparaPU1_sg2l
1850496,871,1848,8,3,5,148416.04517228404,1,sensory neuron,28,6,NA,NA,chaeMech_sg2l3
1923672,430,2129,8,3,5,146938.1017441139,1,sensory neuron,71,6,NA,NA,SNbronto_l
1950241,214,1400,8,3,5,110191.8713840411,1,sensory neuron,21,3,NA,NA,SN-sg2l
1952161,732,2087,4,1,3,137234.21129026276,1,sensory neuron,22,2,NA,NA,SN-gland_sg2l
1959492,382,785,16,6,10,65943.83124176903,1,sensory neuron,10,0,NA,NA,SNant_r 1959493
1975364,1199,1447,20,9,11,135154.24702734186,1,sensory neuron,4,3,NA,NA,interparaPUc1_sg2l
1999932,611,2743,13,6,8,191637.4632064069,1,sensory neuron,14,9,NA,NA,parapodPU_notopodPUc1_sg1r
2008327,141,947,4,1,3,88318.59297017049,1,sensory neuron,5,3,NA,NA,chaeMech_sg2l4
2008469,337,1049,3,1,3,103746.6342895908,1,sensory neuron,7,5,NA,NA,spinPU_3_sg2l
2008588,76,1132,4,1,3,91441.49783037088,1,sensory neuron,13,0,NA,NA,PB_spinPB1_sg2l
2008640,1088,2185,24,11,13,144469.48801473467,1,sensory neuron,61,9,NA,NA,chaeMech_sg2l1
2008663,1780,2890,10,4,6,197125.9389263471,1,sensory neuron,20,13,NA,NA,PB_spinPB2_sg2l
2015119,126,2307,6,2,4,166167.89261162447,1,sensory neuron,47,17,NA,NA,hCR_2_l; SN
2015193,281,2733,19,8,11,227364.30843663236,1,sensory neuron,47,9,NA,NA,hCR_dscoCR_2l; PDF
2015233,148,2151,4,1,3,146853.62849425725,1,sensory neuron,50,16,NA,NA,hCR_1_l2; SN
2015241,144,2041,6,2,4,144260.49843312812,1,sensory neuron,27,8,NA,NA,hCR_1_l1; SN
2015704,246,1523,8,3,5,105930.09138562402,1,sensory neuron,15,5,NA,NA,hCirrusPU_1l
2015759,198,1042,9,4,6,94747.382884935,1,sensory neuron,4,2,NA,NA,SN-sg0l 1732520
2294656,700,1789,6,2,4,116490.1405725412,1,sensory neuron,25,8,NA,NA,trochPU_ventralParaPU2_sg1l
2294779,899,924,24,11,13,110676.99234382344,1,sensory neuron,5,3,NA,NA,SNMB4_l 1374501
2312939,48,1122,14,6,8,119474.10270969383,1,sensory neuron,6,3,NA,NA,SN68_r
2337812,567,807,22,10,12,71616.4291866309,1,sensory neuron,7,1,NA,NA,antenna_right8;SN
22159,1012,1074,71,33,38,149771.09293923865,1,interneuron,25,59,NA,NA,IN1_al
32142,1155,1384,91,42,49,208099.34214540507,1,interneuron,41,130,NA,NA,IN1_pl
32460,650,747,25,11,14,99366.4990234086,1,interneuron,18,10,NA,NA,INton_l1
34044,827,946,58,27,31,160483.53671414361,1,interneuron,33,67,NA,NA,IN1_ar
35154,79,491,20,9,11,64394.3368928535,1,interneuron,5,9,NA,NA,INvc_r2
37580,1146,1457,95,45,50,206871.7337390957,1,interneuron,20,114,NA,NA,IN1_pr
40141,596,654,33,15,18,113339.08871729318,1,interneuron,9,11,NA,NA,INintr4
41848,312,705,26,11,15,104159.3191028194,1,interneuron,12,1,NA,NA,INpear_l2
45548,616,696,43,19,24,124174.5895324027,1,interneuron,18,10,NA,NA,INpreMN_3l
48718,755,857,20,9,11,88645.12814045406,1,interneuron,2,7,NA,NA,INintr5
54090,92,711,37,17,20,92236.72882135167,1,interneuron,37,33,NA,NA,INsn_r1
54909,88,1146,16,7,9,120979.5242653351,1,interneuron,2,10,NA,NA,INdecuss_l 54909
54919,1231,1320,29,13,16,150975.61752683742,1,interneuron,1,7,NA,NA,INhead_r; INintr6
55057,2638,2971,42,20,22,194621.5868190476,1,interneuron,54,4,NA,NA,INATOpyg_l
55225,2155,2212,6,2,4,134669.65981151882,1,interneuron,14,12,NA,NA,INcommascL_FMRFa_sg2r
55238,686,800,22,10,12,79811.83772716229,1,interneuron,2,5,NA,NA,INintl4
55935,418,591,18,6,12,88023.74769928184,1,interneuron,10,11,NA,NA,INton_l2
56100,89,628,18,8,10,65141.27973930421,1,interneuron,20,8,NA,NA,INantlercurve 56101
57508,60,1034,32,15,17,107426.29586546872,1,interneuron,4,10,NA,NA,IN 57509
57553,86,697,26,11,15,80608.10910555307,1,interneuron,36,30,NA,NA,INsn_l2
67795,1111,1142,37,16,21,133437.39075687336,1,interneuron,5,2,NA,NA,INR1_l2
68613,428,654,38,17,21,126058.55872427757,1,interneuron,9,8,NA,NA,INton_r1
71248,414,517,27,12,15,94539.29173597616,1,interneuron,6,5,NA,NA,INton_r2
71800,509,757,12,5,7,46594.852204802344,1,interneuron,1,3,NA,NA,INsplit_sg1 r 1316197
73027,48,666,32,14,18,98468.162069129,1,interneuron,17,12,NA,NA,INvc_l5 73028
73059,782,837,18,8,10,81245.18342494467,1,interneuron,5,11,NA,NA,INintl5
73954,593,688,28,12,16,91143.68089034848,1,interneuron,6,9,NA,NA,INdc_l1
74477,52,559,22,9,13,61124.06311893573,1,interneuron,9,3,NA,NA,INexsn_l
85530,3841,5975,60,29,31,598923.2021412664,1,interneuron,167,28,NA,NA,cMNPDF-vcl1
85723,353,1139,12,5,7,88939.44735241556,1,interneuron,1,3,NA,NA,IN_FMRFa-_right5_withSoma
92619,57,2533,40,19,21,205216.9252281119,1,interneuron,31,16,NA,NA,INpro_l1
106879,93,1108,18,8,10,88554.72795701628,1,interneuron,1,5,NA,NA,INdesc_l 106879
108173,54,1951,35,16,19,166395.05333335235,1,interneuron,5,23,NA,NA,INproT2_r1; INpro_r4
110892,1466,1839,26,12,14,142764.52791279656,1,interneuron,27,16,NA,NA,INiaStiff_sg1l
111231,104,957,12,5,7,87151.55937863307,1,interneuron,1,6,NA,NA,INdecuss_r 111232
111828,85,837,6,2,4,80980.21744430061,1,interneuron,3,3,NA,NA,IN PDF-left1 target 111829
111948,42,2000,14,6,8,149621.9728754629,1,interneuron,14,15,NA,NA,INdecussM_PDF_r
117385,111,2487,40,19,21,229076.7501776573,1,interneuron,24,50,NA,NA,INCrossbow_l
119436,49,3531,91,44,47,397599.8849662248,1,interneuron,19,51,NA,NA,INCrossbow_r
135113,75,1219,17,8,10,80886.72694790662,1,interneuron,16,10,NA,NA,MNVNC_1A_sg2l
147361,651,976,12,5,7,74138.5373769251,1,interneuron,1,7,NA,NA,INcomm_sg1l 147361
154304,951,1797,22,10,12,149448.06125889596,1,interneuron,18,6,NA,NA,INsplit_sg1r 154304
161743,485,3489,32,15,17,237714.9626127835,1,interneuron,154,50,NA,NA,INrope_r1
169574,76,533,4,1,3,29716.24125590514,1,interneuron,2,8,NA,NA,IN 169575
172769,991,3714,26,12,14,254828.05119453877,1,interneuron,41,69,NA,NA,INsplitPBant_sg1l
185521,83,3437,28,13,15,189821.35914175553,1,interneuron,22,17,NA,NA,INipsidesc_sg1 185521
190983,991,1070,42,18,24,126601.43445625524,1,interneuron,14,10,NA,NA,INpreMN_3r
224238,945,1560,10,4,6,98592.34490090872,1,interneuron,7,11,NA,NA,INcommasc_sg2r 1597115
227221,179,3711,42,20,22,247197.9888863724,1,interneuron,77,25,NA,NA,INbiped_sg1r
246584,818,2634,103,49,54,322998.3986729301,1,interneuron,45,110,NA,NA,INRGWa_dcr1
247790,2192,2279,22,10,12,140051.20152025318,1,interneuron,9,7,NA,NA,INcommasc_sg2r 247790
251790,517,2410,103,50,54,270896.3540724375,1,interneuron,36,80,NA,NA,INRGWa_dcl1
