"region"	"celltype"	"number"	"SN_MN_IN"	"sum_cells"
"873"	"head"	"INMBdescFMRF"	2	"interneuron"	2
"874"	"head"	"INexsn"	2	"interneuron"	2
"875"	"head"	"INtorii"	2	"interneuron"	2
"876"	"head"	"INUturnMB"	2	"interneuron"	2
"877"	"head"	"INface"	2	"interneuron"	2
"878"	"head"	"INMBdesc3"	2	"interneuron"	2
"879"	"head"	"INMBtype9"	2	"interneuron"	2
"880"	"head"	"INMBtype2"	2	"interneuron"	2
"881"	"head"	"INdecussM"	2	"interneuron"	2
"882"	"head"	"INiaStiff"	0	"interneuron"	2
"883"	"head"	"INmantis"	2	"interneuron"	2
"884"	"head"	"INsplitSpin"	0	"interneuron"	2
"885"	"peristomium"	"INpreSer"	0	"interneuron"	2
"886"	"peristomium"	"INdecussPre"	0	"interneuron"	2
"887"	"peristomium"	"MC2biax-1"	0	"interneuron"	2
"888"	"peristomium"	"INCrossbow"	0	"interneuron"	2
"889"	"peristomium"	"INarc1"	0	"interneuron"	2
"890"	"peristomium"	"INarc2"	0	"interneuron"	2
"891"	"peristomium"	"INrope"	0	"interneuron"	2
"892"	"peristomium"	"INCM"	0	"interneuron"	2
"893"	"peristomium"	"INchaeMech"	0	"interneuron"	2
"894"	"peristomium"	"INFVa-pyg"	0	"interneuron"	2
"895"	"peristomium"	"INsplitCRATO"	0	"interneuron"	2
"896"	"peristomium"	"INMC3"	0	"interneuron"	2
"897"	"peristomium"	"INbiax"	0	"interneuron"	2
"898"	"peristomium"	"INsplitPB-RF/Ya"	0	"interneuron"	2
"899"	"peristomium"	"INsplitPBant"	0	"interneuron"	2
"900"	"peristomium"	"INhook"	0	"interneuron"	2
"901"	"peristomium"	"INMBtype5"	0	"interneuron"	2
"902"	"peristomium"	"INUturn"	0	"interneuron"	2
"903"	"peristomium"	"INATOpyg"	0	"interneuron"	2
"904"	"peristomium"	"INsplitBronto"	0	"interneuron"	2
"905"	"peristomium"	"INleucoPU"	0	"interneuron"	2
"906"	"peristomium"	"INdecussfoot"	0	"interneuron"	2
"907"	"peristomium"	"INdecusshook"	0	"interneuron"	2
"908"	"peristomium"	"INsplitVent"	0	"interneuron"	2
"909"	"peristomium"	"INcomm-DownL"	0	"interneuron"	2
"910"	"peristomium"	"INlasso-postSN"	0	"interneuron"	2
"911"	"peristomium"	"INmus"	0	"interneuron"	2
"912"	"peristomium"	"INdescLuqinPDF"	0	"interneuron"	2
"913"	"peristomium"	"INcosplit"	0	"interneuron"	2
"914"	"peristomium"	"INcommdescFVa"	0	"interneuron"	2
"915"	"peristomium"	"INbiaxHmid"	0	"interneuron"	2
"916"	"peristomium"	"INhorn"	0	"interneuron"	2
"917"	"peristomium"	"INMBdescFMRF"	0	"interneuron"	2
"918"	"peristomium"	"INexsn"	0	"interneuron"	2
"919"	"peristomium"	"INtorii"	0	"interneuron"	2
"920"	"peristomium"	"INUturnMB"	0	"interneuron"	2
"921"	"peristomium"	"INface"	0	"interneuron"	2
"922"	"peristomium"	"INMBdesc3"	0	"interneuron"	2
"923"	"peristomium"	"INMBtype9"	0	"interneuron"	2
"924"	"peristomium"	"INMBtype2"	0	"interneuron"	2
"925"	"peristomium"	"INdecussM"	0	"interneuron"	2
"926"	"peristomium"	"INiaStiff"	0	"interneuron"	2
"927"	"peristomium"	"INmantis"	0	"interneuron"	2
"928"	"peristomium"	"INsplitSpin"	0	"interneuron"	2
"929"	"sg0"	"INpreSer"	0	"interneuron"	2
"930"	"sg0"	"INdecussPre"	0	"interneuron"	2
"931"	"sg0"	"MC2biax-1"	0	"interneuron"	2
"932"	"sg0"	"INCrossbow"	0	"interneuron"	2
"933"	"sg0"	"INarc1"	0	"interneuron"	2
"934"	"sg0"	"INarc2"	0	"interneuron"	2
"935"	"sg0"	"INrope"	0	"interneuron"	2
"936"	"sg0"	"INCM"	0	"interneuron"	2
"937"	"sg0"	"INchaeMech"	0	"interneuron"	2
"938"	"sg0"	"INFVa-pyg"	0	"interneuron"	2
"939"	"sg0"	"INsplitCRATO"	0	"interneuron"	2
"940"	"sg0"	"INMC3"	0	"interneuron"	2
"941"	"sg0"	"INbiax"	0	"interneuron"	2
"942"	"sg0"	"INsplitPB-RF/Ya"	0	"interneuron"	2
"943"	"sg0"	"INsplitPBant"	0	"interneuron"	2
"944"	"sg0"	"INhook"	0	"interneuron"	2
"945"	"sg0"	"INMBtype5"	0	"interneuron"	2
"946"	"sg0"	"INUturn"	0	"interneuron"	2
"947"	"sg0"	"INATOpyg"	0	"interneuron"	2
"948"	"sg0"	"INsplitBronto"	0	"interneuron"	2
"949"	"sg0"	"INleucoPU"	0	"interneuron"	2
"950"	"sg0"	"INdecussfoot"	0	"interneuron"	2
"951"	"sg0"	"INdecusshook"	0	"interneuron"	2
"952"	"sg0"	"INsplitVent"	0	"interneuron"	2
"953"	"sg0"	"INcomm-DownL"	0	"interneuron"	2
"954"	"sg0"	"INlasso-postSN"	0	"interneuron"	2
"955"	"sg0"	"INmus"	0	"interneuron"	2
"956"	"sg0"	"INdescLuqinPDF"	0	"interneuron"	2
"957"	"sg0"	"INcosplit"	0	"interneuron"	2
"958"	"sg0"	"INcommdescFVa"	0	"interneuron"	2
"959"	"sg0"	"INbiaxHmid"	0	"interneuron"	2
"960"	"sg0"	"INhorn"	0	"interneuron"	2
"961"	"sg0"	"INMBdescFMRF"	0	"interneuron"	2
"962"	"sg0"	"INexsn"	0	"interneuron"	2
"963"	"sg0"	"INtorii"	0	"interneuron"	2
"964"	"sg0"	"INUturnMB"	0	"interneuron"	2
"965"	"sg0"	"INface"	0	"interneuron"	2
"966"	"sg0"	"INMBdesc3"	0	"interneuron"	2
"967"	"sg0"	"INMBtype9"	0	"interneuron"	2
"968"	"sg0"	"INMBtype2"	0	"interneuron"	2
"969"	"sg0"	"INdecussM"	0	"interneuron"	2
"970"	"sg0"	"INiaStiff"	0	"interneuron"	2
"971"	"sg0"	"INmantis"	0	"interneuron"	2
"972"	"sg0"	"INsplitSpin"	0	"interneuron"	2
"973"	"sg1"	"INpreSer"	0	"interneuron"	2
"974"	"sg1"	"INdecussPre"	0	"interneuron"	2
"975"	"sg1"	"MC2biax-1"	0	"interneuron"	2
"976"	"sg1"	"INCrossbow"	0	"interneuron"	2
"977"	"sg1"	"INarc1"	0	"interneuron"	2
"978"	"sg1"	"INarc2"	0	"interneuron"	2
"979"	"sg1"	"INrope"	0	"interneuron"	2
"980"	"sg1"	"INCM"	2	"interneuron"	2
"981"	"sg1"	"INchaeMech"	0	"interneuron"	2
"982"	"sg1"	"INFVa-pyg"	0	"interneuron"	2
"983"	"sg1"	"INsplitCRATO"	0	"interneuron"	2
"984"	"sg1"	"INMC3"	0	"interneuron"	2
"985"	"sg1"	"INbiax"	0	"interneuron"	2
"986"	"sg1"	"INsplitPB-RF/Ya"	2	"interneuron"	2
"987"	"sg1"	"INsplitPBant"	2	"interneuron"	2
"988"	"sg1"	"INhook"	0	"interneuron"	2
"989"	"sg1"	"INMBtype5"	0	"interneuron"	2
"990"	"sg1"	"INUturn"	0	"interneuron"	2
"991"	"sg1"	"INATOpyg"	0	"interneuron"	2
"992"	"sg1"	"INsplitBronto"	2	"interneuron"	2
"993"	"sg1"	"INleucoPU"	2	"interneuron"	2
"994"	"sg1"	"INdecussfoot"	0	"interneuron"	2
"995"	"sg1"	"INdecusshook"	0	"interneuron"	2
"996"	"sg1"	"INsplitVent"	0	"interneuron"	2
"997"	"sg1"	"INcomm-DownL"	2	"interneuron"	2
"998"	"sg1"	"INlasso-postSN"	0	"interneuron"	2
"999"	"sg1"	"INmus"	0	"interneuron"	2
"1000"	"sg1"	"INdescLuqinPDF"	0	"interneuron"	2
"1001"	"sg1"	"INcosplit"	0	"interneuron"	2
"1002"	"sg1"	"INcommdescFVa"	0	"interneuron"	2
"1003"	"sg1"	"INbiaxHmid"	0	"interneuron"	2
"1004"	"sg1"	"INhorn"	0	"interneuron"	2
"1005"	"sg1"	"INMBdescFMRF"	0	"interneuron"	2
"1006"	"sg1"	"INexsn"	0	"interneuron"	2
"1007"	"sg1"	"INtorii"	0	"interneuron"	2
"1008"	"sg1"	"INUturnMB"	0	"interneuron"	2
"1009"	"sg1"	"INface"	0	"interneuron"	2
"1010"	"sg1"	"INMBdesc3"	0	"interneuron"	2
"1011"	"sg1"	"INMBtype9"	0	"interneuron"	2
"1012"	"sg1"	"INMBtype2"	0	"interneuron"	2
"1013"	"sg1"	"INdecussM"	0	"interneuron"	2
"1014"	"sg1"	"INiaStiff"	2	"interneuron"	2
"1015"	"sg1"	"INmantis"	0	"interneuron"	2
"1016"	"sg1"	"INsplitSpin"	2	"interneuron"	2
"1017"	"sg2"	"INpreSer"	0	"interneuron"	2
"1018"	"sg2"	"INdecussPre"	0	"interneuron"	2
"1019"	"sg2"	"MC2biax-1"	0	"interneuron"	2
"1020"	"sg2"	"INCrossbow"	0	"interneuron"	2
"1021"	"sg2"	"INarc1"	0	"interneuron"	2
"1022"	"sg2"	"INarc2"	0	"interneuron"	2
"1023"	"sg2"	"INrope"	0	"interneuron"	2
"1024"	"sg2"	"INCM"	0	"interneuron"	2
"1025"	"sg2"	"INchaeMech"	0	"interneuron"	2
"1026"	"sg2"	"INFVa-pyg"	0	"interneuron"	2
"1027"	"sg2"	"INsplitCRATO"	0	"interneuron"	2
"1028"	"sg2"	"INMC3"	0	"interneuron"	2
"1029"	"sg2"	"INbiax"	0	"interneuron"	2
"1030"	"sg2"	"INsplitPB-RF/Ya"	0	"interneuron"	2
"1031"	"sg2"	"INsplitPBant"	0	"interneuron"	2
"1032"	"sg2"	"INhook"	0	"interneuron"	2
"1033"	"sg2"	"INMBtype5"	0	"interneuron"	2
"1034"	"sg2"	"INUturn"	0	"interneuron"	2
"1035"	"sg2"	"INATOpyg"	0	"interneuron"	2
"1036"	"sg2"	"INsplitBronto"	0	"interneuron"	2
"1037"	"sg2"	"INleucoPU"	0	"interneuron"	2
"1038"	"sg2"	"INdecussfoot"	0	"interneuron"	2
"1039"	"sg2"	"INdecusshook"	0	"interneuron"	2
"1040"	"sg2"	"INsplitVent"	2	"interneuron"	2
"1041"	"sg2"	"INcomm-DownL"	0	"interneuron"	2
"1042"	"sg2"	"INlasso-postSN"	0	"interneuron"	2
"1043"	"sg2"	"INmus"	0	"interneuron"	2
"1044"	"sg2"	"INdescLuqinPDF"	0	"interneuron"	2
"1045"	"sg2"	"INcosplit"	2	"interneuron"	2
"1046"	"sg2"	"INcommdescFVa"	2	"interneuron"	2
"1047"	"sg2"	"INbiaxHmid"	2	"interneuron"	2
"1048"	"sg2"	"INhorn"	0	"interneuron"	2
"1049"	"sg2"	"INMBdescFMRF"	0	"interneuron"	2
"1050"	"sg2"	"INexsn"	0	"interneuron"	2
"1051"	"sg2"	"INtorii"	0	"interneuron"	2
"1052"	"sg2"	"INUturnMB"	0	"interneuron"	2
"1053"	"sg2"	"INface"	0	"interneuron"	2
"1054"	"sg2"	"INMBdesc3"	0	"interneuron"	2
"1055"	"sg2"	"INMBtype9"	0	"interneuron"	2
"1056"	"sg2"	"INMBtype2"	0	"interneuron"	2
"1057"	"sg2"	"INdecussM"	0	"interneuron"	2
"1058"	"sg2"	"INiaStiff"	0	"interneuron"	2
"1059"	"sg2"	"INmantis"	0	"interneuron"	2
"1060"	"sg2"	"INsplitSpin"	0	"interneuron"	2
"1061"	"sg3"	"INpreSer"	0	"interneuron"	2
"1062"	"sg3"	"INdecussPre"	0	"interneuron"	2
"1063"	"sg3"	"MC2biax-1"	0	"interneuron"	2
"1064"	"sg3"	"INCrossbow"	0	"interneuron"	2
"1065"	"sg3"	"INarc1"	0	"interneuron"	2
"1066"	"sg3"	"INarc2"	0	"interneuron"	2
"1067"	"sg3"	"INrope"	0	"interneuron"	2
"1068"	"sg3"	"INCM"	0	"interneuron"	2
"1069"	"sg3"	"INchaeMech"	2	"interneuron"	2
"1070"	"sg3"	"INFVa-pyg"	0	"interneuron"	2
"1071"	"sg3"	"INsplitCRATO"	2	"interneuron"	2
"1072"	"sg3"	"INMC3"	0	"interneuron"	2
"1073"	"sg3"	"INbiax"	0	"interneuron"	2
"1074"	"sg3"	"INsplitPB-RF/Ya"	0	"interneuron"	2
"1075"	"sg3"	"INsplitPBant"	0	"interneuron"	2
"1076"	"sg3"	"INhook"	0	"interneuron"	2
"1077"	"sg3"	"INMBtype5"	0	"interneuron"	2
"1078"	"sg3"	"INUturn"	0	"interneuron"	2
"1079"	"sg3"	"INATOpyg"	0	"interneuron"	2
"1080"	"sg3"	"INsplitBronto"	0	"interneuron"	2
"1081"	"sg3"	"INleucoPU"	0	"interneuron"	2
"1082"	"sg3"	"INdecussfoot"	0	"interneuron"	2
"1083"	"sg3"	"INdecusshook"	0	"interneuron"	2
"1084"	"sg3"	"INsplitVent"	0	"interneuron"	2
"1085"	"sg3"	"INcomm-DownL"	0	"interneuron"	2
"1086"	"sg3"	"INlasso-postSN"	0	"interneuron"	2
"1087"	"sg3"	"INmus"	0	"interneuron"	2
"1088"	"sg3"	"INdescLuqinPDF"	0	"interneuron"	2
"1089"	"sg3"	"INcosplit"	0	"interneuron"	2
"1090"	"sg3"	"INcommdescFVa"	0	"interneuron"	2
"1091"	"sg3"	"INbiaxHmid"	0	"interneuron"	2
"1092"	"sg3"	"INhorn"	0	"interneuron"	2
"1093"	"sg3"	"INMBdescFMRF"	0	"interneuron"	2
"1094"	"sg3"	"INexsn"	0	"interneuron"	2
"1095"	"sg3"	"INtorii"	0	"interneuron"	2
"1096"	"sg3"	"INUturnMB"	0	"interneuron"	2
"1097"	"sg3"	"INface"	0	"interneuron"	2
"1098"	"sg3"	"INMBdesc3"	0	"interneuron"	2
"1099"	"sg3"	"INMBtype9"	0	"interneuron"	2
"1100"	"sg3"	"INMBtype2"	0	"interneuron"	2
"1101"	"sg3"	"INdecussM"	0	"interneuron"	2
"1102"	"sg3"	"INiaStiff"	0	"interneuron"	2
"1103"	"sg3"	"INmantis"	0	"interneuron"	2
"1104"	"sg3"	"INsplitSpin"	0	"interneuron"	2
"1105"	"pyg"	"INpreSer"	0	"interneuron"	2
"1106"	"pyg"	"INdecussPre"	0	"interneuron"	2
"1107"	"pyg"	"MC2biax-1"	0	"interneuron"	2
"1108"	"pyg"	"INCrossbow"	0	"interneuron"	2
"1109"	"pyg"	"INarc1"	0	"interneuron"	2
"1110"	"pyg"	"INarc2"	0	"interneuron"	2
"1111"	"pyg"	"INrope"	0	"interneuron"	2
"1112"	"pyg"	"INCM"	0	"interneuron"	2
"1113"	"pyg"	"INchaeMech"	0	"interneuron"	2
"1114"	"pyg"	"INFVa-pyg"	2	"interneuron"	2
"1115"	"pyg"	"INsplitCRATO"	0	"interneuron"	2
"1116"	"pyg"	"INMC3"	0	"interneuron"	2
"1117"	"pyg"	"INbiax"	0	"interneuron"	2
"1118"	"pyg"	"INsplitPB-RF/Ya"	0	"interneuron"	2
"1119"	"pyg"	"INsplitPBant"	0	"interneuron"	2
"1120"	"pyg"	"INhook"	0	"interneuron"	2
"1121"	"pyg"	"INMBtype5"	0	"interneuron"	2
"1122"	"pyg"	"INUturn"	0	"interneuron"	2
"1123"	"pyg"	"INATOpyg"	2	"interneuron"	2
"1124"	"pyg"	"INsplitBronto"	0	"interneuron"	2
"1125"	"pyg"	"INleucoPU"	0	"interneuron"	2
"1126"	"pyg"	"INdecussfoot"	0	"interneuron"	2
"1127"	"pyg"	"INdecusshook"	0	"interneuron"	2
"1128"	"pyg"	"INsplitVent"	0	"interneuron"	2
"1129"	"pyg"	"INcomm-DownL"	0	"interneuron"	2
"1130"	"pyg"	"INlasso-postSN"	0	"interneuron"	2
"1131"	"pyg"	"INmus"	0	"interneuron"	2
"1132"	"pyg"	"INdescLuqinPDF"	0	"interneuron"	2
"1133"	"pyg"	"INcosplit"	0	"interneuron"	2
"1134"	"pyg"	"INcommdescFVa"	0	"interneuron"	2
"1135"	"pyg"	"INbiaxHmid"	0	"interneuron"	2
"1136"	"pyg"	"INhorn"	0	"interneuron"	2
"1137"	"pyg"	"INMBdescFMRF"	0	"interneuron"	2
"1138"	"pyg"	"INexsn"	0	"interneuron"	2
"1139"	"pyg"	"INtorii"	0	"interneuron"	2
"1140"	"pyg"	"INUturnMB"	0	"interneuron"	2
"1141"	"pyg"	"INface"	0	"interneuron"	2
"1142"	"pyg"	"INMBdesc3"	0	"interneuron"	2
"1143"	"pyg"	"INMBtype9"	0	"interneuron"	2
"1144"	"pyg"	"INMBtype2"	0	"interneuron"	2
"1145"	"pyg"	"INdecussM"	0	"interneuron"	2
"1146"	"pyg"	"INiaStiff"	0	"interneuron"	2
"1147"	"pyg"	"INmantis"	0	"interneuron"	2
"1148"	"pyg"	"INsplitSpin"	0	"interneuron"	2
"1149"	"head"	"cMNPDF-vcl1"	1	"interneuron"	1
"1150"	"head"	"cMNATO"	1	"interneuron"	1
"1151"	"head"	"cMNdc"	1	"interneuron"	1
"1152"	"head"	"INsqNSasym"	1	"interneuron"	1
"1153"	"peristomium"	"cMNPDF-vcl1"	0	"interneuron"	1
"1154"	"peristomium"	"cMNATO"	0	"interneuron"	1
"1155"	"peristomium"	"cMNdc"	0	"interneuron"	1
"1156"	"peristomium"	"INsqNSasym"	0	"interneuron"	1
"1157"	"sg0"	"cMNPDF-vcl1"	0	"interneuron"	1
"1158"	"sg0"	"cMNATO"	0	"interneuron"	1
"1159"	"sg0"	"cMNdc"	0	"interneuron"	1
"1160"	"sg0"	"INsqNSasym"	0	"interneuron"	1
"1161"	"sg1"	"cMNPDF-vcl1"	0	"interneuron"	1
"1162"	"sg1"	"cMNATO"	0	"interneuron"	1
"1163"	"sg1"	"cMNdc"	0	"interneuron"	1
"1164"	"sg1"	"INsqNSasym"	0	"interneuron"	1
"1165"	"sg2"	"cMNPDF-vcl1"	0	"interneuron"	1
"1166"	"sg2"	"cMNATO"	0	"interneuron"	1
"1167"	"sg2"	"cMNdc"	0	"interneuron"	1
"1168"	"sg2"	"INsqNSasym"	0	"interneuron"	1
"1169"	"sg3"	"cMNPDF-vcl1"	0	"interneuron"	1
"1170"	"sg3"	"cMNATO"	0	"interneuron"	1
"1171"	"sg3"	"cMNdc"	0	"interneuron"	1
"1172"	"sg3"	"INsqNSasym"	0	"interneuron"	1
"1173"	"pyg"	"cMNPDF-vcl1"	0	"interneuron"	1
"1174"	"pyg"	"cMNATO"	0	"interneuron"	1
"1175"	"pyg"	"cMNdc"	0	"interneuron"	1
"1176"	"pyg"	"INsqNSasym"	0	"interneuron"	1
"1177"	"head"	"MNring"	0	"motorneuron"	32
"1178"	"peristomium"	"MNring"	0	"motorneuron"	32
"1179"	"sg0"	"MNring"	0	"motorneuron"	32
"1180"	"sg1"	"MNring"	9	"motorneuron"	32
"1181"	"sg2"	"MNring"	16	"motorneuron"	32
"1182"	"sg3"	"MNring"	6	"motorneuron"	32
"1183"	"pyg"	"MNring"	1	"motorneuron"	32
"1184"	"head"	"MNchae"	0	"motorneuron"	9
"1185"	"peristomium"	"MNchae"	0	"motorneuron"	9
"1186"	"sg0"	"MNchae"	0	"motorneuron"	9
"1187"	"sg1"	"MNchae"	3	"motorneuron"	9
"1188"	"sg2"	"MNchae"	3	"motorneuron"	9
"1189"	"sg3"	"MNchae"	3	"motorneuron"	9
"1190"	"pyg"	"MNchae"	0	"motorneuron"	9
"1191"	"head"	"MNpostacic"	0	"motorneuron"	8
"1192"	"head"	"MNsmile"	0	"motorneuron"	8
"1193"	"peristomium"	"MNpostacic"	0	"motorneuron"	8
"1194"	"peristomium"	"MNsmile"	0	"motorneuron"	8
"1195"	"sg0"	"MNpostacic"	0	"motorneuron"	8
"1196"	"sg0"	"MNsmile"	0	"motorneuron"	8
"1197"	"sg1"	"MNpostacic"	4	"motorneuron"	8
"1198"	"sg1"	"MNsmile"	8	"motorneuron"	8
"1199"	"sg2"	"MNpostacic"	3	"motorneuron"	8
"1200"	"sg2"	"MNsmile"	0	"motorneuron"	8
"1201"	"sg3"	"MNpostacic"	1	"motorneuron"	8
"1202"	"sg3"	"MNsmile"	0	"motorneuron"	8
"1203"	"pyg"	"MNpostacic"	0	"motorneuron"	8
"1204"	"pyg"	"MNsmile"	0	"motorneuron"	8
"1205"	"head"	"MNarm"	0	"motorneuron"	7
"1206"	"peristomium"	"MNarm"	0	"motorneuron"	7
"1207"	"sg0"	"MNarm"	0	"motorneuron"	7
"1208"	"sg1"	"MNarm"	0	"motorneuron"	7
"1209"	"sg2"	"MNarm"	4	"motorneuron"	7
"1210"	"sg3"	"MNarm"	3	"motorneuron"	7
"1211"	"pyg"	"MNarm"	0	"motorneuron"	7
"1212"	"head"	"MNbiramous"	0	"motorneuron"	6
"1213"	"head"	"MNhose"	0	"motorneuron"	6
"1214"	"head"	"MNwave"	0	"motorneuron"	6
"1215"	"head"	"MNantacic"	0	"motorneuron"	6
"1216"	"peristomium"	"MNbiramous"	0	"motorneuron"	6
"1217"	"peristomium"	"MNhose"	0	"motorneuron"	6
"1218"	"peristomium"	"MNwave"	0	"motorneuron"	6
"1219"	"peristomium"	"MNantacic"	0	"motorneuron"	6
"1220"	"sg0"	"MNbiramous"	0	"motorneuron"	6
"1221"	"sg0"	"MNhose"	0	"motorneuron"	6
"1222"	"sg0"	"MNwave"	0	"motorneuron"	6
"1223"	"sg0"	"MNantacic"	0	"motorneuron"	6
"1224"	"sg1"	"MNbiramous"	2	"motorneuron"	6
"1225"	"sg1"	"MNhose"	2	"motorneuron"	6
"1226"	"sg1"	"MNwave"	0	"motorneuron"	6
"1227"	"sg1"	"MNantacic"	3	"motorneuron"	6
"1228"	"sg2"	"MNbiramous"	2	"motorneuron"	6
"1229"	"sg2"	"MNhose"	2	"motorneuron"	6
"1230"	"sg2"	"MNwave"	3	"motorneuron"	6
"1231"	"sg2"	"MNantacic"	3	"motorneuron"	6
"1232"	"sg3"	"MNbiramous"	2	"motorneuron"	6
"1233"	"sg3"	"MNhose"	2	"motorneuron"	6
"1234"	"sg3"	"MNwave"	3	"motorneuron"	6
"1235"	"sg3"	"MNantacic"	0	"motorneuron"	6
"1236"	"pyg"	"MNbiramous"	0	"motorneuron"	6
"1237"	"pyg"	"MNhose"	0	"motorneuron"	6
"1238"	"pyg"	"MNwave"	0	"motorneuron"	6
"1239"	"pyg"	"MNantacic"	0	"motorneuron"	6
"1240"	"head"	"MNspider-post"	0	"motorneuron"	5
"1241"	"peristomium"	"MNspider-post"	0	"motorneuron"	5
"1242"	"sg0"	"MNspider-post"	0	"motorneuron"	5
"1243"	"sg1"	"MNspider-post"	0	"motorneuron"	5
"1244"	"sg2"	"MNspider-post"	2	"motorneuron"	5
"1245"	"sg3"	"MNspider-post"	3	"motorneuron"	5
"1246"	"pyg"	"MNspider-post"	0	"motorneuron"	5
"1247"	"head"	"MNspider-ant"	0	"motorneuron"	4
"1248"	"head"	"MNcrab"	0	"motorneuron"	4
"1249"	"head"	"MNcommUpL"	0	"motorneuron"	4
"1250"	"head"	"MNob-ipsi"	0	"motorneuron"	4
"1251"	"head"	"MNpostv"	0	"motorneuron"	4
"1252"	"head"	"MNheadV"	4	"motorneuron"	4
"1253"	"peristomium"	"MNspider-ant"	0	"motorneuron"	4
"1254"	"peristomium"	"MNcrab"	0	"motorneuron"	4
"1255"	"peristomium"	"MNcommUpL"	0	"motorneuron"	4
"1256"	"peristomium"	"MNob-ipsi"	0	"motorneuron"	4
"1257"	"peristomium"	"MNpostv"	0	"motorneuron"	4
"1258"	"peristomium"	"MNheadV"	0	"motorneuron"	4
"1259"	"sg0"	"MNspider-ant"	0	"motorneuron"	4
"1260"	"sg0"	"MNcrab"	0	"motorneuron"	4
"1261"	"sg0"	"MNcommUpL"	0	"motorneuron"	4
"1262"	"sg0"	"MNob-ipsi"	0	"motorneuron"	4
"1263"	"sg0"	"MNpostv"	0	"motorneuron"	4
"1264"	"sg0"	"MNheadV"	0	"motorneuron"	4
"1265"	"sg1"	"MNspider-ant"	0	"motorneuron"	4
"1266"	"sg1"	"MNcrab"	0	"motorneuron"	4
"1267"	"sg1"	"MNcommUpL"	0	"motorneuron"	4
"1268"	"sg1"	"MNob-ipsi"	0	"motorneuron"	4
"1269"	"sg1"	"MNpostv"	0	"motorneuron"	4
"1270"	"sg1"	"MNheadV"	0	"motorneuron"	4
"1271"	"sg2"	"MNspider-ant"	2	"motorneuron"	4
"1272"	"sg2"	"MNcrab"	2	"motorneuron"	4
"1273"	"sg2"	"MNcommUpL"	2	"motorneuron"	4
"1274"	"sg2"	"MNob-ipsi"	2	"motorneuron"	4
"1275"	"sg2"	"MNpostv"	2	"motorneuron"	4
"1276"	"sg2"	"MNheadV"	0	"motorneuron"	4
"1277"	"sg3"	"MNspider-ant"	2	"motorneuron"	4
"1278"	"sg3"	"MNcrab"	2	"motorneuron"	4
"1279"	"sg3"	"MNcommUpL"	2	"motorneuron"	4
"1280"	"sg3"	"MNob-ipsi"	2	"motorneuron"	4
"1281"	"sg3"	"MNpostv"	2	"motorneuron"	4
"1282"	"sg3"	"MNheadV"	0	"motorneuron"	4
"1283"	"pyg"	"MNspider-ant"	0	"motorneuron"	4
"1284"	"pyg"	"MNcrab"	0	"motorneuron"	4
"1285"	"pyg"	"MNcommUpL"	0	"motorneuron"	4
"1286"	"pyg"	"MNob-ipsi"	0	"motorneuron"	4
"1287"	"pyg"	"MNpostv"	0	"motorneuron"	4
"1288"	"pyg"	"MNheadV"	0	"motorneuron"	4
"1289"	"head"	"MNacicX"	0	"motorneuron"	3
"1290"	"head"	"cioMNcover"	0	"motorneuron"	3
"1291"	"head"	"MNacic"	0	"motorneuron"	3
"1292"	"head"	"MNantelope"	0	"motorneuron"	3
"1293"	"peristomium"	"MNacicX"	0	"motorneuron"	3
"1294"	"peristomium"	"cioMNcover"	0	"motorneuron"	3
"1295"	"peristomium"	"MNacic"	0	"motorneuron"	3
"1296"	"peristomium"	"MNantelope"	0	"motorneuron"	3
"1297"	"sg0"	"MNacicX"	0	"motorneuron"	3
"1298"	"sg0"	"cioMNcover"	0	"motorneuron"	3
"1299"	"sg0"	"MNacic"	0	"motorneuron"	3
"1300"	"sg0"	"MNantelope"	0	"motorneuron"	3
"1301"	"sg1"	"MNacicX"	0	"motorneuron"	3
"1302"	"sg1"	"cioMNcover"	0	"motorneuron"	3
"1303"	"sg1"	"MNacic"	1	"motorneuron"	3
"1304"	"sg1"	"MNantelope"	1	"motorneuron"	3
"1305"	"sg2"	"MNacicX"	1	"motorneuron"	3
"1306"	"sg2"	"cioMNcover"	0	"motorneuron"	3
"1307"	"sg2"	"MNacic"	0	"motorneuron"	3
"1308"	"sg2"	"MNantelope"	0	"motorneuron"	3
"1309"	"sg3"	"MNacicX"	2	"motorneuron"	3
"1310"	"sg3"	"cioMNcover"	0	"motorneuron"	3
"1311"	"sg3"	"MNacic"	2	"motorneuron"	3
"1312"	"sg3"	"MNantelope"	2	"motorneuron"	3
"1313"	"pyg"	"MNacicX"	0	"motorneuron"	3
"1314"	"pyg"	"cioMNcover"	3	"motorneuron"	3
"1315"	"pyg"	"MNacic"	0	"motorneuron"	3
"1316"	"pyg"	"MNantelope"	0	"motorneuron"	3
"1317"	"head"	"Ser-h1"	2	"motorneuron"	2
"1318"	"head"	"MNant"	2	"motorneuron"	2
"1319"	"head"	"MNspinning"	0	"motorneuron"	2
"1320"	"head"	"Loop"	0	"motorneuron"	2
"1321"	"head"	"MNbow"	0	"motorneuron"	2
"1322"	"head"	"MN3"	2	"motorneuron"	2
"1323"	"head"	"MN1"	2	"motorneuron"	2
"1324"	"head"	"MN2"	2	"motorneuron"	2
"1325"	"head"	"MC3cover"	0	"motorneuron"	2
"1326"	"head"	"Ser-tr1"	0	"motorneuron"	2
"1327"	"head"	"MNladder"	0	"motorneuron"	2
