"presynaptic"	"postsynaptic"	"synapses"
"52243"	"INleucoPU left"	"MNring"	1
"52244"	"INleucoPU right"	"MNring"	1
"52245"	"INleucoPU left"	"MNcrab"	0
"52246"	"INleucoPU right"	"MNcrab"	0
"52247"	"INleucoPU left"	"MNhose"	9
"52248"	"INleucoPU right"	"MNhose"	1
"52249"	"INleucoPU left"	"MNbow"	0
"52250"	"INleucoPU right"	"MNbow"	0
"52251"	"INleucoPU left"	"MNwave"	14
"52252"	"INleucoPU right"	"MNwave"	11
"52253"	"INleucoPU left"	"MNacicX"	0
"52254"	"INleucoPU right"	"MNacicX"	0
"52255"	"INleucoPU left"	"INchaeMech"	0
"52256"	"INleucoPU right"	"INchaeMech"	0
"52257"	"INleucoPU left"	"chaeMech"	0
"52258"	"INleucoPU right"	"chaeMech"	0
"52259"	"INleucoPU left"	"INFVa-pyg"	0
"52260"	"INleucoPU right"	"INFVa-pyg"	0
"52261"	"INleucoPU left"	"INsplitCR"	0
"52262"	"INleucoPU right"	"INsplitCR"	0
"52263"	"INleucoPU left"	"INsplitCRATO"	0
"52264"	"INleucoPU right"	"INsplitCRATO"	0
"52265"	"INleucoPU left"	"INMC3"	0
"52266"	"INleucoPU right"	"INMC3"	0
"52267"	"INleucoPU left"	"INbiax"	0
"52268"	"INleucoPU right"	"INbiax"	0
"52269"	"INleucoPU left"	"INsplitPB-RF/Ya"	0
"52270"	"INleucoPU right"	"INsplitPB-RF/Ya"	0
"52271"	"INleucoPU left"	"INsplitPBant"	0
"52272"	"INleucoPU right"	"INsplitPBant"	0
"52273"	"INleucoPU left"	"INsplitPB"	0
"52274"	"INleucoPU right"	"INsplitPB"	0
"52275"	"INleucoPU left"	"PB"	0
"52276"	"INleucoPU right"	"PB"	0
"52277"	"INleucoPU left"	"interparaPM1"	0
"52278"	"INleucoPU right"	"interparaPM1"	0
"52279"	"INleucoPU left"	"cioMNcover"	0
"52280"	"INleucoPU right"	"cioMNcover"	0
"52281"	"INleucoPU left"	"INsplitPUh"	0
"52282"	"INleucoPU right"	"INsplitPUh"	0
"52283"	"INleucoPU left"	"MN3"	0
"52284"	"INleucoPU right"	"MN3"	0
"52285"	"INleucoPU left"	"MN1"	0
"52286"	"INleucoPU right"	"MN1"	0
"52287"	"INleucoPU left"	"MN2"	0
"52288"	"INleucoPU right"	"MN2"	0
"52289"	"INleucoPU left"	"MC3cover"	0
"52290"	"INleucoPU right"	"MC3cover"	0
"52291"	"INleucoPU left"	"antPUc"	0
"52292"	"INleucoPU right"	"antPUc"	0
"52293"	"INleucoPU left"	"spinPU"	0
"52294"	"INleucoPU right"	"spinPU"	0
"52295"	"INleucoPU left"	"VentraltrunkPUunp"	0
"52296"	"INleucoPU right"	"VentraltrunkPUunp"	0
"52297"	"INleucoPU left"	"trochPU"	4
"52298"	"INleucoPU right"	"trochPU"	1
"52299"	"INleucoPU left"	"hPUc1"	0
"52300"	"INleucoPU right"	"hPUc1"	0
"52301"	"INleucoPU left"	"pygCirrusPUSM"	0
"52302"	"INleucoPU right"	"pygCirrusPUSM"	0
"52303"	"INleucoPU left"	"hCirrusPU"	0
"52304"	"INleucoPU right"	"hCirrusPU"	0
"52305"	"INleucoPU left"	"parapodPU"	0
"52306"	"INleucoPU right"	"parapodPU"	0
"52307"	"INleucoPU left"	"hPU"	0
"52308"	"INleucoPU right"	"hPU"	0
"52309"	"INleucoPU left"	"dsoPU"	0
"52310"	"INleucoPU right"	"dsoPU"	0
"52311"	"INleucoPU left"	"pygCirrusPU"	0
"52312"	"INleucoPU right"	"pygCirrusPU"	0
"52313"	"INleucoPU left"	"hPU2l-asymPDF"	0
"52314"	"INleucoPU right"	"hPU2l-asymPDF"	0
"52315"	"INleucoPU left"	"hCR"	0
"52316"	"INleucoPU right"	"hCR"	0
"52317"	"INleucoPU left"	"ventralpygCR"	0
"52318"	"INleucoPU right"	"ventralpygCR"	0
"52319"	"INleucoPU left"	"doCRunp"	0
"52320"	"INleucoPU right"	"doCRunp"	0
"52321"	"INleucoPU left"	"SN-DLSO1.0"	0
"52322"	"INleucoPU right"	"SN-DLSO1.0"	0
"52323"	"INleucoPU left"	"INdc"	0
"52324"	"INleucoPU right"	"INdc"	0
"52325"	"INleucoPU left"	"INbackcross"	0
"52326"	"INleucoPU right"	"INbackcross"	0
"52327"	"INleucoPU left"	"MNcommUpL"	8
"52328"	"INleucoPU right"	"MNcommUpL"	11
"52329"	"INleucoPU left"	"MNob-ipsi"	0
"52330"	"INleucoPU right"	"MNob-ipsi"	0
"52331"	"INleucoPU left"	"INbiaxLeg"	0
"52332"	"INleucoPU right"	"INbiaxLeg"	0
"52333"	"INleucoPU left"	"INbiaxH"	0
"52334"	"INleucoPU right"	"INbiaxH"	0
"52335"	"INleucoPU left"	"SN-NS1"	0
"52336"	"INleucoPU right"	"SN-NS1"	0
"52337"	"INleucoPU left"	"SN-NS3"	0
"52338"	"INleucoPU right"	"SN-NS3"	0
"52339"	"INleucoPU left"	"SN-NS4"	0
"52340"	"INleucoPU right"	"SN-NS4"	0
"52341"	"INleucoPU left"	"SN-NS15"	0
"52342"	"INleucoPU right"	"SN-NS15"	0
"52343"	"INleucoPU left"	"SNaant"	0
"52344"	"INleucoPU right"	"SNaant"	0
"52345"	"INleucoPU left"	"SNPDF-pyg"	0
"52346"	"INleucoPU right"	"SNPDF-pyg"	0
"52347"	"INleucoPU left"	"INfoot"	0
"52348"	"INleucoPU right"	"INfoot"	0
"52349"	"INleucoPU left"	"INW"	0
"52350"	"INleucoPU right"	"INW"	0
"52351"	"INleucoPU left"	"INmidL"	0
"52352"	"INleucoPU right"	"INmidL"	0
"52353"	"INleucoPU left"	"INhook"	0
"52354"	"INleucoPU right"	"INhook"	0
"52355"	"INleucoPU left"	"INMBtype6"	0
"52356"	"INleucoPU right"	"INMBtype6"	0
"52357"	"INleucoPU left"	"INMBtype5"	0
"52358"	"INleucoPU right"	"INMBtype5"	0
"52359"	"INleucoPU left"	"INMBtype7"	0
"52360"	"INleucoPU right"	"INMBtype7"	0
"52361"	"INleucoPU left"	"INcross"	0
"52362"	"INleucoPU right"	"INcross"	0
"52363"	"INleucoPU left"	"INpro"	0
"52364"	"INleucoPU right"	"INpro"	0
"52365"	"INleucoPU left"	"INproT2"	0
"52366"	"INleucoPU right"	"INproT2"	0
"52367"	"INleucoPU left"	"INpear"	0
"52368"	"INleucoPU right"	"INpear"	0
"52369"	"INleucoPU left"	"INZ"	0
"52370"	"INleucoPU right"	"INZ"	0
"52371"	"INleucoPU left"	"MNpostv"	0
"52372"	"INleucoPU right"	"MNpostv"	0
"52373"	"INleucoPU left"	"SN-NS22"	0
"52374"	"INleucoPU right"	"SN-NS22"	0
"52375"	"INleucoPU left"	"SN-NS5"	0
"52376"	"INleucoPU right"	"SN-NS5"	0
"52377"	"INleucoPU left"	"SN-NS17"	0
"52378"	"INleucoPU right"	"SN-NS17"	0
"52379"	"INleucoPU left"	"SN-YF5cil"	0
"52380"	"INleucoPU right"	"SN-YF5cil"	0
"52381"	"INleucoPU left"	"SN-NS19"	0
"52382"	"INleucoPU right"	"SN-NS19"	0
"52383"	"INleucoPU left"	"SN-NS20"	0
"52384"	"INleucoPU right"	"SN-NS20"	0
"52385"	"INleucoPU left"	"SN-NS6"	0
"52386"	"INleucoPU right"	"SN-NS6"	0
"52387"	"INleucoPU left"	"SN-NS29"	0
"52388"	"INleucoPU right"	"SN-NS29"	0
"52389"	"INleucoPU left"	"SN-NS27"	0
"52390"	"INleucoPU right"	"SN-NS27"	0
"52391"	"INleucoPU left"	"SN-NS18"	0
"52392"	"INleucoPU right"	"SN-NS18"	0
"52393"	"INleucoPU left"	"SN-NS16"	0
"52394"	"INleucoPU right"	"SN-NS16"	0
"52395"	"INleucoPU left"	"INbigloop"	0
"52396"	"INleucoPU right"	"INbigloop"	0
"52397"	"INleucoPU left"	"SNadNS22"	0
"52398"	"INleucoPU right"	"SNadNS22"	0
"52399"	"INleucoPU left"	"Ser-tr1"	0
"52400"	"INleucoPU right"	"Ser-tr1"	0
"52401"	"INleucoPU left"	"SNFVa"	0
"52402"	"INleucoPU right"	"SNFVa"	0
"52403"	"INleucoPU left"	"INUturn"	0
"52404"	"INleucoPU right"	"INUturn"	1
"52405"	"INleucoPU left"	"INATOpyg"	0
"52406"	"INleucoPU right"	"INATOpyg"	0
"52407"	"INleucoPU left"	"INcomm-Upstairs"	0
"52408"	"INleucoPU right"	"INcomm-Upstairs"	0
"52409"	"INleucoPU left"	"INasc-pyg"	0
"52410"	"INleucoPU right"	"INasc-pyg"	0
"52411"	"INleucoPU left"	"SNblunt"	0
"52412"	"INleucoPU right"	"SNblunt"	0
"52413"	"INleucoPU left"	"INsplitBronto"	0
"52414"	"INleucoPU right"	"INsplitBronto"	0
"52415"	"INleucoPU left"	"INleucoPU"	0
"52416"	"INleucoPU right"	"INleucoPU"	0
"52417"	"INleucoPU left"	"MNladder"	12
"52418"	"INleucoPU right"	"MNladder"	14
"52419"	"INleucoPU left"	"INdecussfoot"	0
"52420"	"INleucoPU right"	"INdecussfoot"	0
"52421"	"INleucoPU left"	"INdecusshook"	0
"52422"	"INleucoPU right"	"INdecusshook"	0
"52423"	"INleucoPU left"	"INpreLadder"	0
"52424"	"INleucoPU right"	"INpreLadder"	0
"52425"	"INleucoPU left"	"INcomm-Upcross"	0
"52426"	"INleucoPU right"	"INcomm-Upcross"	0
"52427"	"INleucoPU left"	"MNacic"	0
"52428"	"INleucoPU right"	"MNacic"	0
"52429"	"INleucoPU left"	"INsplitVent"	0
"52430"	"INleucoPU right"	"INsplitVent"	0
"52431"	"INleucoPU left"	"INcomm-DownL"	0
"52432"	"INleucoPU right"	"INcomm-DownL"	0
"52433"	"INleucoPU left"	"MNarm"	3
"52434"	"INleucoPU right"	"MNarm"	1
"52435"	"INleucoPU left"	"INlasso-postSN"	0
"52436"	"INleucoPU right"	"INlasso-postSN"	0
"52437"	"INleucoPU left"	"MNantacic"	0
"52438"	"INleucoPU right"	"MNantacic"	0
"52439"	"INleucoPU left"	"MNpostacic"	2
"52440"	"INleucoPU right"	"MNpostacic"	2
"52441"	"INleucoPU left"	"SN-DLSO1.3"	0
"52442"	"INleucoPU right"	"SN-DLSO1.3"	0
"52443"	"INleucoPU left"	"MNakro"	0
"52444"	"INleucoPU right"	"MNakro"	0
"52445"	"INleucoPU left"	"MNchae"	0
"52446"	"INleucoPU right"	"MNchae"	0
"52447"	"INleucoPU left"	"MNgland-head"	0
"52448"	"INleucoPU right"	"MNgland-head"	0
"52449"	"INleucoPU left"	"SNstiff"	0
"52450"	"INleucoPU right"	"SNstiff"	0
"52451"	"INleucoPU left"	"SNbronto"	0
"52452"	"INleucoPU right"	"SNbronto"	0
"52453"	"INleucoPU left"	"INcommascFV"	0
"52454"	"INleucoPU right"	"INcommascFV"	0
"52455"	"INleucoPU left"	"SNpygM"	0
"52456"	"INleucoPU right"	"SNpygM"	0
"52457"	"INleucoPU left"	"INR1"	0
"52458"	"INleucoPU right"	"INR1"	0
"52459"	"INleucoPU left"	"SN-DLSO1.1NP"	0
"52460"	"INleucoPU right"	"SN-DLSO1.1NP"	0
"52461"	"INleucoPU left"	"SN-DLSO1.1"	0
"52462"	"INleucoPU right"	"SN-DLSO1.1"	0
"52463"	"INleucoPU left"	"INmus"	0
"52464"	"INleucoPU right"	"INmus"	0
"52465"	"INleucoPU left"	"INdescLuqinPDF"	0
"52466"	"INleucoPU right"	"INdescLuqinPDF"	0
"52467"	"INleucoPU left"	"INcosplit"	0
"52468"	"INleucoPU right"	"INcosplit"	0
"52469"	"INleucoPU left"	"INcommdescFVa"	1
"52470"	"INleucoPU right"	"INcommdescFVa"	0
"52471"	"INleucoPU left"	"MNheadV"	0
"52472"	"INleucoPU right"	"MNheadV"	0
"52473"	"INleucoPU left"	"INsqNSasym"	0
"52474"	"INleucoPU right"	"INsqNSasym"	0
"52475"	"INleucoPU left"	"INbiaxHmid"	0
"52476"	"INleucoPU right"	"INbiaxHmid"	0
"52477"	"INleucoPU left"	"MNantelope"	0
"52478"	"INleucoPU right"	"MNantelope"	0
"52479"	"INleucoPU left"	"MNsmile"	3
"52480"	"INleucoPU right"	"MNsmile"	2
"52481"	"INleucoPU left"	"INhorn"	0
"52482"	"INleucoPU right"	"INhorn"	0
"52483"	"INleucoPU left"	"INMBPDF"	0
"52484"	"INleucoPU right"	"INMBPDF"	0
"52485"	"INleucoPU left"	"INMBdescFMRF"	0
"52486"	"INleucoPU right"	"INMBdescFMRF"	0
"52487"	"INleucoPU left"	"INDLSO"	0
"52488"	"INleucoPU right"	"INDLSO"	0
"52489"	"INleucoPU left"	"SNtorii"	0
"52490"	"INleucoPU right"	"SNtorii"	0
"52491"	"INleucoPU left"	"INexsn"	0
"52492"	"INleucoPU right"	"INexsn"	0
"52493"	"INleucoPU left"	"MBmouth"	0
"52494"	"INleucoPU right"	"MBmouth"	0
"52495"	"INleucoPU left"	"SNtrpa"	0
"52496"	"INleucoPU right"	"SNtrpa"	0
"52497"	"INleucoPU left"	"INtorii"	0
"52498"	"INleucoPU right"	"INtorii"	0
"52499"	"INleucoPU left"	"INUturnMB"	0
"52500"	"INleucoPU right"	"INUturnMB"	0
"52501"	"INleucoPU left"	"INface"	0
"52502"	"INleucoPU right"	"INface"	0
"52503"	"INleucoPU left"	"INMBdesc3"	0
"52504"	"INleucoPU right"	"INMBdesc3"	0
"52505"	"INleucoPU left"	"INMBdesc2"	0
"52506"	"INleucoPU right"	"INMBdesc2"	0
"52507"	"INleucoPU left"	"INpara"	0
"52508"	"INleucoPU right"	"INpara"	0
"52509"	"INleucoPU left"	"INMBtype9"	0
"52510"	"INleucoPU right"	"INMBtype9"	0
"52511"	"INleucoPU left"	"INMBtype2"	0
"52512"	"INleucoPU right"	"INMBtype2"	0
"52513"	"INleucoPU left"	"INdecussM"	0
"52514"	"INleucoPU right"	"INdecussM"	0
"52515"	"INleucoPU left"	"INiaStiff"	0
"52516"	"INleucoPU right"	"INiaStiff"	0
"52517"	"INleucoPU left"	"INmantis"	0
"52518"	"INleucoPU right"	"INmantis"	0
"52519"	"INleucoPU left"	"INsplitSpin"	0
"52520"	"INleucoPU right"	"INsplitSpin"	0
"52521"	"MNladder left"	"PRC"	0
"52522"	"MNladder right"	"PRC"	0
"52523"	"MNladder left"	"IN1"	0
"52524"	"MNladder right"	"IN1"	0
"52525"	"MNladder left"	"INton"	0
"52526"	"MNladder right"	"INton"	0
"52527"	"MNladder left"	"INpreSer"	0
"52528"	"MNladder right"	"INpreSer"	0
"52529"	"MNladder left"	"cPRC"	0
"52530"	"MNladder right"	"cPRC"	0
"52531"	"MNladder left"	"INRGWa"	0
"52532"	"MNladder right"	"INRGWa"	0
"52533"	"MNladder left"	"INNOS"	0
"52534"	"MNladder right"	"INNOS"	0
"52535"	"MNladder left"	"Ser-h1"	0
"52536"	"MNladder right"	"Ser-h1"	0
"52537"	"MNladder left"	"MC"	0
"52538"	"MNladder right"	"MC"	0
"52539"	"MNladder left"	"cMNPDF-vcl1"	0
"52540"	"MNladder right"	"cMNPDF-vcl1"	0
"52541"	"MNladder left"	"cMNATO"	0
"52542"	"MNladder right"	"cMNATO"	0
"52543"	"MNladder left"	"cMNdc"	0
"52544"	"MNladder right"	"cMNdc"	0
"52545"	"MNladder left"	"SNnuchPDF"	0
"52546"	"MNladder right"	"SNnuchPDF"	0
"52547"	"MNladder left"	"SNnuchNS"	0
"52548"	"MNladder right"	"SNnuchNS"	0
"52549"	"MNladder left"	"SNnuchBx"	0
"52550"	"MNladder right"	"SNnuchBx"	0
"52551"	"MNladder left"	"SNgolden"	0
"52552"	"MNladder right"	"SNgolden"	0
"52553"	"MNladder left"	"SNhorn"	0
"52554"	"MNladder right"	"SNhorn"	0
"52555"	"MNladder left"	"SNhook"	0
"52556"	"MNladder right"	"SNhook"	0
"52557"	"MNladder left"	"MNant"	0
"52558"	"MNladder right"	"MNant"	0
"52559"	"MNladder left"	"SNlasso"	0
"52560"	"MNladder right"	"SNlasso"	0
"52561"	"MNladder left"	"INlasso"	0
"52562"	"MNladder right"	"INlasso"	0
"52563"	"MNladder left"	"INdecussPre"	0
"52564"	"MNladder right"	"INdecussPre"	0
"52565"	"MNladder left"	"INpreMN"	0
"52566"	"MNladder right"	"INpreMN"	0
"52567"	"MNladder left"	"SNMIP-vc"	0
"52568"	"MNladder right"	"SNMIP-vc"	0
"52569"	"MNladder left"	"SNmus"	0
"52570"	"MNladder right"	"SNmus"	0
"52571"	"MNladder left"	"SNantlerPDF"	0
"52572"	"MNladder right"	"SNantlerPDF"	0
"52573"	"MNladder left"	"SNPDF-dc"	0
"52574"	"MNladder right"	"SNPDF-dc"	0
"52575"	"MNladder left"	"SN0DLSO1.2-4"	0
"52576"	"MNladder right"	"SN0DLSO1.2-4"	0
"52577"	"MNladder left"	"SN-DLSO1.2-3"	0
"52578"	"MNladder right"	"SN-DLSO1.2-3"	0
"52579"	"MNladder left"	"SN-DLSO1.2-1"	0
"52580"	"MNladder right"	"SN-DLSO1.2-1"	0
"52581"	"MNladder left"	"SN-DLSO2"	0
"52582"	"MNladder right"	"SN-DLSO2"	0
"52583"	"MNladder left"	"SNMB2"	0
"52584"	"MNladder right"	"SNMB2"	0
"52585"	"MNladder left"	"eyespot-PRCR3"	0
"52586"	"MNladder right"	"eyespot-PRCR3"	0
"52587"	"MNladder left"	"eyespot-PRCR1"	0
"52588"	"MNladder right"	"eyespot-PRCR1"	0
"52589"	"MNladder left"	"MS1"	0
"52590"	"MNladder right"	"MS1"	0
"52591"	"MNladder left"	"MS4"	0
"52592"	"MNladder right"	"MS4"	0
"52593"	"MNladder left"	"MS3"	0
"52594"	"MNladder right"	"MS3"	0
"52595"	"MNladder left"	"MS5"	0
"52596"	"MNladder right"	"MS5"	0
"52597"	"MNladder left"	"SN-ASTC"	0
"52598"	"MNladder right"	"SN-ASTC"	0
"52599"	"MNladder left"	"SN-DLSO3-PDF"	0
"52600"	"MNladder right"	"SN-DLSO3-PDF"	0
"52601"	"MNladder left"	"SN-DLSO3"	0
"52602"	"MNladder right"	"SN-DLSO3"	0
"52603"	"MNladder left"	"MC2biax-1"	0
"52604"	"MNladder right"	"MC2biax-1"	0
"52605"	"MNladder left"	"SN-IRP2-burs"	0
"52606"	"MNladder right"	"SN-IRP2-burs"	0
"52607"	"MNladder left"	"SN-IRP2-FMRF"	0
"52608"	"MNladder right"	"SN-IRP2-FMRF"	0
"52609"	"MNladder left"	"SN-MIP4"	0
"52610"	"MNladder right"	"SN-MIP4"	0
"52611"	"MNladder left"	"SN-MIP1"	0
"52612"	"MNladder right"	"SN-MIP1"	0
"52613"	"MNladder left"	"MNspinning"	0
"52614"	"MNladder right"	"MNspinning"	0
"52615"	"MNladder left"	"SN-WLD"	0
"52616"	"MNladder right"	"SN-WLD"	0
"52617"	"MNladder left"	"SN-DSO"	0
"52618"	"MNladder right"	"SN-DSO"	0
"52619"	"MNladder left"	"SNbicil"	0
"52620"	"MNladder right"	"SNbicil"	0
"52621"	"MNladder left"	"SNasym"	0
"52622"	"MNladder right"	"SNasym"	0
"52623"	"MNladder left"	"SN47Ach"	0
"52624"	"MNladder right"	"SN47Ach"	0
"52625"	"MNladder left"	"INCrossbow"	0
"52626"	"MNladder right"	"INCrossbow"	0
"52627"	"MNladder left"	"pygPBunp"	0
"52628"	"MNladder right"	"pygPBunp"	0
"52629"	"MNladder left"	"INarc1"	0
"52630"	"MNladder right"	"INarc1"	0
"52631"	"MNladder left"	"INarc2"	0
"52632"	"MNladder right"	"INarc2"	0
"52633"	"MNladder left"	"INsn"	0
"52634"	"MNladder right"	"INsn"	0
"52635"	"MNladder left"	"INrope"	0
"52636"	"MNladder right"	"INrope"	0
"52637"	"MNladder left"	"Loop"	0
"52638"	"MNladder right"	"Loop"	0
"52639"	"MNladder left"	"INCM"	0
"52640"	"MNladder right"	"INCM"	0
"52641"	"MNladder left"	"MNspider-ant"	0
"52642"	"MNladder right"	"MNspider-ant"	0
"52643"	"MNladder left"	"MNspider-post"	0
"52644"	"MNladder right"	"MNspider-post"	0
"52645"	"MNladder left"	"MNbiramous"	0
"52646"	"MNladder right"	"MNbiramous"	0
"52647"	"MNladder left"	"MNring"	0
"52648"	"MNladder right"	"MNring"	0
"52649"	"MNladder left"	"MNcrab"	0
"52650"	"MNladder right"	"MNcrab"	1
"52651"	"MNladder left"	"MNhose"	0
"52652"	"MNladder right"	"MNhose"	0
"52653"	"MNladder left"	"MNbow"	0
"52654"	"MNladder right"	"MNbow"	0
"52655"	"MNladder left"	"MNwave"	0
"52656"	"MNladder right"	"MNwave"	0
"52657"	"MNladder left"	"MNacicX"	0
"52658"	"MNladder right"	"MNacicX"	0
"52659"	"MNladder left"	"INchaeMech"	0
"52660"	"MNladder right"	"INchaeMech"	0
"52661"	"MNladder left"	"chaeMech"	0
"52662"	"MNladder right"	"chaeMech"	0
"52663"	"MNladder left"	"INFVa-pyg"	0
"52664"	"MNladder right"	"INFVa-pyg"	0
"52665"	"MNladder left"	"INsplitCR"	0
"52666"	"MNladder right"	"INsplitCR"	0
"52667"	"MNladder left"	"INsplitCRATO"	0
"52668"	"MNladder right"	"INsplitCRATO"	0
"52669"	"MNladder left"	"INMC3"	0
"52670"	"MNladder right"	"INMC3"	0
"52671"	"MNladder left"	"INbiax"	0
"52672"	"MNladder right"	"INbiax"	0
"52673"	"MNladder left"	"INsplitPB-RF/Ya"	0
"52674"	"MNladder right"	"INsplitPB-RF/Ya"	0
"52675"	"MNladder left"	"INsplitPBant"	0
"52676"	"MNladder right"	"INsplitPBant"	0
"52677"	"MNladder left"	"INsplitPB"	0
"52678"	"MNladder right"	"INsplitPB"	0
"52679"	"MNladder left"	"PB"	0
"52680"	"MNladder right"	"PB"	0
"52681"	"MNladder left"	"interparaPM1"	0
"52682"	"MNladder right"	"interparaPM1"	0
"52683"	"MNladder left"	"cioMNcover"	0
"52684"	"MNladder right"	"cioMNcover"	0
"52685"	"MNladder left"	"INsplitPUh"	0
"52686"	"MNladder right"	"INsplitPUh"	0
"52687"	"MNladder left"	"MN3"	0
"52688"	"MNladder right"	"MN3"	0
"52689"	"MNladder left"	"MN1"	0
"52690"	"MNladder right"	"MN1"	0
"52691"	"MNladder left"	"MN2"	0
"52692"	"MNladder right"	"MN2"	0
"52693"	"MNladder left"	"MC3cover"	0
"52694"	"MNladder right"	"MC3cover"	0
"52695"	"MNladder left"	"antPUc"	0
"52696"	"MNladder right"	"antPUc"	0
"52697"	"MNladder left"	"spinPU"	0
"52698"	"MNladder right"	"spinPU"	0
"52699"	"MNladder left"	"VentraltrunkPUunp"	0
"52700"	"MNladder right"	"VentraltrunkPUunp"	0
"52701"	"MNladder left"	"trochPU"	0
"52702"	"MNladder right"	"trochPU"	0
"52703"	"MNladder left"	"hPUc1"	0
"52704"	"MNladder right"	"hPUc1"	0
"52705"	"MNladder left"	"pygCirrusPUSM"	0
"52706"	"MNladder right"	"pygCirrusPUSM"	0
"52707"	"MNladder left"	"hCirrusPU"	0
"52708"	"MNladder right"	"hCirrusPU"	0
"52709"	"MNladder left"	"parapodPU"	0
"52710"	"MNladder right"	"parapodPU"	0
"52711"	"MNladder left"	"hPU"	0
"52712"	"MNladder right"	"hPU"	0
"52713"	"MNladder left"	"dsoPU"	0
"52714"	"MNladder right"	"dsoPU"	0
"52715"	"MNladder left"	"pygCirrusPU"	0
"52716"	"MNladder right"	"pygCirrusPU"	0
"52717"	"MNladder left"	"hPU2l-asymPDF"	0
"52718"	"MNladder right"	"hPU2l-asymPDF"	0
"52719"	"MNladder left"	"hCR"	0
"52720"	"MNladder right"	"hCR"	0
"52721"	"MNladder left"	"ventralpygCR"	0
"52722"	"MNladder right"	"ventralpygCR"	0
"52723"	"MNladder left"	"doCRunp"	0
"52724"	"MNladder right"	"doCRunp"	0
"52725"	"MNladder left"	"SN-DLSO1.0"	0
"52726"	"MNladder right"	"SN-DLSO1.0"	0
"52727"	"MNladder left"	"INdc"	0
"52728"	"MNladder right"	"INdc"	0
"52729"	"MNladder left"	"INbackcross"	0
"52730"	"MNladder right"	"INbackcross"	0
"52731"	"MNladder left"	"MNcommUpL"	0
"52732"	"MNladder right"	"MNcommUpL"	0
"52733"	"MNladder left"	"MNob-ipsi"	0
"52734"	"MNladder right"	"MNob-ipsi"	0
"52735"	"MNladder left"	"INbiaxLeg"	0
"52736"	"MNladder right"	"INbiaxLeg"	0
"52737"	"MNladder left"	"INbiaxH"	0
"52738"	"MNladder right"	"INbiaxH"	0
"52739"	"MNladder left"	"SN-NS1"	0
"52740"	"MNladder right"	"SN-NS1"	0
"52741"	"MNladder left"	"SN-NS3"	0
"52742"	"MNladder right"	"SN-NS3"	0
"52743"	"MNladder left"	"SN-NS4"	0
"52744"	"MNladder right"	"SN-NS4"	0
"52745"	"MNladder left"	"SN-NS15"	0
"52746"	"MNladder right"	"SN-NS15"	0
"52747"	"MNladder left"	"SNaant"	0
"52748"	"MNladder right"	"SNaant"	0
"52749"	"MNladder left"	"SNPDF-pyg"	0
"52750"	"MNladder right"	"SNPDF-pyg"	0
"52751"	"MNladder left"	"INfoot"	0
"52752"	"MNladder right"	"INfoot"	0
"52753"	"MNladder left"	"INW"	0
"52754"	"MNladder right"	"INW"	0
"52755"	"MNladder left"	"INmidL"	0
"52756"	"MNladder right"	"INmidL"	0
"52757"	"MNladder left"	"INhook"	0
"52758"	"MNladder right"	"INhook"	0
"52759"	"MNladder left"	"INMBtype6"	0
"52760"	"MNladder right"	"INMBtype6"	0
"52761"	"MNladder left"	"INMBtype5"	0
"52762"	"MNladder right"	"INMBtype5"	0
"52763"	"MNladder left"	"INMBtype7"	0
"52764"	"MNladder right"	"INMBtype7"	0
"52765"	"MNladder left"	"INcross"	0
"52766"	"MNladder right"	"INcross"	0
"52767"	"MNladder left"	"INpro"	0
"52768"	"MNladder right"	"INpro"	0
"52769"	"MNladder left"	"INproT2"	0
"52770"	"MNladder right"	"INproT2"	0
"52771"	"MNladder left"	"INpear"	0
"52772"	"MNladder right"	"INpear"	0
"52773"	"MNladder left"	"INZ"	0
"52774"	"MNladder right"	"INZ"	0
"52775"	"MNladder left"	"MNpostv"	0
"52776"	"MNladder right"	"MNpostv"	0
"52777"	"MNladder left"	"SN-NS22"	0
"52778"	"MNladder right"	"SN-NS22"	0
"52779"	"MNladder left"	"SN-NS5"	0
"52780"	"MNladder right"	"SN-NS5"	0
"52781"	"MNladder left"	"SN-NS17"	0
"52782"	"MNladder right"	"SN-NS17"	0
"52783"	"MNladder left"	"SN-YF5cil"	0
"52784"	"MNladder right"	"SN-YF5cil"	0
"52785"	"MNladder left"	"SN-NS19"	0
"52786"	"MNladder right"	"SN-NS19"	0
"52787"	"MNladder left"	"SN-NS20"	0
"52788"	"MNladder right"	"SN-NS20"	0
"52789"	"MNladder left"	"SN-NS6"	0
"52790"	"MNladder right"	"SN-NS6"	0
"52791"	"MNladder left"	"SN-NS29"	0
"52792"	"MNladder right"	"SN-NS29"	0
"52793"	"MNladder left"	"SN-NS27"	0
"52794"	"MNladder right"	"SN-NS27"	0
"52795"	"MNladder left"	"SN-NS18"	0
"52796"	"MNladder right"	"SN-NS18"	0
"52797"	"MNladder left"	"SN-NS16"	0
"52798"	"MNladder right"	"SN-NS16"	0
"52799"	"MNladder left"	"INbigloop"	0
"52800"	"MNladder right"	"INbigloop"	0
"52801"	"MNladder left"	"SNadNS22"	0
"52802"	"MNladder right"	"SNadNS22"	0
"52803"	"MNladder left"	"Ser-tr1"	0
"52804"	"MNladder right"	"Ser-tr1"	0
"52805"	"MNladder left"	"SNFVa"	0
"52806"	"MNladder right"	"SNFVa"	0
"52807"	"MNladder left"	"INUturn"	0
