"presynaptic"	"postsynaptic"	"synapses"
"51719"	"INsplitBronto left"	"INpreSer"	0
"51720"	"INsplitBronto right"	"INpreSer"	0
"51721"	"INsplitBronto left"	"cPRC"	0
"51722"	"INsplitBronto right"	"cPRC"	0
"51723"	"INsplitBronto left"	"INRGWa"	0
"51724"	"INsplitBronto right"	"INRGWa"	0
"51725"	"INsplitBronto left"	"INNOS"	0
"51726"	"INsplitBronto right"	"INNOS"	0
"51727"	"INsplitBronto left"	"Ser-h1"	0
"51728"	"INsplitBronto right"	"Ser-h1"	0
"51729"	"INsplitBronto left"	"MC"	0
"51730"	"INsplitBronto right"	"MC"	0
"51731"	"INsplitBronto left"	"cMNPDF-vcl1"	0
"51732"	"INsplitBronto right"	"cMNPDF-vcl1"	0
"51733"	"INsplitBronto left"	"cMNATO"	0
"51734"	"INsplitBronto right"	"cMNATO"	0
"51735"	"INsplitBronto left"	"cMNdc"	0
"51736"	"INsplitBronto right"	"cMNdc"	0
"51737"	"INsplitBronto left"	"SNnuchPDF"	0
"51738"	"INsplitBronto right"	"SNnuchPDF"	0
"51739"	"INsplitBronto left"	"SNnuchNS"	0
"51740"	"INsplitBronto right"	"SNnuchNS"	0
"51741"	"INsplitBronto left"	"SNnuchBx"	0
"51742"	"INsplitBronto right"	"SNnuchBx"	0
"51743"	"INsplitBronto left"	"SNgolden"	0
"51744"	"INsplitBronto right"	"SNgolden"	0
"51745"	"INsplitBronto left"	"SNhorn"	0
"51746"	"INsplitBronto right"	"SNhorn"	0
"51747"	"INsplitBronto left"	"SNhook"	0
"51748"	"INsplitBronto right"	"SNhook"	0
"51749"	"INsplitBronto left"	"MNant"	0
"51750"	"INsplitBronto right"	"MNant"	0
"51751"	"INsplitBronto left"	"SNlasso"	0
"51752"	"INsplitBronto right"	"SNlasso"	0
"51753"	"INsplitBronto left"	"INlasso"	0
"51754"	"INsplitBronto right"	"INlasso"	0
"51755"	"INsplitBronto left"	"INdecussPre"	0
"51756"	"INsplitBronto right"	"INdecussPre"	0
"51757"	"INsplitBronto left"	"INpreMN"	0
"51758"	"INsplitBronto right"	"INpreMN"	0
"51759"	"INsplitBronto left"	"SNMIP-vc"	0
"51760"	"INsplitBronto right"	"SNMIP-vc"	0
"51761"	"INsplitBronto left"	"SNmus"	0
"51762"	"INsplitBronto right"	"SNmus"	0
"51763"	"INsplitBronto left"	"SNantlerPDF"	0
"51764"	"INsplitBronto right"	"SNantlerPDF"	0
"51765"	"INsplitBronto left"	"SNPDF-dc"	0
"51766"	"INsplitBronto right"	"SNPDF-dc"	0
"51767"	"INsplitBronto left"	"SN0DLSO1.2-4"	0
"51768"	"INsplitBronto right"	"SN0DLSO1.2-4"	0
"51769"	"INsplitBronto left"	"SN-DLSO1.2-3"	0
"51770"	"INsplitBronto right"	"SN-DLSO1.2-3"	0
"51771"	"INsplitBronto left"	"SN-DLSO1.2-1"	0
"51772"	"INsplitBronto right"	"SN-DLSO1.2-1"	0
"51773"	"INsplitBronto left"	"SN-DLSO2"	0
"51774"	"INsplitBronto right"	"SN-DLSO2"	0
"51775"	"INsplitBronto left"	"SNMB2"	0
"51776"	"INsplitBronto right"	"SNMB2"	0
"51777"	"INsplitBronto left"	"eyespot-PRCR3"	0
"51778"	"INsplitBronto right"	"eyespot-PRCR3"	0
"51779"	"INsplitBronto left"	"eyespot-PRCR1"	0
"51780"	"INsplitBronto right"	"eyespot-PRCR1"	0
"51781"	"INsplitBronto left"	"MS1"	0
"51782"	"INsplitBronto right"	"MS1"	0
"51783"	"INsplitBronto left"	"MS4"	0
"51784"	"INsplitBronto right"	"MS4"	0
"51785"	"INsplitBronto left"	"MS3"	0
"51786"	"INsplitBronto right"	"MS3"	0
"51787"	"INsplitBronto left"	"MS5"	0
"51788"	"INsplitBronto right"	"MS5"	0
"51789"	"INsplitBronto left"	"SN-ASTC"	0
"51790"	"INsplitBronto right"	"SN-ASTC"	0
"51791"	"INsplitBronto left"	"SN-DLSO3-PDF"	0
"51792"	"INsplitBronto right"	"SN-DLSO3-PDF"	0
"51793"	"INsplitBronto left"	"SN-DLSO3"	0
"51794"	"INsplitBronto right"	"SN-DLSO3"	0
"51795"	"INsplitBronto left"	"MC2biax-1"	0
"51796"	"INsplitBronto right"	"MC2biax-1"	0
"51797"	"INsplitBronto left"	"SN-IRP2-burs"	0
"51798"	"INsplitBronto right"	"SN-IRP2-burs"	0
"51799"	"INsplitBronto left"	"SN-IRP2-FMRF"	0
"51800"	"INsplitBronto right"	"SN-IRP2-FMRF"	0
"51801"	"INsplitBronto left"	"SN-MIP4"	0
"51802"	"INsplitBronto right"	"SN-MIP4"	0
"51803"	"INsplitBronto left"	"SN-MIP1"	0
"51804"	"INsplitBronto right"	"SN-MIP1"	0
"51805"	"INsplitBronto left"	"MNspinning"	10
"51806"	"INsplitBronto right"	"MNspinning"	10
"51807"	"INsplitBronto left"	"SN-WLD"	0
"51808"	"INsplitBronto right"	"SN-WLD"	0
"51809"	"INsplitBronto left"	"SN-DSO"	0
"51810"	"INsplitBronto right"	"SN-DSO"	0
"51811"	"INsplitBronto left"	"SNbicil"	0
"51812"	"INsplitBronto right"	"SNbicil"	0
"51813"	"INsplitBronto left"	"SNasym"	0
"51814"	"INsplitBronto right"	"SNasym"	0
"51815"	"INsplitBronto left"	"SN47Ach"	0
"51816"	"INsplitBronto right"	"SN47Ach"	0
"51817"	"INsplitBronto left"	"INCrossbow"	0
"51818"	"INsplitBronto right"	"INCrossbow"	0
"51819"	"INsplitBronto left"	"pygPBunp"	0
"51820"	"INsplitBronto right"	"pygPBunp"	0
"51821"	"INsplitBronto left"	"INarc1"	0
"51822"	"INsplitBronto right"	"INarc1"	0
"51823"	"INsplitBronto left"	"INarc2"	0
"51824"	"INsplitBronto right"	"INarc2"	0
"51825"	"INsplitBronto left"	"INsn"	0
"51826"	"INsplitBronto right"	"INsn"	0
"51827"	"INsplitBronto left"	"INrope"	0
"51828"	"INsplitBronto right"	"INrope"	1
"51829"	"INsplitBronto left"	"Loop"	1
"51830"	"INsplitBronto right"	"Loop"	1
"51831"	"INsplitBronto left"	"INCM"	0
"51832"	"INsplitBronto right"	"INCM"	1
"51833"	"INsplitBronto left"	"MNspider-ant"	2
"51834"	"INsplitBronto right"	"MNspider-ant"	10
"51835"	"INsplitBronto left"	"MNspider-post"	4
"51836"	"INsplitBronto right"	"MNspider-post"	2
"51837"	"INsplitBronto left"	"MNbiramous"	0
"51838"	"INsplitBronto right"	"MNbiramous"	0
"51839"	"INsplitBronto left"	"MNring"	1
"51840"	"INsplitBronto right"	"MNring"	3
"51841"	"INsplitBronto left"	"MNcrab"	0
"51842"	"INsplitBronto right"	"MNcrab"	2
"51843"	"INsplitBronto left"	"MNhose"	0
"51844"	"INsplitBronto right"	"MNhose"	1
"51845"	"INsplitBronto left"	"MNbow"	0
"51846"	"INsplitBronto right"	"MNbow"	0
"51847"	"INsplitBronto left"	"MNwave"	0
"51848"	"INsplitBronto right"	"MNwave"	0
"51849"	"INsplitBronto left"	"MNacicX"	1
"51850"	"INsplitBronto right"	"MNacicX"	0
"51851"	"INsplitBronto left"	"INchaeMech"	2
"51852"	"INsplitBronto right"	"INchaeMech"	0
"51853"	"INsplitBronto left"	"chaeMech"	0
"51854"	"INsplitBronto right"	"chaeMech"	1
"51855"	"INsplitBronto left"	"INFVa-pyg"	0
"51856"	"INsplitBronto right"	"INFVa-pyg"	0
"51857"	"INsplitBronto left"	"INsplitCR"	0
"51858"	"INsplitBronto right"	"INsplitCR"	0
"51859"	"INsplitBronto left"	"INsplitCRATO"	0
"51860"	"INsplitBronto right"	"INsplitCRATO"	0
"51861"	"INsplitBronto left"	"INMC3"	0
"51862"	"INsplitBronto right"	"INMC3"	0
"51863"	"INsplitBronto left"	"INbiax"	0
"51864"	"INsplitBronto right"	"INbiax"	1
"51865"	"INsplitBronto left"	"INsplitPB-RF/Ya"	0
"51866"	"INsplitBronto right"	"INsplitPB-RF/Ya"	0
"51867"	"INsplitBronto left"	"INsplitPBant"	0
"51868"	"INsplitBronto right"	"INsplitPBant"	0
"51869"	"INsplitBronto left"	"INsplitPB"	0
"51870"	"INsplitBronto right"	"INsplitPB"	1
"51871"	"INsplitBronto left"	"PB"	2
"51872"	"INsplitBronto right"	"PB"	0
"51873"	"INsplitBronto left"	"interparaPM1"	0
"51874"	"INsplitBronto right"	"interparaPM1"	0
"51875"	"INsplitBronto left"	"cioMNcover"	0
"51876"	"INsplitBronto right"	"cioMNcover"	0
"51877"	"INsplitBronto left"	"INsplitPUh"	0
"51878"	"INsplitBronto right"	"INsplitPUh"	0
"51879"	"INsplitBronto left"	"MN3"	0
"51880"	"INsplitBronto right"	"MN3"	1
"51881"	"INsplitBronto left"	"MN1"	0
"51882"	"INsplitBronto right"	"MN1"	0
"51883"	"INsplitBronto left"	"MN2"	0
"51884"	"INsplitBronto right"	"MN2"	0
"51885"	"INsplitBronto left"	"MC3cover"	1
"51886"	"INsplitBronto right"	"MC3cover"	0
"51887"	"INsplitBronto left"	"antPUc"	0
"51888"	"INsplitBronto right"	"antPUc"	0
"51889"	"INsplitBronto left"	"spinPU"	0
"51890"	"INsplitBronto right"	"spinPU"	0
"51891"	"INsplitBronto left"	"VentraltrunkPUunp"	0
"51892"	"INsplitBronto right"	"VentraltrunkPUunp"	0
"51893"	"INsplitBronto left"	"trochPU"	0
"51894"	"INsplitBronto right"	"trochPU"	0
"51895"	"INsplitBronto left"	"hPUc1"	0
"51896"	"INsplitBronto right"	"hPUc1"	0
"51897"	"INsplitBronto left"	"pygCirrusPUSM"	0
"51898"	"INsplitBronto right"	"pygCirrusPUSM"	0
"51899"	"INsplitBronto left"	"hCirrusPU"	0
"51900"	"INsplitBronto right"	"hCirrusPU"	0
"51901"	"INsplitBronto left"	"parapodPU"	0
"51902"	"INsplitBronto right"	"parapodPU"	0
"51903"	"INsplitBronto left"	"hPU"	0
"51904"	"INsplitBronto right"	"hPU"	0
"51905"	"INsplitBronto left"	"dsoPU"	0
"51906"	"INsplitBronto right"	"dsoPU"	0
"51907"	"INsplitBronto left"	"pygCirrusPU"	0
"51908"	"INsplitBronto right"	"pygCirrusPU"	0
"51909"	"INsplitBronto left"	"hPU2l-asymPDF"	0
"51910"	"INsplitBronto right"	"hPU2l-asymPDF"	0
"51911"	"INsplitBronto left"	"hCR"	0
"51912"	"INsplitBronto right"	"hCR"	0
"51913"	"INsplitBronto left"	"ventralpygCR"	0
"51914"	"INsplitBronto right"	"ventralpygCR"	0
"51915"	"INsplitBronto left"	"doCRunp"	0
"51916"	"INsplitBronto right"	"doCRunp"	0
"51917"	"INsplitBronto left"	"SN-DLSO1.0"	0
"51918"	"INsplitBronto right"	"SN-DLSO1.0"	0
"51919"	"INsplitBronto left"	"INdc"	0
"51920"	"INsplitBronto right"	"INdc"	0
"51921"	"INsplitBronto left"	"INbackcross"	0
"51922"	"INsplitBronto right"	"INbackcross"	0
"51923"	"INsplitBronto left"	"MNcommUpL"	0
"51924"	"INsplitBronto right"	"MNcommUpL"	0
"51925"	"INsplitBronto left"	"MNob-ipsi"	0
"51926"	"INsplitBronto right"	"MNob-ipsi"	0
"51927"	"INsplitBronto left"	"INbiaxLeg"	0
"51928"	"INsplitBronto right"	"INbiaxLeg"	0
"51929"	"INsplitBronto left"	"INbiaxH"	1
"51930"	"INsplitBronto right"	"INbiaxH"	1
"51931"	"INsplitBronto left"	"SN-NS1"	0
"51932"	"INsplitBronto right"	"SN-NS1"	0
"51933"	"INsplitBronto left"	"SN-NS3"	0
"51934"	"INsplitBronto right"	"SN-NS3"	0
"51935"	"INsplitBronto left"	"SN-NS4"	0
"51936"	"INsplitBronto right"	"SN-NS4"	0
"51937"	"INsplitBronto left"	"SN-NS15"	0
"51938"	"INsplitBronto right"	"SN-NS15"	0
"51939"	"INsplitBronto left"	"SNaant"	0
"51940"	"INsplitBronto right"	"SNaant"	0
"51941"	"INsplitBronto left"	"SNPDF-pyg"	0
"51942"	"INsplitBronto right"	"SNPDF-pyg"	0
"51943"	"INsplitBronto left"	"INfoot"	0
"51944"	"INsplitBronto right"	"INfoot"	0
"51945"	"INsplitBronto left"	"INW"	0
"51946"	"INsplitBronto right"	"INW"	0
"51947"	"INsplitBronto left"	"INmidL"	0
"51948"	"INsplitBronto right"	"INmidL"	0
"51949"	"INsplitBronto left"	"INhook"	0
"51950"	"INsplitBronto right"	"INhook"	0
"51951"	"INsplitBronto left"	"INMBtype6"	0
"51952"	"INsplitBronto right"	"INMBtype6"	0
"51953"	"INsplitBronto left"	"INMBtype5"	0
"51954"	"INsplitBronto right"	"INMBtype5"	0
"51955"	"INsplitBronto left"	"INMBtype7"	0
"51956"	"INsplitBronto right"	"INMBtype7"	0
"51957"	"INsplitBronto left"	"INcross"	0
"51958"	"INsplitBronto right"	"INcross"	0
"51959"	"INsplitBronto left"	"INpro"	0
"51960"	"INsplitBronto right"	"INpro"	0
"51961"	"INsplitBronto left"	"INproT2"	0
"51962"	"INsplitBronto right"	"INproT2"	0
"51963"	"INsplitBronto left"	"INpear"	0
"51964"	"INsplitBronto right"	"INpear"	0
"51965"	"INsplitBronto left"	"INZ"	0
"51966"	"INsplitBronto right"	"INZ"	0
"51967"	"INsplitBronto left"	"MNpostv"	0
"51968"	"INsplitBronto right"	"MNpostv"	0
"51969"	"INsplitBronto left"	"SN-NS22"	0
"51970"	"INsplitBronto right"	"SN-NS22"	0
"51971"	"INsplitBronto left"	"SN-NS5"	0
"51972"	"INsplitBronto right"	"SN-NS5"	0
"51973"	"INsplitBronto left"	"SN-NS17"	0
"51974"	"INsplitBronto right"	"SN-NS17"	0
"51975"	"INsplitBronto left"	"SN-YF5cil"	0
"51976"	"INsplitBronto right"	"SN-YF5cil"	0
"51977"	"INsplitBronto left"	"SN-NS19"	0
"51978"	"INsplitBronto right"	"SN-NS19"	0
"51979"	"INsplitBronto left"	"SN-NS20"	0
"51980"	"INsplitBronto right"	"SN-NS20"	0
"51981"	"INsplitBronto left"	"SN-NS6"	0
"51982"	"INsplitBronto right"	"SN-NS6"	0
"51983"	"INsplitBronto left"	"SN-NS29"	0
"51984"	"INsplitBronto right"	"SN-NS29"	0
"51985"	"INsplitBronto left"	"SN-NS27"	0
"51986"	"INsplitBronto right"	"SN-NS27"	0
"51987"	"INsplitBronto left"	"SN-NS18"	0
"51988"	"INsplitBronto right"	"SN-NS18"	0
"51989"	"INsplitBronto left"	"SN-NS16"	0
"51990"	"INsplitBronto right"	"SN-NS16"	0
"51991"	"INsplitBronto left"	"INbigloop"	0
"51992"	"INsplitBronto right"	"INbigloop"	0
"51993"	"INsplitBronto left"	"SNadNS22"	0
"51994"	"INsplitBronto right"	"SNadNS22"	0
"51995"	"INsplitBronto left"	"Ser-tr1"	0
"51996"	"INsplitBronto right"	"Ser-tr1"	0
"51997"	"INsplitBronto left"	"SNFVa"	0
"51998"	"INsplitBronto right"	"SNFVa"	0
"51999"	"INsplitBronto left"	"INUturn"	0
"52000"	"INsplitBronto right"	"INUturn"	0
"52001"	"INsplitBronto left"	"INATOpyg"	0
"52002"	"INsplitBronto right"	"INATOpyg"	0
"52003"	"INsplitBronto left"	"INcomm-Upstairs"	0
"52004"	"INsplitBronto right"	"INcomm-Upstairs"	0
"52005"	"INsplitBronto left"	"INasc-pyg"	0
"52006"	"INsplitBronto right"	"INasc-pyg"	0
"52007"	"INsplitBronto left"	"SNblunt"	0
"52008"	"INsplitBronto right"	"SNblunt"	0
"52009"	"INsplitBronto left"	"INsplitBronto"	0
"52010"	"INsplitBronto right"	"INsplitBronto"	0
"52011"	"INsplitBronto left"	"INleucoPU"	0
"52012"	"INsplitBronto right"	"INleucoPU"	0
"52013"	"INsplitBronto left"	"MNladder"	1
"52014"	"INsplitBronto right"	"MNladder"	0
"52015"	"INsplitBronto left"	"INdecussfoot"	0
"52016"	"INsplitBronto right"	"INdecussfoot"	0
"52017"	"INsplitBronto left"	"INdecusshook"	0
"52018"	"INsplitBronto right"	"INdecusshook"	0
"52019"	"INsplitBronto left"	"INpreLadder"	0
"52020"	"INsplitBronto right"	"INpreLadder"	0
"52021"	"INsplitBronto left"	"INcomm-Upcross"	0
"52022"	"INsplitBronto right"	"INcomm-Upcross"	0
"52023"	"INsplitBronto left"	"MNacic"	0
"52024"	"INsplitBronto right"	"MNacic"	0
"52025"	"INsplitBronto left"	"INsplitVent"	0
"52026"	"INsplitBronto right"	"INsplitVent"	0
"52027"	"INsplitBronto left"	"INcomm-DownL"	1
"52028"	"INsplitBronto right"	"INcomm-DownL"	0
"52029"	"INsplitBronto left"	"MNarm"	0
"52030"	"INsplitBronto right"	"MNarm"	0
"52031"	"INsplitBronto left"	"INlasso-postSN"	0
"52032"	"INsplitBronto right"	"INlasso-postSN"	0
"52033"	"INsplitBronto left"	"MNantacic"	0
"52034"	"INsplitBronto right"	"MNantacic"	0
"52035"	"INsplitBronto left"	"MNpostacic"	0
"52036"	"INsplitBronto right"	"MNpostacic"	0
"52037"	"INsplitBronto left"	"SN-DLSO1.3"	0
"52038"	"INsplitBronto right"	"SN-DLSO1.3"	0
"52039"	"INsplitBronto left"	"MNakro"	0
"52040"	"INsplitBronto right"	"MNakro"	0
"52041"	"INsplitBronto left"	"MNchae"	0
"52042"	"INsplitBronto right"	"MNchae"	0
"52043"	"INsplitBronto left"	"MNgland-head"	0
"52044"	"INsplitBronto right"	"MNgland-head"	0
"52045"	"INsplitBronto left"	"SNstiff"	0
"52046"	"INsplitBronto right"	"SNstiff"	0
"52047"	"INsplitBronto left"	"SNbronto"	0
"52048"	"INsplitBronto right"	"SNbronto"	1
"52049"	"INsplitBronto left"	"INcommascFV"	0
"52050"	"INsplitBronto right"	"INcommascFV"	0
"52051"	"INsplitBronto left"	"SNpygM"	0
"52052"	"INsplitBronto right"	"SNpygM"	0
"52053"	"INsplitBronto left"	"INR1"	0
"52054"	"INsplitBronto right"	"INR1"	0
"52055"	"INsplitBronto left"	"SN-DLSO1.1NP"	0
"52056"	"INsplitBronto right"	"SN-DLSO1.1NP"	0
"52057"	"INsplitBronto left"	"SN-DLSO1.1"	0
"52058"	"INsplitBronto right"	"SN-DLSO1.1"	0
"52059"	"INsplitBronto left"	"INmus"	0
"52060"	"INsplitBronto right"	"INmus"	0
"52061"	"INsplitBronto left"	"INdescLuqinPDF"	0
"52062"	"INsplitBronto right"	"INdescLuqinPDF"	0
"52063"	"INsplitBronto left"	"INcosplit"	0
"52064"	"INsplitBronto right"	"INcosplit"	0
"52065"	"INsplitBronto left"	"INcommdescFVa"	0
"52066"	"INsplitBronto right"	"INcommdescFVa"	1
"52067"	"INsplitBronto left"	"MNheadV"	0
"52068"	"INsplitBronto right"	"MNheadV"	0
"52069"	"INsplitBronto left"	"INsqNSasym"	0
"52070"	"INsplitBronto right"	"INsqNSasym"	0
"52071"	"INsplitBronto left"	"INbiaxHmid"	0
"52072"	"INsplitBronto right"	"INbiaxHmid"	0
"52073"	"INsplitBronto left"	"MNantelope"	0
"52074"	"INsplitBronto right"	"MNantelope"	0
"52075"	"INsplitBronto left"	"MNsmile"	0
"52076"	"INsplitBronto right"	"MNsmile"	1
"52077"	"INsplitBronto left"	"INhorn"	0
"52078"	"INsplitBronto right"	"INhorn"	0
"52079"	"INsplitBronto left"	"INMBPDF"	0
"52080"	"INsplitBronto right"	"INMBPDF"	0
"52081"	"INsplitBronto left"	"INMBdescFMRF"	0
"52082"	"INsplitBronto right"	"INMBdescFMRF"	0
"52083"	"INsplitBronto left"	"INDLSO"	0
"52084"	"INsplitBronto right"	"INDLSO"	0
"52085"	"INsplitBronto left"	"SNtorii"	0
"52086"	"INsplitBronto right"	"SNtorii"	0
"52087"	"INsplitBronto left"	"INexsn"	0
"52088"	"INsplitBronto right"	"INexsn"	0
"52089"	"INsplitBronto left"	"MBmouth"	0
"52090"	"INsplitBronto right"	"MBmouth"	0
"52091"	"INsplitBronto left"	"SNtrpa"	0
"52092"	"INsplitBronto right"	"SNtrpa"	0
"52093"	"INsplitBronto left"	"INtorii"	0
"52094"	"INsplitBronto right"	"INtorii"	0
"52095"	"INsplitBronto left"	"INUturnMB"	0
"52096"	"INsplitBronto right"	"INUturnMB"	0
"52097"	"INsplitBronto left"	"INface"	0
"52098"	"INsplitBronto right"	"INface"	0
"52099"	"INsplitBronto left"	"INMBdesc3"	0
"52100"	"INsplitBronto right"	"INMBdesc3"	0
"52101"	"INsplitBronto left"	"INMBdesc2"	0
"52102"	"INsplitBronto right"	"INMBdesc2"	0
"52103"	"INsplitBronto left"	"INpara"	0
"52104"	"INsplitBronto right"	"INpara"	0
"52105"	"INsplitBronto left"	"INMBtype9"	0
"52106"	"INsplitBronto right"	"INMBtype9"	0
"52107"	"INsplitBronto left"	"INMBtype2"	0
"52108"	"INsplitBronto right"	"INMBtype2"	0
"52109"	"INsplitBronto left"	"INdecussM"	0
"52110"	"INsplitBronto right"	"INdecussM"	0
"52111"	"INsplitBronto left"	"INiaStiff"	0
"52112"	"INsplitBronto right"	"INiaStiff"	0
"52113"	"INsplitBronto left"	"INmantis"	0
"52114"	"INsplitBronto right"	"INmantis"	0
"52115"	"INsplitBronto left"	"INsplitSpin"	0
"52116"	"INsplitBronto right"	"INsplitSpin"	1
"52117"	"INleucoPU left"	"PRC"	0
"52118"	"INleucoPU right"	"PRC"	0
"52119"	"INleucoPU left"	"IN1"	0
"52120"	"INleucoPU right"	"IN1"	0
"52121"	"INleucoPU left"	"INton"	0
"52122"	"INleucoPU right"	"INton"	0
"52123"	"INleucoPU left"	"INpreSer"	0
"52124"	"INleucoPU right"	"INpreSer"	0
"52125"	"INleucoPU left"	"cPRC"	0
"52126"	"INleucoPU right"	"cPRC"	0
"52127"	"INleucoPU left"	"INRGWa"	0
"52128"	"INleucoPU right"	"INRGWa"	0
"52129"	"INleucoPU left"	"INNOS"	0
"52130"	"INleucoPU right"	"INNOS"	0
"52131"	"INleucoPU left"	"Ser-h1"	0
"52132"	"INleucoPU right"	"Ser-h1"	0
"52133"	"INleucoPU left"	"MC"	0
"52134"	"INleucoPU right"	"MC"	0
"52135"	"INleucoPU left"	"cMNPDF-vcl1"	0
"52136"	"INleucoPU right"	"cMNPDF-vcl1"	0
"52137"	"INleucoPU left"	"cMNATO"	0
"52138"	"INleucoPU right"	"cMNATO"	0
"52139"	"INleucoPU left"	"cMNdc"	0
"52140"	"INleucoPU right"	"cMNdc"	0
"52141"	"INleucoPU left"	"SNnuchPDF"	0
"52142"	"INleucoPU right"	"SNnuchPDF"	0
"52143"	"INleucoPU left"	"SNnuchNS"	0
"52144"	"INleucoPU right"	"SNnuchNS"	0
"52145"	"INleucoPU left"	"SNnuchBx"	0
"52146"	"INleucoPU right"	"SNnuchBx"	0
"52147"	"INleucoPU left"	"SNgolden"	0
"52148"	"INleucoPU right"	"SNgolden"	0
"52149"	"INleucoPU left"	"SNhorn"	0
"52150"	"INleucoPU right"	"SNhorn"	0
"52151"	"INleucoPU left"	"SNhook"	0
"52152"	"INleucoPU right"	"SNhook"	0
"52153"	"INleucoPU left"	"MNant"	0
"52154"	"INleucoPU right"	"MNant"	0
"52155"	"INleucoPU left"	"SNlasso"	0
"52156"	"INleucoPU right"	"SNlasso"	0
"52157"	"INleucoPU left"	"INlasso"	0
"52158"	"INleucoPU right"	"INlasso"	0
"52159"	"INleucoPU left"	"INdecussPre"	0
"52160"	"INleucoPU right"	"INdecussPre"	0
"52161"	"INleucoPU left"	"INpreMN"	0
"52162"	"INleucoPU right"	"INpreMN"	0
"52163"	"INleucoPU left"	"SNMIP-vc"	0
"52164"	"INleucoPU right"	"SNMIP-vc"	0
"52165"	"INleucoPU left"	"SNmus"	0
"52166"	"INleucoPU right"	"SNmus"	0
"52167"	"INleucoPU left"	"SNantlerPDF"	0
"52168"	"INleucoPU right"	"SNantlerPDF"	0
"52169"	"INleucoPU left"	"SNPDF-dc"	0
"52170"	"INleucoPU right"	"SNPDF-dc"	0
"52171"	"INleucoPU left"	"SN0DLSO1.2-4"	0
"52172"	"INleucoPU right"	"SN0DLSO1.2-4"	0
"52173"	"INleucoPU left"	"SN-DLSO1.2-3"	0
"52174"	"INleucoPU right"	"SN-DLSO1.2-3"	0
"52175"	"INleucoPU left"	"SN-DLSO1.2-1"	0
"52176"	"INleucoPU right"	"SN-DLSO1.2-1"	0
"52177"	"INleucoPU left"	"SN-DLSO2"	0
"52178"	"INleucoPU right"	"SN-DLSO2"	0
"52179"	"INleucoPU left"	"SNMB2"	0
"52180"	"INleucoPU right"	"SNMB2"	0
"52181"	"INleucoPU left"	"eyespot-PRCR3"	0
"52182"	"INleucoPU right"	"eyespot-PRCR3"	0
"52183"	"INleucoPU left"	"eyespot-PRCR1"	0
"52184"	"INleucoPU right"	"eyespot-PRCR1"	0
"52185"	"INleucoPU left"	"MS1"	0
"52186"	"INleucoPU right"	"MS1"	0
"52187"	"INleucoPU left"	"MS4"	0
"52188"	"INleucoPU right"	"MS4"	0
"52189"	"INleucoPU left"	"MS3"	0
"52190"	"INleucoPU right"	"MS3"	0
"52191"	"INleucoPU left"	"MS5"	0
"52192"	"INleucoPU right"	"MS5"	0
"52193"	"INleucoPU left"	"SN-ASTC"	0
"52194"	"INleucoPU right"	"SN-ASTC"	0
"52195"	"INleucoPU left"	"SN-DLSO3-PDF"	0
"52196"	"INleucoPU right"	"SN-DLSO3-PDF"	0
"52197"	"INleucoPU left"	"SN-DLSO3"	0
"52198"	"INleucoPU right"	"SN-DLSO3"	0
"52199"	"INleucoPU left"	"MC2biax-1"	0
"52200"	"INleucoPU right"	"MC2biax-1"	0
"52201"	"INleucoPU left"	"SN-IRP2-burs"	0
"52202"	"INleucoPU right"	"SN-IRP2-burs"	0
"52203"	"INleucoPU left"	"SN-IRP2-FMRF"	0
"52204"	"INleucoPU right"	"SN-IRP2-FMRF"	0
"52205"	"INleucoPU left"	"SN-MIP4"	0
"52206"	"INleucoPU right"	"SN-MIP4"	0
"52207"	"INleucoPU left"	"SN-MIP1"	0
"52208"	"INleucoPU right"	"SN-MIP1"	0
"52209"	"INleucoPU left"	"MNspinning"	0
"52210"	"INleucoPU right"	"MNspinning"	0
"52211"	"INleucoPU left"	"SN-WLD"	0
"52212"	"INleucoPU right"	"SN-WLD"	0
"52213"	"INleucoPU left"	"SN-DSO"	0
"52214"	"INleucoPU right"	"SN-DSO"	0
"52215"	"INleucoPU left"	"SNbicil"	0
"52216"	"INleucoPU right"	"SNbicil"	0
"52217"	"INleucoPU left"	"SNasym"	0
"52218"	"INleucoPU right"	"SNasym"	0
"52219"	"INleucoPU left"	"SN47Ach"	0
"52220"	"INleucoPU right"	"SN47Ach"	0
"52221"	"INleucoPU left"	"INCrossbow"	0
"52222"	"INleucoPU right"	"INCrossbow"	0
"52223"	"INleucoPU left"	"pygPBunp"	0
"52224"	"INleucoPU right"	"pygPBunp"	0
"52225"	"INleucoPU left"	"INarc1"	0
"52226"	"INleucoPU right"	"INarc1"	1
"52227"	"INleucoPU left"	"INarc2"	0
"52228"	"INleucoPU right"	"INarc2"	0
"52229"	"INleucoPU left"	"INsn"	0
"52230"	"INleucoPU right"	"INsn"	0
"52231"	"INleucoPU left"	"INrope"	0
"52232"	"INleucoPU right"	"INrope"	0
"52233"	"INleucoPU left"	"Loop"	0
"52234"	"INleucoPU right"	"Loop"	0
"52235"	"INleucoPU left"	"INCM"	0
"52236"	"INleucoPU right"	"INCM"	0
"52237"	"INleucoPU left"	"MNspider-ant"	0
"52238"	"INleucoPU right"	"MNspider-ant"	1
"52239"	"INleucoPU left"	"MNspider-post"	4
"52240"	"INleucoPU right"	"MNspider-post"	2
"52241"	"INleucoPU left"	"MNbiramous"	6
"52242"	"INleucoPU right"	"MNbiramous"	1
