"left"	"right"	"correlation"
"17273"	"SN-NS15 left"	"hPUc1 right"	-0.00960467098318533
"17274"	"SN-NS15 left"	"pygCirrusPUSM right"	-0.0149658359681968
"17275"	"SN-NS15 left"	"hCirrusPU right"	-0.0188646071580254
"17276"	"SN-NS15 left"	"parapodPU right"	-0.0185593986590938
"17277"	"SN-NS15 left"	"hPU right"	-0.0158217450449623
"17278"	"SN-NS15 left"	"dsoPU right"	0.0807125116511143
"17279"	"SN-NS15 left"	"pygCirrusPU right"	0.0800636428004313
"17280"	"SN-NS15 left"	"hCR right"	-0.0157753974030026
"17281"	"SN-NS15 left"	"ventralpygCR right"	-0.0144110136394625
"17282"	"SN-NS15 left"	"SN-DLSO1.0 right"	-0.0118610403446022
"17283"	"SN-NS15 left"	"INdc right"	-0.0172440487903976
"17284"	"SN-NS15 left"	"INbackcross right"	-0.0169011185175707
"17285"	"SN-NS15 left"	"MNcommUpL right"	-0.0110942904420737
"17286"	"SN-NS15 left"	"MNob-ipsi right"	-0.0121633071267646
"17287"	"SN-NS15 left"	"INbiaxLeg right"	-0.0267737300461975
"17288"	"SN-NS15 left"	"INbiaxH right"	-0.011910444902821
"17289"	"SN-NS15 left"	"SN-NS1 right"	-0.0109674687044546
"17290"	"SN-NS15 left"	"SN-NS3 right"	NA
"17291"	"SN-NS15 left"	"SN-NS15 right"	0.93402963978317
"17292"	"SN-NS15 left"	"SNaant right"	0.812948902253404
"17293"	"SN-NS15 left"	"SNPDF-pyg right"	-0.0159342726757337
"17294"	"SN-NS15 left"	"INfoot right"	-0.0143724538049261
"17295"	"SN-NS15 left"	"INW right"	-0.0206731695054414
"17296"	"SN-NS15 left"	"INmidL right"	-0.0128822652760716
"17297"	"SN-NS15 left"	"INhook right"	-0.0102324790083009
"17298"	"SN-NS15 left"	"INMBtype6 right"	-0.0190869922455959
"17299"	"SN-NS15 left"	"INMBtype5 right"	-0.0183209132445479
"17300"	"SN-NS15 left"	"INMBtype7 right"	-0.0216869107847171
"17301"	"SN-NS15 left"	"INcross right"	-0.017121743645214
"17302"	"SN-NS15 left"	"INpro right"	0.00699281495986046
"17303"	"SN-NS15 left"	"INproT2 right"	-0.0184351153960895
"17304"	"SN-NS15 left"	"INpear right"	-0.0111557095105698
"17305"	"SN-NS15 left"	"INZ right"	-0.0216834684465828
"17306"	"SN-NS15 left"	"MNpostv right"	-0.0104232491608362
"17307"	"SN-NS15 left"	"SN-NS22 right"	-0.00631894132352238
"17308"	"SN-NS15 left"	"SN-NS5 right"	-0.014779828451336
"17309"	"SN-NS15 left"	"SN-NS17 right"	-0.00152254290660561
"17310"	"SN-NS15 left"	"SN-NS19 right"	-0.00436611205112815
"17311"	"SN-NS15 left"	"SN-NS20 right"	-0.0207948250148775
"17312"	"SN-NS15 left"	"SN-NS29 right"	-0.0132152956714848
"17313"	"SN-NS15 left"	"SN-NS27 right"	-0.0166932213150005
"17314"	"SN-NS15 left"	"SN-NS18 right"	-0.0107774502500061
"17315"	"SN-NS15 left"	"SN-NS16 right"	-0.0118111634094264
"17316"	"SN-NS15 left"	"INbigloop right"	0.0100894140451578
"17317"	"SN-NS15 left"	"SNadNS22 right"	-0.0128822652760716
"17318"	"SN-NS15 left"	"Ser-tr1 right"	0.0150726029447182
"17319"	"SN-NS15 left"	"SNFVa right"	0.34517066147594
"17320"	"SN-NS15 left"	"INUturn right"	-0.0245327938714238
"17321"	"SN-NS15 left"	"INcomm-Upstairs right"	-0.0153084015584557
"17322"	"SN-NS15 left"	"INasc-pyg right"	0.182278666779031
"17323"	"SN-NS15 left"	"SNblunt right"	-0.0177031106037409
"17324"	"SN-NS15 left"	"INsplitBronto right"	-0.0110301519535281
"17325"	"SN-NS15 left"	"INleucoPU right"	-0.0172907153853666
"17326"	"SN-NS15 left"	"MNladder right"	-0.0152149867355028
"17327"	"SN-NS15 left"	"INdecussfoot right"	-0.0173611383652424
"17328"	"SN-NS15 left"	"INdecusshook right"	0.0287479324283012
"17329"	"SN-NS15 left"	"INpreLadder right"	0.0588436051353767
"17330"	"SN-NS15 left"	"INcomm-Upcross right"	-0.0193587442757184
"17331"	"SN-NS15 left"	"MNacic right"	-0.0172907153853666
"17332"	"SN-NS15 left"	"INsplitVent right"	0.0724088325346694
"17333"	"SN-NS15 left"	"INcomm-DownL right"	-0.00962878286772142
"17334"	"SN-NS15 left"	"MNarm right"	-0.00478385962725523
"17335"	"SN-NS15 left"	"INlasso-postSN right"	0.248127039869303
"17336"	"SN-NS15 left"	"MNantacic right"	-0.014599223945219
"17337"	"SN-NS15 left"	"MNpostacic right"	-0.0122900755564692
"17338"	"SN-NS15 left"	"SN-DLSO1.3 right"	-0.0140121619319411
"17339"	"SN-NS15 left"	"MNakro right"	-0.0226839130958456
"17340"	"SN-NS15 left"	"MNchae right"	-0.0137517789021939
"17341"	"SN-NS15 left"	"MNgland-head right"	-0.0130145369473126
"17342"	"SN-NS15 left"	"SNstiff right"	-0.0149029367480614
"17343"	"SN-NS15 left"	"SNbronto right"	-0.0128822652760716
"17344"	"SN-NS15 left"	"INcommascFV right"	-0.0146521699242619
"17345"	"SN-NS15 left"	"SNpygM right"	-0.0120987769280271
"17346"	"SN-NS15 left"	"INR1 right"	0.00248535362773724
"17347"	"SN-NS15 left"	"SN-DLSO1.1NP right"	0.00804272039785586
"17348"	"SN-NS15 left"	"SN-DLSO1.1 right"	-0.0163991020237705
"17349"	"SN-NS15 left"	"INmus right"	0.124525755991996
"17350"	"SN-NS15 left"	"INdescLuqinPDF right"	-0.00994806281289792
"17351"	"SN-NS15 left"	"INcosplit right"	-0.0150127516821794
"17352"	"SN-NS15 left"	"INcommdescFVa right"	-0.0115186967577079
"17353"	"SN-NS15 left"	"MNheadV right"	-0.0173611383652424
"17354"	"SN-NS15 left"	"INbiaxHmid right"	-0.0172907153853666
"17355"	"SN-NS15 left"	"MNantelope right"	-0.0115093958605649
"17356"	"SN-NS15 left"	"MNsmile right"	-0.00908379873381284
"17357"	"SN-NS15 left"	"INhorn right"	-0.0161678124571679
"17358"	"SN-NS15 left"	"INMBPDF right"	-0.014422968327842
"17359"	"SN-NS15 left"	"INMBdescFMRF right"	-0.0119171530191488
"17360"	"SN-NS15 left"	"INDLSO right"	-0.00972416961793801
"17361"	"SN-NS15 left"	"SNtorii right"	-0.0144080680104117
"17362"	"SN-NS15 left"	"INexsn right"	-0.0103259179000006
"17363"	"SN-NS15 left"	"MBmouth right"	-0.0122650370291163
"17364"	"SN-NS15 left"	"SNtrpa right"	-0.0125488217237095
"17365"	"SN-NS15 left"	"INtorii right"	-0.0104799790730392
"17366"	"SN-NS15 left"	"INUturnMB right"	-0.0133598696893595
"17367"	"SN-NS15 left"	"INface right"	-0.0133660514440125
"17368"	"SN-NS15 left"	"INMBdesc3 right"	-0.0109606464437143
"17369"	"SN-NS15 left"	"INMBdesc2 right"	-0.0136835095771151
"17370"	"SN-NS15 left"	"INpara right"	-0.0176198580964608
"17371"	"SN-NS15 left"	"INMBtype9 right"	-0.0151445327276326
"17372"	"SN-NS15 left"	"INMBtype2 right"	-0.0115203870517119
"17373"	"SN-NS15 left"	"INdecussM right"	-0.0190077348263477
"17374"	"SN-NS15 left"	"INiaStiff right"	-0.0149029367480614
"17375"	"SN-NS15 left"	"INmantis right"	-0.0200389684099318
"17376"	"SN-NS15 left"	"INsplitSpin right"	-0.00987793013589491
"17377"	"SNaant left"	"PRC right"	-0.017232902233688
"17378"	"SNaant left"	"IN1 right"	-0.0141152119499149
"17379"	"SNaant left"	"INton right"	-0.0236625500798717
"17380"	"SNaant left"	"INpreSer right"	-0.0172613793416035
"17381"	"SNaant left"	"cPRC right"	-0.0172895297031448
"17382"	"SNaant left"	"INRGWa right"	-0.0220754361605404
"17383"	"SNaant left"	"INNOS right"	0.304633369267639
"17384"	"SNaant left"	"Ser-h1 right"	0.0370918519078249
"17385"	"SNaant left"	"SNnuchPDF right"	-0.0125791537429785
"17386"	"SNaant left"	"SNnuchBx right"	-0.0105748192725956
"17387"	"SNaant left"	"SNgolden right"	-0.0132051190368325
"17388"	"SNaant left"	"SNhorn right"	-0.012285380278242
"17389"	"SNaant left"	"SNhook right"	-0.0163851369366725
"17390"	"SNaant left"	"MNant right"	-0.0228376133961019
"17391"	"SNaant left"	"SNlasso right"	-0.0188051482147566
"17392"	"SNaant left"	"INlasso right"	-0.0190334851350235
"17393"	"SNaant left"	"INdecussPre right"	-0.0158532340507612
"17394"	"SNaant left"	"INpreMN right"	-0.0201288244766506
"17395"	"SNaant left"	"SNMIP-vc right"	-0.0147119120902098
"17396"	"SNaant left"	"SNmus right"	-0.018523384230282
"17397"	"SNaant left"	"SNantlerPDF right"	0.107323268669008
"17398"	"SNaant left"	"SNPDF-dc right"	-0.021108991415284
"17399"	"SNaant left"	"SN0DLSO1.2-4 right"	-0.0232602029619179
"17400"	"SNaant left"	"SN-DLSO1.2-3 right"	-0.0159988016450436
"17401"	"SNaant left"	"SN-DLSO1.2-1 right"	-0.0239132098316035
"17402"	"SNaant left"	"SN-DLSO2 right"	0.238762941678395
"17403"	"SNaant left"	"SNMB2 right"	-0.0195717329154994
"17404"	"SNaant left"	"eyespot-PRCR3 right"	-0.0189601613733226
"17405"	"SNaant left"	"eyespot-PRCR1 right"	-0.0249849625579609
"17406"	"SNaant left"	"MS3 right"	-0.022167614480545
"17407"	"SNaant left"	"MS5 right"	-0.0119733585045203
"17408"	"SNaant left"	"SN-ASTC right"	0.060554756502518
"17409"	"SNaant left"	"SN-DLSO3-PDF right"	-0.0128406481556716
"17410"	"SNaant left"	"SN-DLSO3 right"	0.342081292148975
"17411"	"SNaant left"	"SN-MIP4 right"	-0.0105748192725956
"17412"	"SNaant left"	"SN-MIP1 right"	-0.0189621253310078
"17413"	"SNaant left"	"MNspinning right"	-0.0170319447561783
"17414"	"SNaant left"	"SN-WLD right"	-0.0220349145130267
"17415"	"SNaant left"	"SN-DSO right"	-0.025460318657703
"17416"	"SNaant left"	"SNbicil right"	-0.013772271468955
"17417"	"SNaant left"	"INCrossbow right"	-0.0173491143253812
"17418"	"SNaant left"	"INarc1 right"	-0.0179387299535564
"17419"	"SNaant left"	"INarc2 right"	-0.0257327969220723
"17420"	"SNaant left"	"INsn right"	0.0547786334307555
"17421"	"SNaant left"	"INrope right"	-0.0252065153953774
"17422"	"SNaant left"	"Loop right"	-0.0233281775118474
"17423"	"SNaant left"	"INCM right"	-0.0215542169248276
"17424"	"SNaant left"	"MNspider-ant right"	0.296669854964019
"17425"	"SNaant left"	"MNspider-post right"	-0.0152119275659349
"17426"	"SNaant left"	"MNbiramous right"	-0.0305092230737178
"17427"	"SNaant left"	"MNring right"	-0.0223064816866217
"17428"	"SNaant left"	"MNcrab right"	-0.0222621036158965
"17429"	"SNaant left"	"MNhose right"	0.0489038225593285
"17430"	"SNaant left"	"MNbow right"	-0.0159184338167551
"17431"	"SNaant left"	"MNwave right"	-0.0174223378637719
"17432"	"SNaant left"	"MNacicX right"	-0.0150598265650243
"17433"	"SNaant left"	"INchaeMech right"	-0.0166589116659632
"17434"	"SNaant left"	"chaeMech right"	0.383393274624149
"17435"	"SNaant left"	"INFVa-pyg right"	0.0268915022714152
"17436"	"SNaant left"	"INsplitCR right"	-0.0199855090975307
"17437"	"SNaant left"	"INsplitCRATO right"	-0.0271629587259944
"17438"	"SNaant left"	"INMC3 right"	-0.016310095605342
"17439"	"SNaant left"	"INbiax right"	-0.0143364650193469
"17440"	"SNaant left"	"INsplitPB-RF/Ya right"	-0.0192343349161953
"17441"	"SNaant left"	"INsplitPBant right"	0.0371675678185211
"17442"	"SNaant left"	"INsplitPB right"	-0.0242622699394613
"17443"	"SNaant left"	"PB right"	-0.0268553891149981
"17444"	"SNaant left"	"interparaPM1 right"	-0.0139134329630462
"17445"	"SNaant left"	"cioMNcover right"	0.00271393186143747
"17446"	"SNaant left"	"INsplitPUh right"	0.131266505059703
"17447"	"SNaant left"	"MN3 right"	0.147058700785066
"17448"	"SNaant left"	"MN1 right"	-0.021328119671876
"17449"	"SNaant left"	"MN2 right"	-0.0219922680346094
"17450"	"SNaant left"	"MC3cover right"	0.171691363358602
"17451"	"SNaant left"	"antPUc right"	-0.0128058226177819
"17452"	"SNaant left"	"spinPU right"	-0.0173491143253812
"17453"	"SNaant left"	"trochPU right"	-0.0184187364042723
"17454"	"SNaant left"	"hPUc1 right"	-0.0111811878263947
"17455"	"SNaant left"	"pygCirrusPUSM right"	-0.0174223378637719
"17456"	"SNaant left"	"hCirrusPU right"	-0.0219610558523347
"17457"	"SNaant left"	"parapodPU right"	-0.021605750235022
"17458"	"SNaant left"	"hPU right"	-0.0184187364042723
"17459"	"SNaant left"	"dsoPU right"	-0.0233281775118474
"17460"	"SNaant left"	"pygCirrusPU right"	-0.0170571864746054
"17461"	"SNaant left"	"hCR right"	-0.0183647812306938
"17462"	"SNaant left"	"ventralpygCR right"	-0.0313053310560413
"17463"	"SNaant left"	"SN-DLSO1.0 right"	-0.0138079190991152
"17464"	"SNaant left"	"INdc right"	-0.0200744979969117
"17465"	"SNaant left"	"INbackcross right"	-0.0196752789295904
"17466"	"SNaant left"	"MNcommUpL right"	0.052089465791281
"17467"	"SNaant left"	"MNob-ipsi right"	0.0486056813119508
"17468"	"SNaant left"	"INbiaxLeg right"	0.0440513206241471
"17469"	"SNaant left"	"INbiaxH right"	0.0331903801315891
"17470"	"SNaant left"	"SN-NS1 right"	-0.0139354119464465
"17471"	"SNaant left"	"SN-NS3 right"	NA
"17472"	"SNaant left"	"SN-NS15 right"	0.361340568537293
"17473"	"SNaant left"	"SNaant right"	0.482984590992414
"17474"	"SNaant left"	"SNPDF-pyg right"	0.0209502882549328
"17475"	"SNaant left"	"INfoot right"	0.185162570467818
"17476"	"SNaant left"	"INW right"	-0.0240664767811313
"17477"	"SNaant left"	"INmidL right"	0.256444742111471
"17478"	"SNaant left"	"INhook right"	-0.0119120446626179
"17479"	"SNaant left"	"INMBtype6 right"	-0.0222199433705296
"17480"	"SNaant left"	"INMBtype5 right"	-0.021328119671876
"17481"	"SNaant left"	"INMBtype7 right"	-0.0252466142028915
"17482"	"SNaant left"	"INcross right"	-0.0199321176069091
"17483"	"SNaant left"	"INpro right"	0.554245294638142
"17484"	"SNaant left"	"INproT2 right"	-0.0214610670376734
"17485"	"SNaant left"	"INpear right"	-0.0129868148104966
"17486"	"SNaant left"	"INZ right"	-0.0252426068371724
"17487"	"SNaant left"	"MNpostv right"	-0.0121341279501039
"17488"	"SNaant left"	"SN-NS22 right"	0.00383260887919882
"17489"	"SNaant left"	"SN-NS5 right"	-0.0229836275452702
"17490"	"SNaant left"	"SN-NS17 right"	-0.0186574113040859
"17491"	"SNaant left"	"SN-NS19 right"	0.00525409775252356
"17492"	"SNaant left"	"SN-NS20 right"	0.137221708807097
"17493"	"SNaant left"	"SN-NS29 right"	-0.0153844627622223
"17494"	"SNaant left"	"SN-NS27 right"	-0.0194332573471137
"17495"	"SNaant left"	"SN-NS18 right"	-0.0125464678327771
"17496"	"SNaant left"	"SN-NS16 right"	-0.013749855331873
"17497"	"SNaant left"	"INbigloop right"	-0.0121414125515276
"17498"	"SNaant left"	"SNadNS22 right"	-0.0149967685445305
"17499"	"SNaant left"	"Ser-tr1 right"	-0.013898320507059
"17500"	"SNaant left"	"SNFVa right"	-0.0172895297031448
"17501"	"SNaant left"	"INUturn right"	0.0930707693415436
"17502"	"SNaant left"	"INcomm-Upstairs right"	-0.017821132389295
"17503"	"SNaant left"	"INasc-pyg right"	-0.0270203686527952
"17504"	"SNaant left"	"SNblunt right"	0.103731516234403
"17505"	"SNaant left"	"INsplitBronto right"	-0.0128406481556716
"17506"	"SNaant left"	"INleucoPU right"	-0.0201288244766506
"17507"	"SNaant left"	"MNladder right"	0.110525278640444
"17508"	"SNaant left"	"INdecussfoot right"	-0.0202108067295215
"17509"	"SNaant left"	"INdecusshook right"	-0.017531633692206
"17510"	"SNaant left"	"INpreLadder right"	-0.0194332573471137
"17511"	"SNaant left"	"INcomm-Upcross right"	-0.0225363009528271
"17512"	"SNaant left"	"MNacic right"	-0.0201288244766506
"17513"	"SNaant left"	"INsplitVent right"	-0.0239132098316035
"17514"	"SNaant left"	"INcomm-DownL right"	-0.0112092574510927
"17515"	"SNaant left"	"MNarm right"	-0.0226539067470956
"17516"	"SNaant left"	"INlasso-postSN right"	0.0429341992675598
"17517"	"SNaant left"	"MNantacic right"	-0.0169955499086713
"17518"	"SNaant left"	"MNpostacic right"	-0.0143073764252871
"17519"	"SNaant left"	"SN-DLSO1.3 right"	-0.0163121271607506
"17520"	"SNaant left"	"MNakro right"	-0.0264072651115581
"17521"	"SNaant left"	"MNchae right"	-0.0160090046938274
"17522"	"SNaant left"	"MNgland-head right"	-0.0151507513725573
"17523"	"SNaant left"	"SNstiff right"	-0.0173491143253812
"17524"	"SNaant left"	"SNbronto right"	-0.0149967685445305
"17525"	"SNaant left"	"INcommascFV right"	-0.0170571864746054
"17526"	"SNaant left"	"SNpygM right"	-0.0140846779175207
"17527"	"SNaant left"	"INR1 right"	-0.0220441993378243
"17528"	"SNaant left"	"SN-DLSO1.1NP right"	-0.0184187364042723
"17529"	"SNaant left"	"SN-DLSO1.1 right"	-0.019090861127153
"17530"	"SNaant left"	"INmus right"	-0.0147023826866621
"17531"	"SNaant left"	"INdescLuqinPDF right"	-0.0115809442108443
"17532"	"SNaant left"	"INcosplit right"	-0.0174769543530788
"17533"	"SNaant left"	"INcommdescFVa right"	-0.0134093830167311
"17534"	"SNaant left"	"MNheadV right"	-0.0202108067295215
"17535"	"SNaant left"	"INbiaxHmid right"	-0.0201288244766506
"17536"	"SNaant left"	"MNantelope right"	-0.0133985554643775
"17537"	"SNaant left"	"MNsmile right"	-0.0105748192725956
"17538"	"SNaant left"	"INhorn right"	-0.0188216075430379
"17539"	"SNaant left"	"INMBPDF right"	-0.0167903635814352
"17540"	"SNaant left"	"INMBdescFMRF right"	-0.01387324214398
"17541"	"SNaant left"	"INDLSO right"	-0.0113203010435477
"17542"	"SNaant left"	"SNtorii right"	-0.0167730175163642
"17543"	"SNaant left"	"INexsn right"	-0.0120208206738122
"17544"	"SNaant left"	"MBmouth right"	-0.0142782280580271
"17545"	"SNaant left"	"SNtrpa right"	-0.0146085933540437
"17546"	"SNaant left"	"INtorii right"	-0.0122001695464091
"17547"	"SNaant left"	"INUturnMB right"	-0.015552767251934
"17548"	"SNaant left"	"INface right"	-0.0155599636837527
"17549"	"SNaant left"	"INMBdesc3 right"	-0.012759733966986
"17550"	"SNaant left"	"INMBdesc2 right"	-0.0159295295980304
"17551"	"SNaant left"	"INpara right"	-0.0205119928830308
"17552"	"SNaant left"	"INMBtype9 right"	-0.0176303660236868
"17553"	"SNaant left"	"INMBtype2 right"	-0.0134113507566749
"17554"	"SNaant left"	"INdecussM right"	-0.0113030564191493
"17555"	"SNaant left"	"INiaStiff right"	-0.0173491143253812
"17556"	"SNaant left"	"INmantis right"	0.07050293648025
"17557"	"SNaant left"	"INsplitSpin right"	-0.0114992999113455
"17558"	"SNPDF-pyg left"	"PRC right"	-0.0156859875826198
"17559"	"SNPDF-pyg left"	"IN1 right"	-0.0128481573428522
"17560"	"SNPDF-pyg left"	"INton right"	0.0784221466712028
"17561"	"SNPDF-pyg left"	"INpreSer right"	-0.015711908437685
"17562"	"SNPDF-pyg left"	"cPRC right"	-0.0157375318768246
"17563"	"SNPDF-pyg left"	"INRGWa right"	-0.0200938305573529
"17564"	"SNPDF-pyg left"	"INNOS right"	-0.013382620589994
"17565"	"SNPDF-pyg left"	"Ser-h1 right"	-0.0147375097101293
"17566"	"SNPDF-pyg left"	"SNnuchPDF right"	-0.0114499836844951
"17567"	"SNPDF-pyg left"	"SNnuchBx right"	-0.00962556866794713
"17568"	"SNPDF-pyg left"	"SNgolden right"	-0.0120197590881616
"17569"	"SNPDF-pyg left"	"SNhorn right"	-0.0111825808490661
"17570"	"SNPDF-pyg left"	"SNhook right"	-0.0149143220940311
"17571"	"SNPDF-pyg left"	"MNant right"	-0.0207875908126279
"17572"	"SNPDF-pyg left"	"SNlasso right"	-0.0171171006128821
"17573"	"SNPDF-pyg left"	"INlasso right"	-0.0173249408273388
"17574"	"SNPDF-pyg left"	"INdecussPre right"	-0.0144301655688897
"17575"	"SNPDF-pyg left"	"INpreMN right"	0.0369492796085983
"17576"	"SNPDF-pyg left"	"SNMIP-vc right"	-0.0133912945848726
"17577"	"SNPDF-pyg left"	"SNmus right"	-0.0168606292245017
"17578"	"SNPDF-pyg left"	"SNantlerPDF right"	-0.0213798296854468
"17579"	"SNPDF-pyg left"	"SNPDF-dc right"	-0.0192141389031087
"17580"	"SNPDF-pyg left"	"SN0DLSO1.2-4 right"	-0.0211722465480371
"17581"	"SNPDF-pyg left"	"SN-DLSO1.2-3 right"	-0.0145626662611922
"17582"	"SNPDF-pyg left"	"SN-DLSO1.2-1 right"	-0.0217666361354875
"17583"	"SNPDF-pyg left"	"SN-DLSO2 right"	-0.0161224289414672
"17584"	"SNPDF-pyg left"	"SNMB2 right"	-0.0178148726964126
"17585"	"SNPDF-pyg left"	"eyespot-PRCR3 right"	-0.0172581989866462
"17586"	"SNPDF-pyg left"	"eyespot-PRCR1 right"	0.173273773565439
"17587"	"SNPDF-pyg left"	"MS3 right"	0.0514334408146548
"17588"	"SNPDF-pyg left"	"MS5 right"	-0.0108985677674774
"17589"	"SNPDF-pyg left"	"SN-ASTC right"	-0.0189184115151549
"17590"	"SNPDF-pyg left"	"SN-DLSO3-PDF right"	-0.0116880050029478
"17591"	"SNPDF-pyg left"	"SN-DLSO3 right"	0.0455971303197668
"17592"	"SNPDF-pyg left"	"SN-MIP4 right"	-0.00962556866794713
"17593"	"SNPDF-pyg left"	"SN-MIP1 right"	-0.0172599866493072
"17594"	"SNPDF-pyg left"	"MNspinning right"	-0.0155030690901857
"17595"	"SNPDF-pyg left"	"SN-WLD right"	-0.0200569463430106
"17596"	"SNPDF-pyg left"	"SN-DSO right"	-0.023174868452138
"17597"	"SNPDF-pyg left"	"SNbicil right"	-0.0125360009774897
"17598"	"SNPDF-pyg left"	"INCrossbow right"	-0.0157917678744437
"17599"	"SNPDF-pyg left"	"INarc1 right"	-0.016328456546883
"17600"	"SNPDF-pyg left"	"INarc2 right"	-0.023422887654793
"17601"	"SNPDF-pyg left"	"INsn right"	-0.0247246707203062
"17602"	"SNPDF-pyg left"	"INrope right"	-0.0229438478865199
"17603"	"SNPDF-pyg left"	"Loop right"	-0.0212341193499407
"17604"	"SNPDF-pyg left"	"INCM right"	-0.0196193986625771
"17605"	"SNPDF-pyg left"	"MNspider-ant right"	-0.0157917678744437
"17606"	"SNPDF-pyg left"	"MNspider-post right"	-0.0138464260790913
"17607"	"SNPDF-pyg left"	"MNbiramous right"	-0.0277705570309673
"17608"	"SNPDF-pyg left"	"MNring right"	-0.00572060981340365
"17609"	"SNPDF-pyg left"	"MNcrab right"	0.0119093920953107
"17610"	"SNPDF-pyg left"	"MNhose right"	0.00217222787035804
"17611"	"SNPDF-pyg left"	"MNbow right"	-0.01448951266585
"17612"	"SNPDF-pyg left"	"MNwave right"	-0.01585841848839
"17613"	"SNPDF-pyg left"	"MNacicX right"	-0.0137079784526129
"17614"	"SNPDF-pyg left"	"INchaeMech right"	-0.0151635213841944
"17615"	"SNPDF-pyg left"	"chaeMech right"	-0.0154355612505342
"17616"	"SNPDF-pyg left"	"INFVa-pyg right"	-0.0145571520555377
"17617"	"SNPDF-pyg left"	"INsplitCR right"	-0.0181915061830599
"17618"	"SNPDF-pyg left"	"INsplitCRATO right"	-0.0247246707203062
"17619"	"SNPDF-pyg left"	"INMC3 right"	-0.0148460168616639
"17620"	"SNPDF-pyg left"	"INbiax right"	-0.0130495495896522
"17621"	"SNPDF-pyg left"	"INsplitPB-RF/Ya right"	0.0390798243098587
"17622"	"SNPDF-pyg left"	"INsplitPBant right"	-0.0152545555146588
"17623"	"SNPDF-pyg left"	"INsplitPB right"	0.311021442742857
"17624"	"SNPDF-pyg left"	"PB right"	0.0370065750915761
"17625"	"SNPDF-pyg left"	"interparaPM1 right"	0.111500290252036
"17626"	"SNPDF-pyg left"	"cioMNcover right"	-0.018821449651559
"17627"	"SNPDF-pyg left"	"INsplitPUh right"	-0.0214058106342143
"17628"	"SNPDF-pyg left"	"MN3 right"	-0.0265942945737728
"17629"	"SNPDF-pyg left"	"MN1 right"	0.0171891224068675
"17630"	"SNPDF-pyg left"	"MN2 right"	0.0117650401601
"17631"	"SNPDF-pyg left"	"MC3cover right"	-0.0194135970712857
"17632"	"SNPDF-pyg left"	"antPUc right"	-0.0116563055858973
"17633"	"SNPDF-pyg left"	"spinPU right"	-0.0157917678744437
"17634"	"SNPDF-pyg left"	"trochPU right"	-0.016765375129917
"17635"	"SNPDF-pyg left"	"hPUc1 right"	-0.0101775064365483
"17636"	"SNPDF-pyg left"	"pygCirrusPUSM right"	-0.01585841848839
"17637"	"SNPDF-pyg left"	"hCirrusPU right"	-0.00742673536525624
"17638"	"SNPDF-pyg left"	"parapodPU right"	-0.0196663060756663
"17639"	"SNPDF-pyg left"	"hPU right"	-0.016765375129917
"17640"	"SNPDF-pyg left"	"dsoPU right"	-0.0212341193499407
"17641"	"SNPDF-pyg left"	"pygCirrusPU right"	-0.0155260449810973
"17642"	"SNPDF-pyg left"	"hCR right"	-0.0167162632524576
"17643"	"SNPDF-pyg left"	"ventralpygCR right"	-0.01747462188236
"17644"	"SNPDF-pyg left"	"SN-DLSO1.0 right"	-0.0125684486915462
"17645"	"SNPDF-pyg left"	"INdc right"	0.212237937104816
"17646"	"SNPDF-pyg left"	"INbackcross right"	-0.0179091238834289
"17647"	"SNPDF-pyg left"	"MNcommUpL right"	-0.011281853299553
"17648"	"SNPDF-pyg left"	"MNob-ipsi right"	-0.0128887430698126
"17649"	"SNPDF-pyg left"	"INbiaxLeg right"	-0.0283705511987473
"17650"	"SNPDF-pyg left"	"INbiaxH right"	-0.0126207998038485
"17651"	"SNPDF-pyg left"	"SN-NS1 right"	-0.00914145085646776
"17652"	"SNPDF-pyg left"	"SN-NS3 right"	NA
"17653"	"SNPDF-pyg left"	"SN-NS15 right"	0.0717390183625191
"17654"	"SNPDF-pyg left"	"SNaant right"	0.135625876761781
"17655"	"SNPDF-pyg left"	"SNPDF-pyg right"	0.919425172937747
"17656"	"SNPDF-pyg left"	"INfoot right"	-0.0152296462174196
"17657"	"SNPDF-pyg left"	"INW right"	-0.0219061450489901
"17658"	"SNPDF-pyg left"	"INmidL right"	-0.0136505808469724
"17659"	"SNPDF-pyg left"	"INhook right"	0.568998356817492
"17660"	"SNPDF-pyg left"	"INMBtype6 right"	0.906705753059918
"17661"	"SNPDF-pyg left"	"INMBtype5 right"	0.236805439275787
"17662"	"SNPDF-pyg left"	"INMBtype7 right"	0.392963937413663
"17663"	"SNPDF-pyg left"	"INcross right"	0.0472964560388089
"17664"	"SNPDF-pyg left"	"INpro right"	-0.0207269253666134
"17665"	"SNPDF-pyg left"	"INproT2 right"	0.485574601178624
"17666"	"SNPDF-pyg left"	"INpear right"	0.565534089790038
"17667"	"SNPDF-pyg left"	"INZ right"	0.414789892298348
"17668"	"SNPDF-pyg left"	"MNpostv right"	0.569094181088059
"17669"	"SNPDF-pyg left"	"SN-NS22 right"	0.390495222679473
"17670"	"SNPDF-pyg left"	"SN-NS5 right"	-0.0209204979747346
"17671"	"SNPDF-pyg left"	"SN-NS17 right"	0.136710133932883
"17672"	"SNPDF-pyg left"	"SN-NS19 right"	-0.0140354883516445
"17673"	"SNPDF-pyg left"	"SN-NS20 right"	0.0260699843205384
"17674"	"SNPDF-pyg left"	"SN-NS29 right"	0.0252930957661914
