"annotation1"	"annotation2"	"number"
"2097"	"ascending"	"serotonergic"	0
"2098"	"ascending"	"cholinergic"	1
"2099"	"ascending"	"adrenergic"	0
"2100"	"ascending"	"dopaminergic"	0
"2101"	"global_reach"	"ectoderm"	40
"2102"	"global_reach"	"episphere"	18
"2103"	"global_reach"	"segment_0"	0
"2104"	"global_reach"	"segment_1"	12
"2105"	"global_reach"	"segment_2"	0
"2106"	"global_reach"	"segment_3"	0
"2107"	"global_reach"	"torso"	22
"2108"	"global_reach"	"pygidium"	10
"2109"	"global_reach"	"neurosecretory_plexus"	0
"2110"	"global_reach"	"mushroom body"	2
"2111"	"global_reach"	"Apical_organ"	0
"2112"	"global_reach"	"Dorsal_sensory_organ"	0
"2113"	"global_reach"	"Dorsolateral_sense_organs"	0
"2114"	"global_reach"	"antenna"	0
"2115"	"global_reach"	"eyespot"	0
"2116"	"global_reach"	"mechanosensory_girdle"	20
"2117"	"global_reach"	"nuchal organ"	0
"2118"	"global_reach"	"Sensory neuron"	3
"2119"	"global_reach"	"sensory_motor_neuron"	1
"2120"	"global_reach"	"sensory_neurosecretory_neuron"	0
"2121"	"global_reach"	"interneuron"	16
"2122"	"global_reach"	"premotor"	10
"2123"	"global_reach"	"motorneuron"	21
"2124"	"global_reach"	"ciliomotors"	11
"2125"	"global_reach"	"rhabdomeric photoreceptor"	0
"2126"	"global_reach"	"ciliary photoreceptor"	0
"2127"	"global_reach"	"sensory_cilia"	2
"2128"	"global_reach"	"Uniciliated_penetrating_cell"	0
"2129"	"global_reach"	"Biciliated_penetrating_cell"	1
"2130"	"global_reach"	"Uniciliated_nonpenetrating_cell"	1
"2131"	"global_reach"	"Biciliated_nonpenetrating_cell"	0
"2132"	"global_reach"	"Multiciliated_penetrating_cell"	0
"2133"	"global_reach"	"dense cored vesicles"	29
"2134"	"global_reach"	"asymmetric neuron"	0
"2135"	"global_reach"	"biaxonal"	8
"2136"	"global_reach"	"decussating"	14
"2137"	"global_reach"	"commissural"	2
"2138"	"global_reach"	"ipsilateral"	13
"2139"	"global_reach"	"contralateral"	16
"2140"	"global_reach"	"pseudounipolar"	6
"2141"	"global_reach"	"descending"	10
"2142"	"global_reach"	"ascending"	12
"2143"	"global_reach"	"global_reach"	40
"2144"	"global_reach"	"head_trunk"	39
"2145"	"global_reach"	"siGOLD"	10
"2146"	"global_reach"	"glutamatergic"	0
"2147"	"global_reach"	"serotonergic"	4
"2148"	"global_reach"	"cholinergic"	8
"2149"	"global_reach"	"adrenergic"	0
"2150"	"global_reach"	"dopaminergic"	0
"2151"	"head_trunk"	"ectoderm"	214
"2152"	"head_trunk"	"episphere"	138
"2153"	"head_trunk"	"segment_0"	7
"2154"	"head_trunk"	"segment_1"	48
"2155"	"head_trunk"	"segment_2"	4
"2156"	"head_trunk"	"segment_3"	5
"2157"	"head_trunk"	"torso"	76
"2158"	"head_trunk"	"pygidium"	10
"2159"	"head_trunk"	"neurosecretory_plexus"	0
"2160"	"head_trunk"	"mushroom body"	17
"2161"	"head_trunk"	"Apical_organ"	0
"2162"	"head_trunk"	"Dorsal_sensory_organ"	8
"2163"	"head_trunk"	"Dorsolateral_sense_organs"	0
"2164"	"head_trunk"	"antenna"	10
"2165"	"head_trunk"	"eyespot"	0
"2166"	"head_trunk"	"mechanosensory_girdle"	62
"2167"	"head_trunk"	"nuchal organ"	0
"2168"	"head_trunk"	"Sensory neuron"	44
"2169"	"head_trunk"	"sensory_motor_neuron"	1
"2170"	"head_trunk"	"sensory_neurosecretory_neuron"	0
"2171"	"head_trunk"	"interneuron"	137
"2172"	"head_trunk"	"premotor"	42
"2173"	"head_trunk"	"motorneuron"	27
"2174"	"head_trunk"	"ciliomotors"	11
"2175"	"head_trunk"	"rhabdomeric photoreceptor"	0
"2176"	"head_trunk"	"ciliary photoreceptor"	0
"2177"	"head_trunk"	"sensory_cilia"	33
"2178"	"head_trunk"	"Uniciliated_penetrating_cell"	30
"2179"	"head_trunk"	"Biciliated_penetrating_cell"	1
"2180"	"head_trunk"	"Uniciliated_nonpenetrating_cell"	2
"2181"	"head_trunk"	"Biciliated_nonpenetrating_cell"	0
"2182"	"head_trunk"	"Multiciliated_penetrating_cell"	0
"2183"	"head_trunk"	"dense cored vesicles"	78
"2184"	"head_trunk"	"asymmetric neuron"	0
"2185"	"head_trunk"	"biaxonal"	9
"2186"	"head_trunk"	"decussating"	74
"2187"	"head_trunk"	"commissural"	20
"2188"	"head_trunk"	"ipsilateral"	82
"2189"	"head_trunk"	"contralateral"	96
"2190"	"head_trunk"	"pseudounipolar"	16
"2191"	"head_trunk"	"descending"	67
"2192"	"head_trunk"	"ascending"	54
"2193"	"head_trunk"	"global_reach"	39
"2194"	"head_trunk"	"head_trunk"	214
"2195"	"head_trunk"	"siGOLD"	25
"2196"	"head_trunk"	"glutamatergic"	25
"2197"	"head_trunk"	"serotonergic"	4
"2198"	"head_trunk"	"cholinergic"	11
"2199"	"head_trunk"	"adrenergic"	0
"2200"	"head_trunk"	"dopaminergic"	0
"2201"	"siGOLD"	"ectoderm"	105
"2202"	"siGOLD"	"episphere"	43
"2203"	"siGOLD"	"segment_0"	0
"2204"	"siGOLD"	"segment_1"	20
"2205"	"siGOLD"	"segment_2"	23
"2206"	"siGOLD"	"segment_3"	9
"2207"	"siGOLD"	"torso"	62
"2208"	"siGOLD"	"pygidium"	10
"2209"	"siGOLD"	"neurosecretory_plexus"	6
"2210"	"siGOLD"	"mushroom body"	4
"2211"	"siGOLD"	"Apical_organ"	4
"2212"	"siGOLD"	"Dorsal_sensory_organ"	0
"2213"	"siGOLD"	"Dorsolateral_sense_organs"	5
"2214"	"siGOLD"	"antenna"	1
"2215"	"siGOLD"	"eyespot"	0
"2216"	"siGOLD"	"mechanosensory_girdle"	24
"2217"	"siGOLD"	"nuchal organ"	13
"2218"	"siGOLD"	"Sensory neuron"	33
"2219"	"siGOLD"	"sensory_motor_neuron"	2
"2220"	"siGOLD"	"sensory_neurosecretory_neuron"	4
"2221"	"siGOLD"	"interneuron"	59
"2222"	"siGOLD"	"premotor"	30
"2223"	"siGOLD"	"motorneuron"	4
"2224"	"siGOLD"	"ciliomotors"	2
"2225"	"siGOLD"	"rhabdomeric photoreceptor"	0
"2226"	"siGOLD"	"ciliary photoreceptor"	0
"2227"	"siGOLD"	"sensory_cilia"	30
"2228"	"siGOLD"	"Uniciliated_penetrating_cell"	2
"2229"	"siGOLD"	"Biciliated_penetrating_cell"	1
"2230"	"siGOLD"	"Uniciliated_nonpenetrating_cell"	25
"2231"	"siGOLD"	"Biciliated_nonpenetrating_cell"	1
"2232"	"siGOLD"	"Multiciliated_penetrating_cell"	0
"2233"	"siGOLD"	"dense cored vesicles"	96
"2234"	"siGOLD"	"asymmetric neuron"	3
"2235"	"siGOLD"	"biaxonal"	2
"2236"	"siGOLD"	"decussating"	5
"2237"	"siGOLD"	"commissural"	24
"2238"	"siGOLD"	"ipsilateral"	35
"2239"	"siGOLD"	"contralateral"	51
"2240"	"siGOLD"	"pseudounipolar"	15
"2241"	"siGOLD"	"descending"	17
"2242"	"siGOLD"	"ascending"	32
"2243"	"siGOLD"	"global_reach"	10
"2244"	"siGOLD"	"head_trunk"	25
"2245"	"siGOLD"	"siGOLD"	105
"2246"	"siGOLD"	"glutamatergic"	1
"2247"	"siGOLD"	"serotonergic"	0
"2248"	"siGOLD"	"cholinergic"	1
"2249"	"siGOLD"	"adrenergic"	0
"2250"	"siGOLD"	"dopaminergic"	1
"2251"	"glutamatergic"	"ectoderm"	69
"2252"	"glutamatergic"	"episphere"	48
"2253"	"glutamatergic"	"segment_0"	4
"2254"	"glutamatergic"	"segment_1"	3
"2255"	"glutamatergic"	"segment_2"	2
"2256"	"glutamatergic"	"segment_3"	2
"2257"	"glutamatergic"	"torso"	21
"2258"	"glutamatergic"	"pygidium"	10
"2259"	"glutamatergic"	"neurosecretory_plexus"	0
"2260"	"glutamatergic"	"mushroom body"	0
"2261"	"glutamatergic"	"Apical_organ"	0
"2262"	"glutamatergic"	"Dorsal_sensory_organ"	8
"2263"	"glutamatergic"	"Dorsolateral_sense_organs"	0
"2264"	"glutamatergic"	"antenna"	10
"2265"	"glutamatergic"	"eyespot"	0
"2266"	"glutamatergic"	"mechanosensory_girdle"	45
"2267"	"glutamatergic"	"nuchal organ"	0
"2268"	"glutamatergic"	"Sensory neuron"	69
"2269"	"glutamatergic"	"sensory_motor_neuron"	0
"2270"	"glutamatergic"	"sensory_neurosecretory_neuron"	0
"2271"	"glutamatergic"	"interneuron"	0
"2272"	"glutamatergic"	"premotor"	0
"2273"	"glutamatergic"	"motorneuron"	0
"2274"	"glutamatergic"	"ciliomotors"	0
"2275"	"glutamatergic"	"rhabdomeric photoreceptor"	24
"2276"	"glutamatergic"	"ciliary photoreceptor"	0
"2277"	"glutamatergic"	"sensory_cilia"	45
"2278"	"glutamatergic"	"Uniciliated_penetrating_cell"	45
"2279"	"glutamatergic"	"Biciliated_penetrating_cell"	0
"2280"	"glutamatergic"	"Uniciliated_nonpenetrating_cell"	0
"2281"	"glutamatergic"	"Biciliated_nonpenetrating_cell"	0
"2282"	"glutamatergic"	"Multiciliated_penetrating_cell"	0
"2283"	"glutamatergic"	"dense cored vesicles"	7
"2284"	"glutamatergic"	"asymmetric neuron"	0
"2285"	"glutamatergic"	"biaxonal"	0
"2286"	"glutamatergic"	"decussating"	0
"2287"	"glutamatergic"	"commissural"	3
"2288"	"glutamatergic"	"ipsilateral"	48
"2289"	"glutamatergic"	"contralateral"	17
"2290"	"glutamatergic"	"pseudounipolar"	0
"2291"	"glutamatergic"	"descending"	25
"2292"	"glutamatergic"	"ascending"	0
"2293"	"glutamatergic"	"global_reach"	0
"2294"	"glutamatergic"	"head_trunk"	25
"2295"	"glutamatergic"	"siGOLD"	1
"2296"	"glutamatergic"	"glutamatergic"	69
"2297"	"glutamatergic"	"serotonergic"	0
"2298"	"glutamatergic"	"cholinergic"	0
"2299"	"glutamatergic"	"adrenergic"	0
"2300"	"glutamatergic"	"dopaminergic"	0
"2301"	"serotonergic"	"ectoderm"	4
"2302"	"serotonergic"	"episphere"	2
"2303"	"serotonergic"	"segment_0"	0
"2304"	"serotonergic"	"segment_1"	2
"2305"	"serotonergic"	"segment_2"	0
"2306"	"serotonergic"	"segment_3"	0
"2307"	"serotonergic"	"torso"	2
"2308"	"serotonergic"	"pygidium"	0
"2309"	"serotonergic"	"neurosecretory_plexus"	0
"2310"	"serotonergic"	"mushroom body"	0
"2311"	"serotonergic"	"Apical_organ"	0
"2312"	"serotonergic"	"Dorsal_sensory_organ"	0
"2313"	"serotonergic"	"Dorsolateral_sense_organs"	0
"2314"	"serotonergic"	"antenna"	0
"2315"	"serotonergic"	"eyespot"	0
"2316"	"serotonergic"	"mechanosensory_girdle"	0
"2317"	"serotonergic"	"nuchal organ"	0
"2318"	"serotonergic"	"Sensory neuron"	0
"2319"	"serotonergic"	"sensory_motor_neuron"	0
"2320"	"serotonergic"	"sensory_neurosecretory_neuron"	0
"2321"	"serotonergic"	"interneuron"	0
"2322"	"serotonergic"	"premotor"	0
"2323"	"serotonergic"	"motorneuron"	4
"2324"	"serotonergic"	"ciliomotors"	4
"2325"	"serotonergic"	"rhabdomeric photoreceptor"	0
"2326"	"serotonergic"	"ciliary photoreceptor"	0
"2327"	"serotonergic"	"sensory_cilia"	0
"2328"	"serotonergic"	"Uniciliated_penetrating_cell"	0
"2329"	"serotonergic"	"Biciliated_penetrating_cell"	0
"2330"	"serotonergic"	"Uniciliated_nonpenetrating_cell"	0
"2331"	"serotonergic"	"Biciliated_nonpenetrating_cell"	0
"2332"	"serotonergic"	"Multiciliated_penetrating_cell"	0
"2333"	"serotonergic"	"dense cored vesicles"	4
"2334"	"serotonergic"	"asymmetric neuron"	0
"2335"	"serotonergic"	"biaxonal"	2
"2336"	"serotonergic"	"decussating"	2
"2337"	"serotonergic"	"commissural"	1
"2338"	"serotonergic"	"ipsilateral"	0
"2339"	"serotonergic"	"contralateral"	3
"2340"	"serotonergic"	"pseudounipolar"	0
"2341"	"serotonergic"	"descending"	1
"2342"	"serotonergic"	"ascending"	0
"2343"	"serotonergic"	"global_reach"	4
"2344"	"serotonergic"	"head_trunk"	4
"2345"	"serotonergic"	"siGOLD"	0
"2346"	"serotonergic"	"glutamatergic"	0
"2347"	"serotonergic"	"serotonergic"	4
"2348"	"serotonergic"	"cholinergic"	0
"2349"	"serotonergic"	"adrenergic"	0
"2350"	"serotonergic"	"dopaminergic"	0
"2351"	"cholinergic"	"ectoderm"	18
"2352"	"cholinergic"	"episphere"	13
"2353"	"cholinergic"	"segment_0"	0
"2354"	"cholinergic"	"segment_1"	5
"2355"	"cholinergic"	"segment_2"	0
"2356"	"cholinergic"	"segment_3"	0
"2357"	"cholinergic"	"torso"	5
"2358"	"cholinergic"	"pygidium"	0
"2359"	"cholinergic"	"neurosecretory_plexus"	0
"2360"	"cholinergic"	"mushroom body"	0
"2361"	"cholinergic"	"Apical_organ"	0
"2362"	"cholinergic"	"Dorsal_sensory_organ"	0
"2363"	"cholinergic"	"Dorsolateral_sense_organs"	2
"2364"	"cholinergic"	"antenna"	0
"2365"	"cholinergic"	"eyespot"	2
"2366"	"cholinergic"	"mechanosensory_girdle"	2
"2367"	"cholinergic"	"nuchal organ"	0
"2368"	"cholinergic"	"Sensory neuron"	9
"2369"	"cholinergic"	"sensory_motor_neuron"	2
"2370"	"cholinergic"	"sensory_neurosecretory_neuron"	0
"2371"	"cholinergic"	"interneuron"	0
"2372"	"cholinergic"	"premotor"	0
"2373"	"cholinergic"	"motorneuron"	9
"2374"	"cholinergic"	"ciliomotors"	5
"2375"	"cholinergic"	"rhabdomeric photoreceptor"	0
"2376"	"cholinergic"	"ciliary photoreceptor"	0
"2377"	"cholinergic"	"sensory_cilia"	7
"2378"	"cholinergic"	"Uniciliated_penetrating_cell"	7
"2379"	"cholinergic"	"Biciliated_penetrating_cell"	0
"2380"	"cholinergic"	"Uniciliated_nonpenetrating_cell"	0
"2381"	"cholinergic"	"Biciliated_nonpenetrating_cell"	0
"2382"	"cholinergic"	"Multiciliated_penetrating_cell"	0
"2383"	"cholinergic"	"dense cored vesicles"	7
"2384"	"cholinergic"	"asymmetric neuron"	0
"2385"	"cholinergic"	"biaxonal"	3
"2386"	"cholinergic"	"decussating"	6
"2387"	"cholinergic"	"commissural"	0
"2388"	"cholinergic"	"ipsilateral"	9
"2389"	"cholinergic"	"contralateral"	6
"2390"	"cholinergic"	"pseudounipolar"	0
"2391"	"cholinergic"	"descending"	2
"2392"	"cholinergic"	"ascending"	1
"2393"	"cholinergic"	"global_reach"	8
"2394"	"cholinergic"	"head_trunk"	11
"2395"	"cholinergic"	"siGOLD"	1
"2396"	"cholinergic"	"glutamatergic"	0
"2397"	"cholinergic"	"serotonergic"	0
"2398"	"cholinergic"	"cholinergic"	18
"2399"	"cholinergic"	"adrenergic"	0
"2400"	"cholinergic"	"dopaminergic"	0
"2401"	"adrenergic"	"ectoderm"	1
"2402"	"adrenergic"	"episphere"	1
"2403"	"adrenergic"	"segment_0"	0
"2404"	"adrenergic"	"segment_1"	0
"2405"	"adrenergic"	"segment_2"	0
"2406"	"adrenergic"	"segment_3"	0
"2407"	"adrenergic"	"torso"	0
"2408"	"adrenergic"	"pygidium"	0
"2409"	"adrenergic"	"neurosecretory_plexus"	0
"2410"	"adrenergic"	"mushroom body"	0
"2411"	"adrenergic"	"Apical_organ"	0
"2412"	"adrenergic"	"Dorsal_sensory_organ"	0
"2413"	"adrenergic"	"Dorsolateral_sense_organs"	0
"2414"	"adrenergic"	"antenna"	0
"2415"	"adrenergic"	"eyespot"	0
"2416"	"adrenergic"	"mechanosensory_girdle"	0
"2417"	"adrenergic"	"nuchal organ"	0
"2418"	"adrenergic"	"Sensory neuron"	0
"2419"	"adrenergic"	"sensory_motor_neuron"	0
"2420"	"adrenergic"	"sensory_neurosecretory_neuron"	0
"2421"	"adrenergic"	"interneuron"	1
"2422"	"adrenergic"	"premotor"	1
"2423"	"adrenergic"	"motorneuron"	0
"2424"	"adrenergic"	"ciliomotors"	1
"2425"	"adrenergic"	"rhabdomeric photoreceptor"	0
"2426"	"adrenergic"	"ciliary photoreceptor"	0
"2427"	"adrenergic"	"sensory_cilia"	0
"2428"	"adrenergic"	"Uniciliated_penetrating_cell"	0
"2429"	"adrenergic"	"Biciliated_penetrating_cell"	0
"2430"	"adrenergic"	"Uniciliated_nonpenetrating_cell"	0
"2431"	"adrenergic"	"Biciliated_nonpenetrating_cell"	0
"2432"	"adrenergic"	"Multiciliated_penetrating_cell"	0
"2433"	"adrenergic"	"dense cored vesicles"	1
"2434"	"adrenergic"	"asymmetric neuron"	1
"2435"	"adrenergic"	"biaxonal"	0
"2436"	"adrenergic"	"decussating"	0
"2437"	"adrenergic"	"commissural"	0
"2438"	"adrenergic"	"ipsilateral"	0
"2439"	"adrenergic"	"contralateral"	0
"2440"	"adrenergic"	"pseudounipolar"	0
"2441"	"adrenergic"	"descending"	0
"2442"	"adrenergic"	"ascending"	0
"2443"	"adrenergic"	"global_reach"	0
"2444"	"adrenergic"	"head_trunk"	0
"2445"	"adrenergic"	"siGOLD"	0
"2446"	"adrenergic"	"glutamatergic"	0
"2447"	"adrenergic"	"serotonergic"	0
"2448"	"adrenergic"	"cholinergic"	0
"2449"	"adrenergic"	"adrenergic"	1
"2450"	"adrenergic"	"dopaminergic"	0
"2451"	"dopaminergic"	"ectoderm"	1
"2452"	"dopaminergic"	"episphere"	1
"2453"	"dopaminergic"	"segment_0"	0
"2454"	"dopaminergic"	"segment_1"	0
"2455"	"dopaminergic"	"segment_2"	0
"2456"	"dopaminergic"	"segment_3"	0
"2457"	"dopaminergic"	"torso"	0
"2458"	"dopaminergic"	"pygidium"	0
"2459"	"dopaminergic"	"neurosecretory_plexus"	0
"2460"	"dopaminergic"	"mushroom body"	0
"2461"	"dopaminergic"	"Apical_organ"	0
"2462"	"dopaminergic"	"Dorsal_sensory_organ"	0
"2463"	"dopaminergic"	"Dorsolateral_sense_organs"	0
"2464"	"dopaminergic"	"antenna"	0
"2465"	"dopaminergic"	"eyespot"	0
"2466"	"dopaminergic"	"mechanosensory_girdle"	0
"2467"	"dopaminergic"	"nuchal organ"	0
"2468"	"dopaminergic"	"Sensory neuron"	0
"2469"	"dopaminergic"	"sensory_motor_neuron"	0
"2470"	"dopaminergic"	"sensory_neurosecretory_neuron"	0
"2471"	"dopaminergic"	"interneuron"	1
"2472"	"dopaminergic"	"premotor"	1
"2473"	"dopaminergic"	"motorneuron"	0
"2474"	"dopaminergic"	"ciliomotors"	0
"2475"	"dopaminergic"	"rhabdomeric photoreceptor"	0
"2476"	"dopaminergic"	"ciliary photoreceptor"	0
"2477"	"dopaminergic"	"sensory_cilia"	0
"2478"	"dopaminergic"	"Uniciliated_penetrating_cell"	0
"2479"	"dopaminergic"	"Biciliated_penetrating_cell"	0
"2480"	"dopaminergic"	"Uniciliated_nonpenetrating_cell"	0
"2481"	"dopaminergic"	"Biciliated_nonpenetrating_cell"	0
"2482"	"dopaminergic"	"Multiciliated_penetrating_cell"	0
"2483"	"dopaminergic"	"dense cored vesicles"	1
"2484"	"dopaminergic"	"asymmetric neuron"	1
"2485"	"dopaminergic"	"biaxonal"	0
"2486"	"dopaminergic"	"decussating"	0
"2487"	"dopaminergic"	"commissural"	0
"2488"	"dopaminergic"	"ipsilateral"	0
"2489"	"dopaminergic"	"contralateral"	0
"2490"	"dopaminergic"	"pseudounipolar"	0
"2491"	"dopaminergic"	"descending"	0
"2492"	"dopaminergic"	"ascending"	0
"2493"	"dopaminergic"	"global_reach"	0
"2494"	"dopaminergic"	"head_trunk"	0
"2495"	"dopaminergic"	"siGOLD"	1
"2496"	"dopaminergic"	"glutamatergic"	0
"2497"	"dopaminergic"	"serotonergic"	0
"2498"	"dopaminergic"	"cholinergic"	0
"2499"	"dopaminergic"	"adrenergic"	0
"2500"	"dopaminergic"	"dopaminergic"	1
