"annotation1"	"annotation2"	"number"
"1102"	"motorneuron"	"episphere"	22
"1103"	"motorneuron"	"segment_0"	1
"1104"	"motorneuron"	"segment_1"	64
"1105"	"motorneuron"	"segment_2"	88
"1106"	"motorneuron"	"segment_3"	69
"1107"	"motorneuron"	"torso"	227
"1108"	"motorneuron"	"pygidium"	5
"1109"	"motorneuron"	"neurosecretory_plexus"	0
"1110"	"motorneuron"	"mushroom body"	0
"1111"	"motorneuron"	"Apical_organ"	0
"1112"	"motorneuron"	"Dorsal_sensory_organ"	0
"1113"	"motorneuron"	"Dorsolateral_sense_organs"	0
"1114"	"motorneuron"	"antenna"	0
"1115"	"motorneuron"	"eyespot"	0
"1116"	"motorneuron"	"mechanosensory_girdle"	6
"1117"	"motorneuron"	"nuchal organ"	0
"1118"	"motorneuron"	"Sensory neuron"	0
"1119"	"motorneuron"	"sensory_motor_neuron"	0
"1120"	"motorneuron"	"sensory_neurosecretory_neuron"	0
"1121"	"motorneuron"	"interneuron"	0
"1122"	"motorneuron"	"premotor"	1
"1123"	"motorneuron"	"motorneuron"	251
"1124"	"motorneuron"	"ciliomotors"	11
"1125"	"motorneuron"	"rhabdomeric photoreceptor"	0
"1126"	"motorneuron"	"ciliary photoreceptor"	0
"1127"	"motorneuron"	"sensory_cilia"	0
"1128"	"motorneuron"	"Uniciliated_penetrating_cell"	0
"1129"	"motorneuron"	"Biciliated_penetrating_cell"	0
"1130"	"motorneuron"	"Uniciliated_nonpenetrating_cell"	0
"1131"	"motorneuron"	"Biciliated_nonpenetrating_cell"	0
"1132"	"motorneuron"	"Multiciliated_penetrating_cell"	0
"1133"	"motorneuron"	"dense cored vesicles"	32
"1134"	"motorneuron"	"asymmetric neuron"	0
"1135"	"motorneuron"	"biaxonal"	9
"1136"	"motorneuron"	"decussating"	14
"1137"	"motorneuron"	"commissural"	117
"1138"	"motorneuron"	"ipsilateral"	71
"1139"	"motorneuron"	"contralateral"	131
"1140"	"motorneuron"	"pseudounipolar"	18
"1141"	"motorneuron"	"descending"	30
"1142"	"motorneuron"	"ascending"	28
"1143"	"motorneuron"	"global_reach"	21
"1144"	"motorneuron"	"head_trunk"	27
"1145"	"motorneuron"	"siGOLD"	4
"1146"	"motorneuron"	"glutamatergic"	0
"1147"	"motorneuron"	"serotonergic"	4
"1148"	"motorneuron"	"cholinergic"	9
"1149"	"motorneuron"	"adrenergic"	0
"1150"	"motorneuron"	"dopaminergic"	0
"1151"	"ciliomotors"	"ectoderm"	13
"1152"	"ciliomotors"	"episphere"	8
"1153"	"ciliomotors"	"segment_0"	0
"1154"	"ciliomotors"	"segment_1"	4
"1155"	"ciliomotors"	"segment_2"	0
"1156"	"ciliomotors"	"segment_3"	0
"1157"	"ciliomotors"	"torso"	5
"1158"	"ciliomotors"	"pygidium"	1
"1159"	"ciliomotors"	"neurosecretory_plexus"	0
"1160"	"ciliomotors"	"mushroom body"	0
"1161"	"ciliomotors"	"Apical_organ"	0
"1162"	"ciliomotors"	"Dorsal_sensory_organ"	0
"1163"	"ciliomotors"	"Dorsolateral_sense_organs"	0
"1164"	"ciliomotors"	"antenna"	0
"1165"	"ciliomotors"	"eyespot"	0
"1166"	"ciliomotors"	"mechanosensory_girdle"	5
"1167"	"ciliomotors"	"nuchal organ"	0
"1168"	"ciliomotors"	"Sensory neuron"	1
"1169"	"ciliomotors"	"sensory_motor_neuron"	1
"1170"	"ciliomotors"	"sensory_neurosecretory_neuron"	0
"1171"	"ciliomotors"	"interneuron"	1
"1172"	"ciliomotors"	"premotor"	1
"1173"	"ciliomotors"	"motorneuron"	11
"1174"	"ciliomotors"	"ciliomotors"	13
"1175"	"ciliomotors"	"rhabdomeric photoreceptor"	0
"1176"	"ciliomotors"	"ciliary photoreceptor"	0
"1177"	"ciliomotors"	"sensory_cilia"	1
"1178"	"ciliomotors"	"Uniciliated_penetrating_cell"	0
"1179"	"ciliomotors"	"Biciliated_penetrating_cell"	1
"1180"	"ciliomotors"	"Uniciliated_nonpenetrating_cell"	0
"1181"	"ciliomotors"	"Biciliated_nonpenetrating_cell"	0
"1182"	"ciliomotors"	"Multiciliated_penetrating_cell"	0
"1183"	"ciliomotors"	"dense cored vesicles"	12
"1184"	"ciliomotors"	"asymmetric neuron"	1
"1185"	"ciliomotors"	"biaxonal"	7
"1186"	"ciliomotors"	"decussating"	6
"1187"	"ciliomotors"	"commissural"	1
"1188"	"ciliomotors"	"ipsilateral"	0
"1189"	"ciliomotors"	"contralateral"	7
"1190"	"ciliomotors"	"pseudounipolar"	0
"1191"	"ciliomotors"	"descending"	3
"1192"	"ciliomotors"	"ascending"	2
"1193"	"ciliomotors"	"global_reach"	11
"1194"	"ciliomotors"	"head_trunk"	11
"1195"	"ciliomotors"	"siGOLD"	2
"1196"	"ciliomotors"	"glutamatergic"	0
"1197"	"ciliomotors"	"serotonergic"	4
"1198"	"ciliomotors"	"cholinergic"	5
"1199"	"ciliomotors"	"adrenergic"	1
"1200"	"ciliomotors"	"dopaminergic"	0
"1201"	"rhabdomeric photoreceptor"	"ectoderm"	24
"1202"	"rhabdomeric photoreceptor"	"episphere"	24
"1203"	"rhabdomeric photoreceptor"	"segment_0"	0
"1204"	"rhabdomeric photoreceptor"	"segment_1"	0
"1205"	"rhabdomeric photoreceptor"	"segment_2"	0
"1206"	"rhabdomeric photoreceptor"	"segment_3"	0
"1207"	"rhabdomeric photoreceptor"	"torso"	0
"1208"	"rhabdomeric photoreceptor"	"pygidium"	0
"1209"	"rhabdomeric photoreceptor"	"neurosecretory_plexus"	0
"1210"	"rhabdomeric photoreceptor"	"mushroom body"	0
"1211"	"rhabdomeric photoreceptor"	"Apical_organ"	0
"1212"	"rhabdomeric photoreceptor"	"Dorsal_sensory_organ"	0
"1213"	"rhabdomeric photoreceptor"	"Dorsolateral_sense_organs"	0
"1214"	"rhabdomeric photoreceptor"	"antenna"	0
"1215"	"rhabdomeric photoreceptor"	"eyespot"	0
"1216"	"rhabdomeric photoreceptor"	"mechanosensory_girdle"	0
"1217"	"rhabdomeric photoreceptor"	"nuchal organ"	0
"1218"	"rhabdomeric photoreceptor"	"Sensory neuron"	24
"1219"	"rhabdomeric photoreceptor"	"sensory_motor_neuron"	0
"1220"	"rhabdomeric photoreceptor"	"sensory_neurosecretory_neuron"	0
"1221"	"rhabdomeric photoreceptor"	"interneuron"	0
"1222"	"rhabdomeric photoreceptor"	"premotor"	0
"1223"	"rhabdomeric photoreceptor"	"motorneuron"	0
"1224"	"rhabdomeric photoreceptor"	"ciliomotors"	0
"1225"	"rhabdomeric photoreceptor"	"rhabdomeric photoreceptor"	24
"1226"	"rhabdomeric photoreceptor"	"ciliary photoreceptor"	0
"1227"	"rhabdomeric photoreceptor"	"sensory_cilia"	0
"1228"	"rhabdomeric photoreceptor"	"Uniciliated_penetrating_cell"	0
"1229"	"rhabdomeric photoreceptor"	"Biciliated_penetrating_cell"	0
"1230"	"rhabdomeric photoreceptor"	"Uniciliated_nonpenetrating_cell"	0
"1231"	"rhabdomeric photoreceptor"	"Biciliated_nonpenetrating_cell"	0
"1232"	"rhabdomeric photoreceptor"	"Multiciliated_penetrating_cell"	0
"1233"	"rhabdomeric photoreceptor"	"dense cored vesicles"	0
"1234"	"rhabdomeric photoreceptor"	"asymmetric neuron"	0
"1235"	"rhabdomeric photoreceptor"	"biaxonal"	0
"1236"	"rhabdomeric photoreceptor"	"decussating"	0
"1237"	"rhabdomeric photoreceptor"	"commissural"	0
"1238"	"rhabdomeric photoreceptor"	"ipsilateral"	3
"1239"	"rhabdomeric photoreceptor"	"contralateral"	14
"1240"	"rhabdomeric photoreceptor"	"pseudounipolar"	0
"1241"	"rhabdomeric photoreceptor"	"descending"	0
"1242"	"rhabdomeric photoreceptor"	"ascending"	0
"1243"	"rhabdomeric photoreceptor"	"global_reach"	0
"1244"	"rhabdomeric photoreceptor"	"head_trunk"	0
"1245"	"rhabdomeric photoreceptor"	"siGOLD"	0
"1246"	"rhabdomeric photoreceptor"	"glutamatergic"	24
"1247"	"rhabdomeric photoreceptor"	"serotonergic"	0
"1248"	"rhabdomeric photoreceptor"	"cholinergic"	0
"1249"	"rhabdomeric photoreceptor"	"adrenergic"	0
"1250"	"rhabdomeric photoreceptor"	"dopaminergic"	0
"1251"	"ciliary photoreceptor"	"ectoderm"	4
"1252"	"ciliary photoreceptor"	"episphere"	4
"1253"	"ciliary photoreceptor"	"segment_0"	0
"1254"	"ciliary photoreceptor"	"segment_1"	0
"1255"	"ciliary photoreceptor"	"segment_2"	0
"1256"	"ciliary photoreceptor"	"segment_3"	0
"1257"	"ciliary photoreceptor"	"torso"	0
"1258"	"ciliary photoreceptor"	"pygidium"	0
"1259"	"ciliary photoreceptor"	"neurosecretory_plexus"	4
"1260"	"ciliary photoreceptor"	"mushroom body"	0
"1261"	"ciliary photoreceptor"	"Apical_organ"	4
"1262"	"ciliary photoreceptor"	"Dorsal_sensory_organ"	0
"1263"	"ciliary photoreceptor"	"Dorsolateral_sense_organs"	0
"1264"	"ciliary photoreceptor"	"antenna"	0
"1265"	"ciliary photoreceptor"	"eyespot"	0
"1266"	"ciliary photoreceptor"	"mechanosensory_girdle"	0
"1267"	"ciliary photoreceptor"	"nuchal organ"	0
"1268"	"ciliary photoreceptor"	"Sensory neuron"	4
"1269"	"ciliary photoreceptor"	"sensory_motor_neuron"	0
"1270"	"ciliary photoreceptor"	"sensory_neurosecretory_neuron"	4
"1271"	"ciliary photoreceptor"	"interneuron"	0
"1272"	"ciliary photoreceptor"	"premotor"	0
"1273"	"ciliary photoreceptor"	"motorneuron"	0
"1274"	"ciliary photoreceptor"	"ciliomotors"	0
"1275"	"ciliary photoreceptor"	"rhabdomeric photoreceptor"	0
"1276"	"ciliary photoreceptor"	"ciliary photoreceptor"	4
"1277"	"ciliary photoreceptor"	"sensory_cilia"	4
"1278"	"ciliary photoreceptor"	"Uniciliated_penetrating_cell"	0
"1279"	"ciliary photoreceptor"	"Biciliated_penetrating_cell"	0
"1280"	"ciliary photoreceptor"	"Uniciliated_nonpenetrating_cell"	0
"1281"	"ciliary photoreceptor"	"Biciliated_nonpenetrating_cell"	0
"1282"	"ciliary photoreceptor"	"Multiciliated_penetrating_cell"	0
"1283"	"ciliary photoreceptor"	"dense cored vesicles"	4
"1284"	"ciliary photoreceptor"	"asymmetric neuron"	0
"1285"	"ciliary photoreceptor"	"biaxonal"	0
"1286"	"ciliary photoreceptor"	"decussating"	0
"1287"	"ciliary photoreceptor"	"commissural"	0
"1288"	"ciliary photoreceptor"	"ipsilateral"	0
"1289"	"ciliary photoreceptor"	"contralateral"	4
"1290"	"ciliary photoreceptor"	"pseudounipolar"	0
"1291"	"ciliary photoreceptor"	"descending"	0
"1292"	"ciliary photoreceptor"	"ascending"	0
"1293"	"ciliary photoreceptor"	"global_reach"	0
"1294"	"ciliary photoreceptor"	"head_trunk"	0
"1295"	"ciliary photoreceptor"	"siGOLD"	0
"1296"	"ciliary photoreceptor"	"glutamatergic"	0
"1297"	"ciliary photoreceptor"	"serotonergic"	0
"1298"	"ciliary photoreceptor"	"cholinergic"	0
"1299"	"ciliary photoreceptor"	"adrenergic"	0
"1300"	"ciliary photoreceptor"	"dopaminergic"	0
"1301"	"sensory_cilia"	"ectoderm"	499
"1302"	"sensory_cilia"	"episphere"	283
"1303"	"sensory_cilia"	"segment_0"	14
"1304"	"sensory_cilia"	"segment_1"	61
"1305"	"sensory_cilia"	"segment_2"	50
"1306"	"sensory_cilia"	"segment_3"	53
"1307"	"sensory_cilia"	"torso"	216
"1308"	"sensory_cilia"	"pygidium"	38
"1309"	"sensory_cilia"	"neurosecretory_plexus"	70
"1310"	"sensory_cilia"	"mushroom body"	51
"1311"	"sensory_cilia"	"Apical_organ"	35
"1312"	"sensory_cilia"	"Dorsal_sensory_organ"	15
"1313"	"sensory_cilia"	"Dorsolateral_sense_organs"	79
"1314"	"sensory_cilia"	"antenna"	27
"1315"	"sensory_cilia"	"eyespot"	5
"1316"	"sensory_cilia"	"mechanosensory_girdle"	200
"1317"	"sensory_cilia"	"nuchal organ"	36
"1318"	"sensory_cilia"	"Sensory neuron"	474
"1319"	"sensory_cilia"	"sensory_motor_neuron"	7
"1320"	"sensory_cilia"	"sensory_neurosecretory_neuron"	70
"1321"	"sensory_cilia"	"interneuron"	0
"1322"	"sensory_cilia"	"premotor"	0
"1323"	"sensory_cilia"	"motorneuron"	0
"1324"	"sensory_cilia"	"ciliomotors"	1
"1325"	"sensory_cilia"	"rhabdomeric photoreceptor"	0
"1326"	"sensory_cilia"	"ciliary photoreceptor"	4
"1327"	"sensory_cilia"	"sensory_cilia"	499
"1328"	"sensory_cilia"	"Uniciliated_penetrating_cell"	200
"1329"	"sensory_cilia"	"Biciliated_penetrating_cell"	53
"1330"	"sensory_cilia"	"Uniciliated_nonpenetrating_cell"	200
"1331"	"sensory_cilia"	"Biciliated_nonpenetrating_cell"	14
"1332"	"sensory_cilia"	"Multiciliated_penetrating_cell"	6
"1333"	"sensory_cilia"	"dense cored vesicles"	176
"1334"	"sensory_cilia"	"asymmetric neuron"	10
"1335"	"sensory_cilia"	"biaxonal"	0
"1336"	"sensory_cilia"	"decussating"	0
"1337"	"sensory_cilia"	"commissural"	3
"1338"	"sensory_cilia"	"ipsilateral"	291
"1339"	"sensory_cilia"	"contralateral"	160
"1340"	"sensory_cilia"	"pseudounipolar"	5
"1341"	"sensory_cilia"	"descending"	40
"1342"	"sensory_cilia"	"ascending"	16
"1343"	"sensory_cilia"	"global_reach"	2
"1344"	"sensory_cilia"	"head_trunk"	33
"1345"	"sensory_cilia"	"siGOLD"	30
"1346"	"sensory_cilia"	"glutamatergic"	45
"1347"	"sensory_cilia"	"serotonergic"	0
"1348"	"sensory_cilia"	"cholinergic"	7
"1349"	"sensory_cilia"	"adrenergic"	0
"1350"	"sensory_cilia"	"dopaminergic"	0
"1351"	"Uniciliated_penetrating_cell"	"ectoderm"	202
"1352"	"Uniciliated_penetrating_cell"	"episphere"	60
"1353"	"Uniciliated_penetrating_cell"	"segment_0"	11
"1354"	"Uniciliated_penetrating_cell"	"segment_1"	47
"1355"	"Uniciliated_penetrating_cell"	"segment_2"	31
"1356"	"Uniciliated_penetrating_cell"	"segment_3"	29
"1357"	"Uniciliated_penetrating_cell"	"torso"	142
"1358"	"Uniciliated_penetrating_cell"	"pygidium"	24
"1359"	"Uniciliated_penetrating_cell"	"neurosecretory_plexus"	0
"1360"	"Uniciliated_penetrating_cell"	"mushroom body"	2
"1361"	"Uniciliated_penetrating_cell"	"Apical_organ"	0
"1362"	"Uniciliated_penetrating_cell"	"Dorsal_sensory_organ"	12
"1363"	"Uniciliated_penetrating_cell"	"Dorsolateral_sense_organs"	2
"1364"	"Uniciliated_penetrating_cell"	"antenna"	27
"1365"	"Uniciliated_penetrating_cell"	"eyespot"	0
"1366"	"Uniciliated_penetrating_cell"	"mechanosensory_girdle"	152
"1367"	"Uniciliated_penetrating_cell"	"nuchal organ"	0
"1368"	"Uniciliated_penetrating_cell"	"Sensory neuron"	179
"1369"	"Uniciliated_penetrating_cell"	"sensory_motor_neuron"	4
"1370"	"Uniciliated_penetrating_cell"	"sensory_neurosecretory_neuron"	0
"1371"	"Uniciliated_penetrating_cell"	"interneuron"	0
"1372"	"Uniciliated_penetrating_cell"	"premotor"	0
"1373"	"Uniciliated_penetrating_cell"	"motorneuron"	0
"1374"	"Uniciliated_penetrating_cell"	"ciliomotors"	0
"1375"	"Uniciliated_penetrating_cell"	"rhabdomeric photoreceptor"	0
"1376"	"Uniciliated_penetrating_cell"	"ciliary photoreceptor"	0
"1377"	"Uniciliated_penetrating_cell"	"sensory_cilia"	200
"1378"	"Uniciliated_penetrating_cell"	"Uniciliated_penetrating_cell"	202
"1379"	"Uniciliated_penetrating_cell"	"Biciliated_penetrating_cell"	0
"1380"	"Uniciliated_penetrating_cell"	"Uniciliated_nonpenetrating_cell"	0
"1381"	"Uniciliated_penetrating_cell"	"Biciliated_nonpenetrating_cell"	0
"1382"	"Uniciliated_penetrating_cell"	"Multiciliated_penetrating_cell"	0
"1383"	"Uniciliated_penetrating_cell"	"dense cored vesicles"	10
"1384"	"Uniciliated_penetrating_cell"	"asymmetric neuron"	5
"1385"	"Uniciliated_penetrating_cell"	"biaxonal"	0
"1386"	"Uniciliated_penetrating_cell"	"decussating"	0
"1387"	"Uniciliated_penetrating_cell"	"commissural"	3
"1388"	"Uniciliated_penetrating_cell"	"ipsilateral"	175
"1389"	"Uniciliated_penetrating_cell"	"contralateral"	6
"1390"	"Uniciliated_penetrating_cell"	"pseudounipolar"	3
"1391"	"Uniciliated_penetrating_cell"	"descending"	38
"1392"	"Uniciliated_penetrating_cell"	"ascending"	4
"1393"	"Uniciliated_penetrating_cell"	"global_reach"	0
"1394"	"Uniciliated_penetrating_cell"	"head_trunk"	30
"1395"	"Uniciliated_penetrating_cell"	"siGOLD"	2
"1396"	"Uniciliated_penetrating_cell"	"glutamatergic"	45
"1397"	"Uniciliated_penetrating_cell"	"serotonergic"	0
"1398"	"Uniciliated_penetrating_cell"	"cholinergic"	7
"1399"	"Uniciliated_penetrating_cell"	"adrenergic"	0
"1400"	"Uniciliated_penetrating_cell"	"dopaminergic"	0
"1401"	"Biciliated_penetrating_cell"	"ectoderm"	53
"1402"	"Biciliated_penetrating_cell"	"episphere"	2
"1403"	"Biciliated_penetrating_cell"	"segment_0"	0
"1404"	"Biciliated_penetrating_cell"	"segment_1"	10
"1405"	"Biciliated_penetrating_cell"	"segment_2"	15
"1406"	"Biciliated_penetrating_cell"	"segment_3"	16
"1407"	"Biciliated_penetrating_cell"	"torso"	51
"1408"	"Biciliated_penetrating_cell"	"pygidium"	10
"1409"	"Biciliated_penetrating_cell"	"neurosecretory_plexus"	0
"1410"	"Biciliated_penetrating_cell"	"mushroom body"	0
"1411"	"Biciliated_penetrating_cell"	"Apical_organ"	0
"1412"	"Biciliated_penetrating_cell"	"Dorsal_sensory_organ"	0
"1413"	"Biciliated_penetrating_cell"	"Dorsolateral_sense_organs"	0
"1414"	"Biciliated_penetrating_cell"	"antenna"	0
"1415"	"Biciliated_penetrating_cell"	"eyespot"	0
"1416"	"Biciliated_penetrating_cell"	"mechanosensory_girdle"	37
"1417"	"Biciliated_penetrating_cell"	"nuchal organ"	0
"1418"	"Biciliated_penetrating_cell"	"Sensory neuron"	53
"1419"	"Biciliated_penetrating_cell"	"sensory_motor_neuron"	2
"1420"	"Biciliated_penetrating_cell"	"sensory_neurosecretory_neuron"	0
"1421"	"Biciliated_penetrating_cell"	"interneuron"	0
"1422"	"Biciliated_penetrating_cell"	"premotor"	0
"1423"	"Biciliated_penetrating_cell"	"motorneuron"	0
"1424"	"Biciliated_penetrating_cell"	"ciliomotors"	1
"1425"	"Biciliated_penetrating_cell"	"rhabdomeric photoreceptor"	0
"1426"	"Biciliated_penetrating_cell"	"ciliary photoreceptor"	0
"1427"	"Biciliated_penetrating_cell"	"sensory_cilia"	53
"1428"	"Biciliated_penetrating_cell"	"Uniciliated_penetrating_cell"	0
"1429"	"Biciliated_penetrating_cell"	"Biciliated_penetrating_cell"	53
"1430"	"Biciliated_penetrating_cell"	"Uniciliated_nonpenetrating_cell"	0
"1431"	"Biciliated_penetrating_cell"	"Biciliated_nonpenetrating_cell"	0
"1432"	"Biciliated_penetrating_cell"	"Multiciliated_penetrating_cell"	0
"1433"	"Biciliated_penetrating_cell"	"dense cored vesicles"	9
"1434"	"Biciliated_penetrating_cell"	"asymmetric neuron"	0
"1435"	"Biciliated_penetrating_cell"	"biaxonal"	0
"1436"	"Biciliated_penetrating_cell"	"decussating"	0
"1437"	"Biciliated_penetrating_cell"	"commissural"	0
"1438"	"Biciliated_penetrating_cell"	"ipsilateral"	52
"1439"	"Biciliated_penetrating_cell"	"contralateral"	0
"1440"	"Biciliated_penetrating_cell"	"pseudounipolar"	1
"1441"	"Biciliated_penetrating_cell"	"descending"	1
"1442"	"Biciliated_penetrating_cell"	"ascending"	5
"1443"	"Biciliated_penetrating_cell"	"global_reach"	1
"1444"	"Biciliated_penetrating_cell"	"head_trunk"	1
"1445"	"Biciliated_penetrating_cell"	"siGOLD"	1
"1446"	"Biciliated_penetrating_cell"	"glutamatergic"	0
"1447"	"Biciliated_penetrating_cell"	"serotonergic"	0
"1448"	"Biciliated_penetrating_cell"	"cholinergic"	0
"1449"	"Biciliated_penetrating_cell"	"adrenergic"	0
"1450"	"Biciliated_penetrating_cell"	"dopaminergic"	0
"1451"	"Uniciliated_nonpenetrating_cell"	"ectoderm"	200
"1452"	"Uniciliated_nonpenetrating_cell"	"episphere"	187
"1453"	"Uniciliated_nonpenetrating_cell"	"segment_0"	3
"1454"	"Uniciliated_nonpenetrating_cell"	"segment_1"	1
"1455"	"Uniciliated_nonpenetrating_cell"	"segment_2"	2
"1456"	"Uniciliated_nonpenetrating_cell"	"segment_3"	4
"1457"	"Uniciliated_nonpenetrating_cell"	"torso"	13
"1458"	"Uniciliated_nonpenetrating_cell"	"pygidium"	3
"1459"	"Uniciliated_nonpenetrating_cell"	"neurosecretory_plexus"	49
"1460"	"Uniciliated_nonpenetrating_cell"	"mushroom body"	46
"1461"	"Uniciliated_nonpenetrating_cell"	"Apical_organ"	16
"1462"	"Uniciliated_nonpenetrating_cell"	"Dorsal_sensory_organ"	2
"1463"	"Uniciliated_nonpenetrating_cell"	"Dorsolateral_sense_organs"	74
"1464"	"Uniciliated_nonpenetrating_cell"	"antenna"	0
"1465"	"Uniciliated_nonpenetrating_cell"	"eyespot"	0
"1466"	"Uniciliated_nonpenetrating_cell"	"mechanosensory_girdle"	7
"1467"	"Uniciliated_nonpenetrating_cell"	"nuchal organ"	36
"1468"	"Uniciliated_nonpenetrating_cell"	"Sensory neuron"	200
"1469"	"Uniciliated_nonpenetrating_cell"	"sensory_motor_neuron"	1
"1470"	"Uniciliated_nonpenetrating_cell"	"sensory_neurosecretory_neuron"	49
"1471"	"Uniciliated_nonpenetrating_cell"	"interneuron"	0
"1472"	"Uniciliated_nonpenetrating_cell"	"premotor"	0
"1473"	"Uniciliated_nonpenetrating_cell"	"motorneuron"	0
"1474"	"Uniciliated_nonpenetrating_cell"	"ciliomotors"	0
"1475"	"Uniciliated_nonpenetrating_cell"	"rhabdomeric photoreceptor"	0
"1476"	"Uniciliated_nonpenetrating_cell"	"ciliary photoreceptor"	0
"1477"	"Uniciliated_nonpenetrating_cell"	"sensory_cilia"	200
"1478"	"Uniciliated_nonpenetrating_cell"	"Uniciliated_penetrating_cell"	0
"1479"	"Uniciliated_nonpenetrating_cell"	"Biciliated_penetrating_cell"	0
"1480"	"Uniciliated_nonpenetrating_cell"	"Uniciliated_nonpenetrating_cell"	200
"1481"	"Uniciliated_nonpenetrating_cell"	"Biciliated_nonpenetrating_cell"	0
"1482"	"Uniciliated_nonpenetrating_cell"	"Multiciliated_penetrating_cell"	0
"1483"	"Uniciliated_nonpenetrating_cell"	"dense cored vesicles"	135
"1484"	"Uniciliated_nonpenetrating_cell"	"asymmetric neuron"	0
"1485"	"Uniciliated_nonpenetrating_cell"	"biaxonal"	0
"1486"	"Uniciliated_nonpenetrating_cell"	"decussating"	0
"1487"	"Uniciliated_nonpenetrating_cell"	"commissural"	0
"1488"	"Uniciliated_nonpenetrating_cell"	"ipsilateral"	43
"1489"	"Uniciliated_nonpenetrating_cell"	"contralateral"	132
"1490"	"Uniciliated_nonpenetrating_cell"	"pseudounipolar"	1
"1491"	"Uniciliated_nonpenetrating_cell"	"descending"	1
"1492"	"Uniciliated_nonpenetrating_cell"	"ascending"	7
"1493"	"Uniciliated_nonpenetrating_cell"	"global_reach"	1
"1494"	"Uniciliated_nonpenetrating_cell"	"head_trunk"	2
"1495"	"Uniciliated_nonpenetrating_cell"	"siGOLD"	25
"1496"	"Uniciliated_nonpenetrating_cell"	"glutamatergic"	0
"1497"	"Uniciliated_nonpenetrating_cell"	"serotonergic"	0
"1498"	"Uniciliated_nonpenetrating_cell"	"cholinergic"	0
"1499"	"Uniciliated_nonpenetrating_cell"	"adrenergic"	0
"1500"	"Uniciliated_nonpenetrating_cell"	"dopaminergic"	0
"1501"	"Biciliated_nonpenetrating_cell"	"ectoderm"	14
"1502"	"Biciliated_nonpenetrating_cell"	"episphere"	10
"1503"	"Biciliated_nonpenetrating_cell"	"segment_0"	0
"1504"	"Biciliated_nonpenetrating_cell"	"segment_1"	1
"1505"	"Biciliated_nonpenetrating_cell"	"segment_2"	0
"1506"	"Biciliated_nonpenetrating_cell"	"segment_3"	2
"1507"	"Biciliated_nonpenetrating_cell"	"torso"	4
"1508"	"Biciliated_nonpenetrating_cell"	"pygidium"	1
"1509"	"Biciliated_nonpenetrating_cell"	"neurosecretory_plexus"	1
"1510"	"Biciliated_nonpenetrating_cell"	"mushroom body"	3
"1511"	"Biciliated_nonpenetrating_cell"	"Apical_organ"	1
"1512"	"Biciliated_nonpenetrating_cell"	"Dorsal_sensory_organ"	1
"1513"	"Biciliated_nonpenetrating_cell"	"Dorsolateral_sense_organs"	3
"1514"	"Biciliated_nonpenetrating_cell"	"antenna"	0
"1515"	"Biciliated_nonpenetrating_cell"	"eyespot"	0
"1516"	"Biciliated_nonpenetrating_cell"	"mechanosensory_girdle"	0
"1517"	"Biciliated_nonpenetrating_cell"	"nuchal organ"	0
"1518"	"Biciliated_nonpenetrating_cell"	"Sensory neuron"	14
"1519"	"Biciliated_nonpenetrating_cell"	"sensory_motor_neuron"	0
"1520"	"Biciliated_nonpenetrating_cell"	"sensory_neurosecretory_neuron"	1
"1521"	"Biciliated_nonpenetrating_cell"	"interneuron"	0
"1522"	"Biciliated_nonpenetrating_cell"	"premotor"	0
"1523"	"Biciliated_nonpenetrating_cell"	"motorneuron"	0
"1524"	"Biciliated_nonpenetrating_cell"	"ciliomotors"	0
"1525"	"Biciliated_nonpenetrating_cell"	"rhabdomeric photoreceptor"	0
"1526"	"Biciliated_nonpenetrating_cell"	"ciliary photoreceptor"	0
"1527"	"Biciliated_nonpenetrating_cell"	"sensory_cilia"	14
"1528"	"Biciliated_nonpenetrating_cell"	"Uniciliated_penetrating_cell"	0
"1529"	"Biciliated_nonpenetrating_cell"	"Biciliated_penetrating_cell"	0
"1530"	"Biciliated_nonpenetrating_cell"	"Uniciliated_nonpenetrating_cell"	0
"1531"	"Biciliated_nonpenetrating_cell"	"Biciliated_nonpenetrating_cell"	14
"1532"	"Biciliated_nonpenetrating_cell"	"Multiciliated_penetrating_cell"	0
"1533"	"Biciliated_nonpenetrating_cell"	"dense cored vesicles"	2
"1534"	"Biciliated_nonpenetrating_cell"	"asymmetric neuron"	2
"1535"	"Biciliated_nonpenetrating_cell"	"biaxonal"	0
"1536"	"Biciliated_nonpenetrating_cell"	"decussating"	0
"1537"	"Biciliated_nonpenetrating_cell"	"commissural"	0
"1538"	"Biciliated_nonpenetrating_cell"	"ipsilateral"	8
"1539"	"Biciliated_nonpenetrating_cell"	"contralateral"	4
"1540"	"Biciliated_nonpenetrating_cell"	"pseudounipolar"	0
"1541"	"Biciliated_nonpenetrating_cell"	"descending"	0
"1542"	"Biciliated_nonpenetrating_cell"	"ascending"	0
"1543"	"Biciliated_nonpenetrating_cell"	"global_reach"	0
"1544"	"Biciliated_nonpenetrating_cell"	"head_trunk"	0
"1545"	"Biciliated_nonpenetrating_cell"	"siGOLD"	1
"1546"	"Biciliated_nonpenetrating_cell"	"glutamatergic"	0
"1547"	"Biciliated_nonpenetrating_cell"	"serotonergic"	0
"1548"	"Biciliated_nonpenetrating_cell"	"cholinergic"	0
"1549"	"Biciliated_nonpenetrating_cell"	"adrenergic"	0
"1550"	"Biciliated_nonpenetrating_cell"	"dopaminergic"	0
